DOEID,Census Region,Census Division,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009","Natural gas usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Natural gas usage for clothes dryers, in thousand Btu, 2015","Natural gas usage for swimming pool heaters, in thousand Btu, 2015","Natural gas usage for hot tub heaters, in thousand Btu, 2015","Natural gas usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015","Electricity usage for space heating, main and secondary, in thousand Btu, 2015","Electricity usage for air conditioning (central systems and individual units), in thousand Btu, 2015","Electricity usage for water heating, main and secondary, in thousand Btu, 2015","Electricity usage for all refrigerators, in thousand Btu, 2015","Electricity usage for freezers, in thousand Btu, 2015","Electricity usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Electricity usage for microwaves, in thousand Btu, 2015","Electricity usage for clothes washers, in thousand Btu, 2015","Electricity usage for clothes dryers, in thousand Btu, 2015","Electricity usage for dishwashers, in thousand Btu, 2015","Electricity usage for indoor and outdoor lighting, in thousand Btu, 2015","Electricity usage for all televisions and related peripherals, in thousand Btu, 2015","Electricity usage for air handlers and boiler pumps used for heating, in thousand Btu, 2015","Electricity usage for air handlers used for cooling, in thousand Btu, 2015","Electricity usage for evaporative coolers, in thousand Btu, 2015","Electricity usage for ceiling fans, in thousand Btu, 2015","Electricity usage for dehumidifiers, in thousand Btu, 2015","Electricity usage for humidifiers, in thousand Btu, 2015","Electricity usage for swimming pool pumps, in thousand Btu, 2015","Electricity usage for hot tub pumps, in thousand Btu, 2015","Electricity usage for hot tub heaters, in thousand Btu, 2015","Electricity usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015"
10101,2,3,22046.79956,5746,870,4747.802,16199.499,723.913,74952.879,9065.219,65887.661,0,0,0,0,0,0,0,0,1768.477,0,934.075,708.7,163.02,1670.118,0,905.084,3996.024,977.274,0,0,58.677,0,464.948,0,0,0,4553.102
10102,4,10,8833.904741,3558,728,9353.333,31913.573,0,0,0,0,0,0,0,0,0,3922.077,0,11976.057,1775.768,0,1003.76,968.681,188.391,3611.71,582.525,3653.813,1540.564,0,0,0,140.638,0,0,0,0,0,2549.59
10103,4,10,15789.82211,1030,2533,27067,92352,522.959,51293.356,30342.191,14507.208,5978.831,465.125,0,0,0,3234.61,13027.347,0,4968.998,0,0,0,28.296,0,581.504,26295.103,5566.156,339.883,827.54,0,0,0,1615.237,13102.971,706.775,0,22058.188
10104,3,5,32627.96543,415,3347,15563.903,53104.038,16.22,1723.327,0,0,0,0,0,0,1723.327,1413.525,13763.875,6280.87,5080.291,3119.707,0,336.266,27.046,565.334,105.895,7702.326,3341.465,25.366,761.19,0,908.715,0,0,7054.702,0,0,2617.467
10105,3,5,20823.89239,4051,1632,9943.23,33926.301,671.461,71210.658,0,66954.786,4255.872,0,0,0,0,1282.552,4601.419,16668.055,1477.604,0,0,194.349,158.593,2160.784,0,789.497,2602.402,587.407,0,0,0,1708.939,889.041,0,0,0,805.659
10106,2,3,19391.64603,6610,526,11493.188,39214.757,1560.375,157844.339,18525.506,137477.791,0,1841.042,0,0,0,0,5085.705,0,3110.492,2960.556,645,636.19,185.208,0,341.771,7750.053,2346.319,4078.024,361.187,0,1482.832,3798.027,3199.339,0,0,0,3234.053
10107,1,2,36156.26123,4720,1507,28857.999,98463.492,1244.231,133969.741,29307.404,89942.871,3295.991,11423.475,0,0,0,44086.564,19132.711,0,2988.243,997.975,0,684.428,1115.997,0,530.547,12815.692,5849.285,164.335,0,0,1455.061,0,0,4268.101,0,0,4374.553
10108,2,3,10303.95778,5293,1046,8994,30686,644.265,64574.612,9667.898,54449.129,0,457.586,0,0,0,0,1641.158,0,5059.518,0,301.628,190.117,93.823,0,306.227,10643.072,1277.903,646.833,87.76,0,479.546,6201.044,1416.823,0,0,0,2342.086
10109,3,5,16168.13938,2651,1923,17936,61197.632,755.352,73940.206,0,70958.8,2981.406,0,0,0,0,0,15063.871,17655.312,4291.21,0,0,518.719,236.299,2405.829,436.592,5153.051,3886.583,1901.256,1142.927,0,2768.431,0,0,0,0,0,5737.551
10110,3,6,18658.40342,2322,2062,18541.286,63262.868,0,0,0,0,0,0,0,0,0,28161.11,13651.385,8801.755,1902.477,902.95,477.516,236.763,87.332,1126.252,226.495,1278.425,3624.114,532.133,687.846,0,0,0,0,0,0,0,1566.316
10111,3,6,11114.09257,2625,2332,19444.088,66343.227,0,0,0,0,0,0,0,0,0,16859.584,10793.331,16644.744,4667.033,0,380.362,202.712,136.482,2755.899,226.017,3654.678,4480.157,452.043,607.119,0,1730.825,0,0,0,0,0,2752.24
10112,3,5,11534.82072,4779,1123,16406.533,55979.091,556.341,57138.156,15280.394,41857.762,0,0,0,0,0,7764.948,15936.91,0,2833.802,0,1163.181,471.013,58.173,1188.294,234.961,2898.134,2095.361,1473.202,865.035,0,803.353,2826.222,567.874,0,0,0,14798.629
10113,2,3,23342.40706,5553,1034,6832.615,23312.883,530.49,54926.102,0,54926.102,0,0,0,0,0,0,1915.586,7822.47,1349.302,0,717.072,213.487,375.767,4765.924,0,2000.217,1287.183,938.926,97.234,0,265.394,0,0,0,0,0,1564.323
10114,3,5,31646.78467,4018,1706,9602,32763,26.602,2819.244,0,0,2819.244,0,0,0,0,18089.738,3570.617,5723.408,920.056,0,0,0,0,0,127.994,1026.087,885.329,258.872,168.532,0,0,0,0,0,0,0,1991.383
10115,2,3,21322.20787,6165,774,1557.498,5314.183,1247.589,125537.527,10060.888,113914.087,1562.552,0,0,0,0,0,616.36,0,2245.057,0,0,132.073,0,0,0,659.562,855.812,228.155,33.262,0,292.943,0,0,0,0,0,250.959
10116,3,7,23815.9721,3206,2223,7601.74,25937.137,0,0,0,0,0,0,0,0,0,18269.099,0,0,818.542,0,0,688.051,153.463,1729.888,0,351.581,754.792,0,0,0,0,0,0,0,0,0,3171.72
10117,2,3,14853.02155,5855,924,1595.27,5443.062,276.676,27656.893,10541.457,17115.436,0,0,0,0,0,264.269,394.946,0,2009.241,0,328.443,154.006,0,0,0,405.473,613.132,22.935,16.007,0,0,0,0,0,0,0,1234.609
10118,3,7,38762.88506,1923,2811,17645,60204,0,0,0,0,0,0,0,0,0,17005.159,9587.727,14537.522,5644.393,0,565.058,140.213,220.006,2245.164,535.947,2137.345,2610.91,256.76,381.816,0,2315.933,0,0,0,0,0,2020.781
10119,4,9,23233.95813,903,3687,13567,46290.604,216.313,21582.653,10286.07,10233.428,0,0,0,0,1063.155,0,23571.808,0,2492.427,836.631,731.622,510.859,103.91,0,128.803,2235.404,1430.816,241.911,1181.793,0,1294.245,0,0,6903.12,0,0,4627.254
10120,1,2,27469.23535,4777,1489,6929.633,23643.909,527.6,56810.309,8816.967,45161.442,1441.794,1390.106,0,0,0,0,8340.496,0,2671.729,0,0,172.161,84.868,0,232.236,2484.324,2146.619,1134.664,360.458,0,71.171,0,0,0,0,0,5945.184
10121,1,2,21161.06383,4469,1618,5298.368,18078.03,242.215,25012.59,16477.901,8020.354,514.335,0,0,0,0,0,2050.629,0,2106.181,0,88.245,174.034,0,0,0,3974.391,3356.452,86.296,0,0,0,0,0,0,0,0,6241.802
10122,3,5,12238.20025,4098,1528,7515,25641,0,0,0,0,0,0,0,0,0,5377.196,1503.047,12913.454,1433.501,0,232.999,229.901,211.564,0,0,1947.877,370.41,0,0,0,0,0,0,0,0,0,1421.224
10123,3,7,26340.42614,1364,3471,12519.995,42718.224,129.259,13037.969,11036.936,0,2001.033,0,0,0,0,32952.568,0,0,2437.665,0,0,170.545,56.353,1152.729,0,684.068,723.404,0,0,0,0,0,0,0,0,0,4540.893
10124,2,3,17986.48022,4958,1159,13456.919,45915.009,0,0,0,0,0,0,0,0,0,28582.38,2349.829,5629.036,762.662,0,420.524,677.322,163.804,1678.072,0,1717.603,639.83,488.939,105.744,0,0,0,0,0,0,0,2699.264
10125,4,10,18646.37818,2020,437,9268,31622,398.698,41115.579,39225.798,0,1889.78,0,0,0,0,19289.469,0,0,1838.225,0,0,238.233,201.891,2267.1,0,2297.426,3134.884,265.972,0,0,0,0,333.045,0,0,0,1756.167
10126,4,10,10414.4251,2039,415,3844.394,13117.072,441.453,44973.011,8695.98,36277.031,0,0,0,0,0,493.798,0,0,3476.149,1487.528,618.012,226.538,50.479,533.251,202.786,1058.471,1306.295,419.337,0,0,55.852,0,0,0,0,0,3188.575
10127,3,5,52034.85554,5286,632,8426.17,28750.093,321.387,32600.952,0,31574.951,1026.001,0,0,0,0,0,2029.899,14756.317,2428.722,0,0,282.797,45.685,600.328,216.641,2568.563,2417.328,342.344,75.669,0,183.672,0,0,0,0,0,2802.127
10128,3,5,26424.38176,3517,1663,12030.344,41047.532,0,0,0,0,0,0,0,0,0,19993.442,4129.753,5850.414,2074.097,0,668.54,845.8,110.643,1140.927,0,3320.754,921.336,247.44,0,0,60.139,0,0,0,0,0,1684.248
10129,3,5,15988.61057,389,4287,14664.145,50034.061,0,0,0,0,0,0,0,0,0,4951.06,15026.548,5809.494,4810.403,1397.068,926.19,235.538,85.26,1645.253,106.209,838.987,1767.259,97.288,978.726,0,148.831,0,0,9597.627,0,0,1612.32
10130,3,7,15136.23253,1399,3072,21942.716,74868.546,0,0,0,0,0,0,0,0,0,21114.175,18854.046,14288.36,3335.678,999.172,896.65,120.22,64.361,1563.926,296.743,4550.195,2303.02,456.232,1323.834,0,2234.87,0,0,0,0,0,2467.063
10131,4,10,15954.83294,1054,1005,4085.478,13939.651,214.604,22307.719,11108.168,7052.17,3680.711,466.67,0,0,0,0,0,0,2977.597,0,0,677.543,54.581,0,226.798,3701.945,2777.613,136.973,0,0,0,0,0,0,0,0,3386.6
10132,1,1,24602.95742,7220,524,12368,42198,0,0,0,0,0,0,0,0,0,2631.061,716.349,10555.817,2821.396,0,1860.69,231.272,126.909,1627.715,222.415,14791.614,1458.207,531.815,0,0,1034,1164.802,0,0,0,0,2425.553
10133,3,5,22087.02824,4673,1239,20598,70280,0,0,0,0,0,0,0,0,0,23375.499,5126.308,12977.76,1655.803,990.671,3284.599,101.152,54.445,1113.95,616.518,6647.347,762.647,472.763,337.682,0,1060.531,0,3458.468,4855.16,627.835,0,2761.233
10134,3,5,30991.73895,2580,1995,14014.138,47816.239,734.708,72574.526,8354.761,32501.518,3846.647,0,0,0,27871.6,7266.859,11858.962,2983.929,2731.429,0,0,338.439,272.616,2776.913,226.61,5929.39,4144.191,921.323,715.936,0,2385.469,0,1167.258,0,0,0,4096.915
10135,4,10,13170.72654,2866,372,17831.454,60840.921,364.801,37625.702,22675.597,14358.149,591.955,0,0,0,0,0,1808.071,0,3316.78,0,0,172.447,146.403,2956.447,0,3202.492,7310.814,1225.653,122.637,0,0,0,0,0,129.88,464.868,39984.427
10136,4,9,15621.91535,3853,1431,3058.182,10434.516,1052.568,90079.873,17180.319,68596.415,2303.801,933.554,0,0,1065.784,0,1089.439,0,2316.955,0,0,131.712,103.938,0,587.374,2118.718,503.561,39.385,75.436,2143.819,144.723,0,0,0,0,0,1179.457
10137,3,7,40311.33152,1599,3112,6120.861,20884.378,0,0,0,0,0,0,0,0,0,1200.188,3356.767,4231.478,1759.924,0,459.022,667.194,134.385,1520.053,0,2695.02,2832.357,22.255,188.415,0,610.171,0,0,0,0,0,1207.149
10138,2,4,9368.054663,5399,1176,26461.735,90287.441,917.662,92968.314,9311.92,81690.98,1965.414,0,0,0,0,0,14044.621,0,5461.959,3591.748,677.154,180.174,347.098,3223.068,477.361,29402.89,9739.103,3929.432,1073.105,0,1542.629,3553.35,2582.124,0,1607.182,5817.938,3036.505
10139,3,5,12341.18665,1566,2658,18441.697,62923.07,0,0,0,0,0,0,0,0,0,13054.859,18118.677,9146.42,4643.412,0,1045.978,1040.656,232.259,2952.019,335.314,6139.632,2160.335,225.592,965.61,0,1215.473,0,0,0,0,0,1646.834
10140,2,3,12832.48463,6539,678,2934,10011,417.333,42384.791,21265.905,13585.34,5779.729,1753.817,0,0,0,0,1536.035,0,2081.361,0,0,0,179.591,0,0,2336.203,786.558,690.572,72.177,0,0,0,0,0,0,0,2328.304
10141,3,5,18415.43912,416,4192,17500.909,59713.101,0,0,0,0,0,0,0,0,0,1932.664,19857.275,8688.398,8348.422,2437.104,1059.944,1342.944,54.21,1109.262,127.337,4658.237,2695.812,38.586,1318.341,0,1780.496,0,0,0,0,0,4264.068
10142,3,5,23906.37869,5018,870,13806.849,47108.97,511.437,52089.274,20632.073,31457.2,0,0,0,0,0,8837.912,6610.82,0,2904.051,0,728.066,530.079,331.228,3703.618,0,4701.593,1476.936,2474.449,310.022,0,198.868,8861.628,0,0,0,0,5439.7
10143,3,5,15380.80024,3968,1815,12780,43605.36,0,0,0,0,0,0,0,0,0,20662.426,5804.776,5485.895,2934.019,0,1141.221,202.638,0,0,0,1327.128,2135.321,0,0,0,1043.9,0,0,0,0,0,2868.036
10144,1,2,22116.51717,5287,1096,4256.968,14524.774,208.038,21362.74,21362.74,0,0,0,0,0,0,0,2982.241,0,1930.086,0,857.857,358.776,0,0,0,883.744,4418.324,110.831,0,0,0,0,0,0,0,0,2982.915
10145,4,10,8788.326241,3885,548,25529.114,87105.338,0,0,0,0,0,0,0,0,0,26802.63,1409,26368.453,1807.67,1544.534,1613.548,475.434,139.781,2820.083,524.502,6625.825,7075.657,0,0,0,106.639,0,635.827,0,1301.437,4658.686,3195.632
10146,2,3,24349.02085,6823,466,12639.235,43125.068,1264.643,127364.517,30884.215,90996.432,2991.916,1421.415,0,0,1070.539,26891.678,1628.847,0,6038.992,0,0,170.151,132.066,0,114.231,2157.334,1076.831,1473.879,0,0,258.793,0,0,0,0,0,3182.267
10147,3,7,13926.81379,1590,3226,22049.114,75231.578,0,0,0,0,0,0,0,0,0,19248.439,25266.934,0,1921.461,2630.678,294.432,344.944,113.57,0,739.788,9087.726,8961.571,384.84,1686.742,0,1963.828,0,0,0,0,0,2586.625
10148,4,8,15441.82064,5256,793,19015.29,64880.171,882.295,83711.402,0,83711.402,0,0,0,0,0,26461.004,1914.892,14577.214,7557.738,823.088,1135.802,343.478,145.54,2934.935,0,2014.296,1768.792,0,0,0,2366.755,0,0,0,0,0,2836.636
10149,3,6,13661.01973,2276,2198,21704.55,74055.923,0,0,0,0,0,0,0,0,0,31174.208,9793.09,17193.294,2422.939,0,970.628,1749.08,117.512,2373.203,736.877,835.794,3958.837,543.964,506.4,0,157.037,0,0,0,0,0,1523.061
10150,2,4,7564.107476,7619,699,6035.892,20594.464,0,0,0,0,0,0,0,0,0,4837.895,351.511,5644.828,941.455,0,83.541,193.884,0,0,105.941,1944.179,2322.476,0,0,0,0,0,0,0,0,0,4168.754
10151,4,10,22721.58793,1957,695,1249.023,4261.668,256.165,26428.037,10835.029,14502.746,1090.262,0,0,0,0,0,0,0,861.551,0,0,101.068,0,0,0,331.359,1119.728,0,0,0,0,0,0,0,0,0,1847.961
10152,3,7,20312.6224,3773,1961,10778.25,36775.388,1160.594,117502.313,22024.875,88914.755,0,6562.682,0,0,0,0,8811.338,0,2381.48,0,1167.865,663.215,588.606,0,697.32,15384.343,2658.654,1086.447,495.322,0,1288.016,0,0,0,0,0,1552.781
10153,3,5,14952.30663,1283,3120,13926.781,47518.178,0,0,0,0,0,0,0,0,0,6011.489,11727.89,8259.72,986.297,993.382,1758.83,682.109,843.113,8538.406,0,1926.916,648.57,109.062,651.874,0,0,0,0,0,0,0,4380.519
10154,3,5,20031.44673,2616,1959,10030.988,34225.732,660.968,65312.88,14306.714,51006.165,0,0,0,0,0,4240.285,14691.157,0,822.41,0,803.841,242.911,158.901,1790.463,123.738,714.752,2226.305,1169.139,732.199,0,1579.177,0,0,0,0,0,4930.455
10155,3,5,26675.72873,2462,2495,22806.959,77817.344,307.847,32373.214,12356.233,17363.448,2653.533,0,0,0,0,0,23356.164,0,5871.405,0,728.304,504.275,642.604,6496.13,687.141,22344.087,3574.04,813.615,1301.631,0,3101.832,0,536.499,0,0,0,7859.617
10156,1,1,15902.19377,5885,776,9106.357,31070.89,0,0,0,0,0,0,0,0,0,0,0,0,4267.618,3153.546,1336.661,36.067,156.288,1997.889,362.121,2534.227,3215.511,1135.897,0,0,160.682,1504.188,1576.406,5453.434,0,0,4180.354
10157,2,3,26831.31095,6449,711,8666.874,29571.376,607.199,60974.46,22052.858,38921.602,0,0,0,0,0,0,4340.147,0,905.347,0,345.716,449.565,138.1,2785.153,370.792,9132.558,2055.959,3597.06,0,0,1159.951,0,0,0,0,0,4291.028
10158,3,5,27144.57306,2730,1547,14244.765,48603.137,656.787,64556.953,26365.651,38191.302,0,0,0,0,0,0,6981.234,0,4663.752,0,3060.829,1016.675,110.328,5544.127,321.282,13880.426,6057.076,710.36,403.079,0,2037.75,0,0,0,0,0,3816.218
10159,2,4,17042.73555,6612,546,2246.698,7665.732,304.441,30992.516,10391.945,20600.571,0,0,0,0,0,0,1033.54,0,915.093,0,260.115,193.444,0,0,103.056,3338.418,456.06,248.478,46.466,0,0,0,0,0,0,0,1071.062
10160,1,2,34710.45373,6784,569,6918,23605,356.175,37857.673,18877.523,13076.884,5903.266,0,0,0,0,0,537.097,0,1589.303,0,0,100.647,154.823,1741.915,0,13993.513,2203.497,201.509,0,0,0,0,0,0,0,0,3081.906
10161,3,5,48198.59039,4748,1292,14282.921,48733.326,0,0,0,0,0,0,0,0,0,0,7795.828,19514.171,1494.388,915.757,705.913,483.352,187.232,2383.409,232.722,4860.72,1564.746,1474.582,363.546,0,613.779,3897.185,0,0,0,0,2245.996
10162,3,7,11058.59239,2082,2472,23265.118,79380.581,0,0,0,0,0,0,0,0,0,20715.202,11581.423,7860.43,2172.06,8429.625,478.036,406.352,382.425,3885.499,0,15572.346,2171.37,325.272,510.445,0,2237.882,0,0,0,0,0,2652.215
10163,1,2,42906.30075,5758,908,9523,32491,0,0,0,0,0,0,0,0,0,0,2141.149,12154.493,3745.588,1741.174,447.815,412.524,153.554,1959.72,135.917,2046.238,2664.001,957.438,0,0,0,0,789.24,0,0,0,3143.626
10164,3,5,9900.303069,1402,2766,14989,51143,0,0,0,0,0,0,0,0,0,7436.959,16743.24,8489.534,1847.25,0,358.154,196.565,223.155,2839.763,756.611,4600.99,4777.578,148.248,1088.595,0,1182.661,0,0,0,0,0,453.161
10165,4,10,38389.49423,3713,460,13785.768,47037.041,0,0,0,0,0,0,0,0,0,21540.471,394.88,6408.396,3501.289,1512.667,57.362,236.773,54.904,573.348,0,820.607,2090.256,0,0,0,599.194,0,0,0,1508.086,5386.684,2352.124
10166,3,7,12939.01373,2721,2441,23682,80802.984,0,0,0,0,0,0,0,0,0,21662.484,15685.681,10221.279,3759.938,2858.517,1098.573,240.637,87.046,1763.927,332.837,5799.25,2862.104,597.808,932.311,0,2564.216,0,0,0,1727.347,6218.256,2390.772
10167,3,7,26168.38855,1300,3964,22256.183,75938.098,0,0,0,0,0,0,0,0,0,6617.244,6963.853,26482.088,2465.737,0,955.166,101.773,190.221,2421.462,0,455.669,765.423,0,0,0,1315.967,0,0,0,0,0,27203.493
10168,2,3,22744.5235,5580,941,11288.834,38517.503,0,0,0,0,0,0,0,0,0,0,3265.293,0,3516.571,0,734.27,424.653,94.781,1220.99,224.948,1932.322,3853.81,1631.671,147.983,0,1776.511,5131.745,2433.452,0,0,0,12128.502
10169,2,4,7094.302047,3672,1531,9096.789,31038.243,0,0,0,0,0,0,0,0,0,14029.815,4602.313,5632.668,2641.677,0,186.651,162.859,49.881,578.023,106.965,422.997,1309.873,249.976,227.705,0,146.9,0,0,0,0,0,689.938
10170,3,7,10273.12101,1454,3429,14275,48706.3,339.109,34770.213,19109.841,14255.395,1404.977,0,0,0,0,0,9289.223,0,2066.607,1288.914,0,865.204,0,0,0,3654.325,2420.884,283.986,0,0,744.227,0,0,0,0,0,28092.929
10171,2,4,14843.06775,4101,1533,9560.452,32620.262,609.291,59986.472,27234.725,32751.747,0,0,0,0,0,2854.918,6599.35,0,2810.186,3580.095,1056.261,249.43,221.248,4453.184,672.995,5784.076,418.88,803.849,299.77,0,1162.321,0,0,0,0,0,1653.698
10172,3,7,23640.90363,1586,3176,13637.275,46530.384,477.31,48868.679,9021.286,39847.392,0,0,0,0,0,0,16357.652,0,2601.007,1572.89,654.627,347.965,329.279,4176.986,442.984,11702.601,1540.627,430.634,814.998,0,2961.882,0,0,0,0,0,2596.251
10173,3,7,20362.47981,1346,3513,7679.124,26201.173,287.474,28965.713,26072.188,0,2893.525,0,0,0,0,22266.883,0,0,793.968,0,0,476.266,0,0,0,715.786,761.909,0,0,0,0,0,0,0,0,0,1186.361
10174,4,10,30789.30056,0,5487,2206.287,7527.852,19.067,1968.232,0,0,1968.232,0,0,0,0,0,0,1869.375,1185.505,0,0,319.202,96.424,998.308,0,480.539,1542.731,0,0,0,0,0,0,0,0,0,1035.768
10175,1,1,14595.69717,5647,953,6129.677,20914.459,878.187,89869.22,15226.177,73474.221,1168.822,0,0,0,0,0,6381.296,0,1453.315,0,0,64.947,85.794,1106.46,219.359,1133.53,1174.356,259.984,272.5,0,62.863,4954.528,1159.82,0,0,0,2585.707
10176,3,7,20403.04643,1491,3345,14758.572,50356.246,0,0,0,0,0,0,0,0,0,8519.998,15058.507,8708.14,1911.641,2019.609,541.908,409.753,113.462,2294.029,528.421,2804.917,3603.84,152.389,821.446,0,1265.642,0,0,0,0,0,1602.542
10177,3,6,10101.504,1225,3012,13746.945,46904.576,485.799,49915.426,11641.503,30887.511,4143.199,0,0,0,3243.214,597.744,25917.311,0,4157.559,0,0,477.611,50.155,581.151,0,8341.636,3067.674,229.997,1085.222,0,0,0,0,0,0,0,2398.517
10178,1,2,33539.72032,4790,1482,4655.455,15884.411,776.848,80618.189,23915.877,54495.86,1290.111,916.34,0,0,0,0,3509.939,0,2706.361,0,0,337.023,108.418,0,0,1447.562,2009.984,767.956,161.584,0,0,1672.957,574.921,0,0,0,2587.705
10179,4,10,8423.130008,1891,816,2934.7,10013.196,135.236,13945.603,9084.108,4861.495,0,0,0,0,0,132.591,0,0,2363.572,0,449.61,0,137.94,1556.561,0,2571.948,672.538,0,0,0,56.369,0,0,0,0,0,2072.068
10180,3,7,15057.85421,2124,2857,19845,67711,0,0,0,0,0,0,0,0,0,18825.509,6556.468,8441.639,4746.331,2582.324,573.598,135.545,199.336,2237.764,227.208,9874.181,3109.506,311.321,311.048,0,1811.349,0,0,4039.774,0,0,3728.234
10181,4,9,9728.475753,3870,1397,2449.515,8357.746,214.769,18214.925,5219.395,12995.53,0,0,0,0,0,438.137,0,0,899.328,0,969.964,0,40.544,534.672,0,364.728,1024.476,210.762,0,2379.701,481.002,0,0,0,0,0,1014.432
10182,3,6,17250.7055,2257,2255,7714.845,26323.051,192.565,19018.821,0,2498.76,9740.676,0,0,0,6779.385,4374.166,3934.03,6965.364,941.598,980.542,0,533.13,248.453,3161.342,318.416,2296.396,930.853,0,0,0,55.728,0,0,0,0,0,1583.034
10183,3,7,46269.40886,1478,3374,30801.904,105096.098,0,0,0,0,0,0,0,0,0,38175.153,24606.561,16028.775,3217.301,2817.48,1751.098,475.839,310.863,3946.79,723.172,2506.071,4098.559,0,1316.382,0,2416.294,0,0,0,0,0,2705.76
10184,1,1,7862.893636,7010,452,12509.645,42682.909,0,0,0,0,0,0,0,0,0,1385.262,1120.017,7491.538,3349.735,2687.836,0,307.605,363.062,3714.262,1265.452,6489.955,2265.584,0,0,0,1532.275,6125.646,0,0,0,0,4584.682
10185,3,7,41655.24849,1817,3351,5576,19025,0,0,0,0,0,0,0,0,0,2882.052,3030.33,4178.414,1619.595,0,218.607,229.334,0,0,827.164,1764.772,1186.1,0,141.124,0,0,0,286.588,0,0,0,2661.237
10186,3,7,14707.74104,2004,3320,9867.601,33668.256,0,0,0,0,0,0,0,0,0,16186.01,6248.003,4628.638,1826.598,0,229.081,202.645,49.408,572.737,106.681,452.046,573.095,268.995,0,0,1753.746,0,0,0,0,0,570.573
10187,2,3,20053.22379,6393,742,8304.84,28336.115,0,0,0,0,0,0,0,0,0,4469.875,1278.387,8484.211,3551.344,0,800.382,663.934,120.163,2051.516,414.712,998.299,804.578,96.07,64.676,0,0,1678.655,0,0,0,0,2859.312
10188,3,7,19216.28374,1461,3412,9849,33604.788,296.374,30389.574,10516.482,17567.712,956.793,1348.588,0,0,0,0,0,0,4192.836,3615.123,0,177.795,240.332,0,0,9302.255,2848.371,436.186,0,0,231.835,0,0,0,0,0,12560.055
10189,2,3,15991.80583,5710,901,5973.108,20380.243,899.306,93361.436,29103.624,58407.16,5850.652,0,0,0,0,0,1876.453,0,3414.384,0,0,454.377,104.795,2015.31,214.735,2107.371,2730.129,804.248,118.228,0,50.963,4766.2,350.066,0,0,0,1372.984
10190,4,10,8037.925143,3895,542,11558.499,39437.599,0,0,0,0,0,0,0,0,0,17677.285,0,11831.854,1193.745,0,382.566,655.713,133.858,1712.865,228.164,1814.075,1341.386,0,0,0,0,0,0,0,0,0,2466.089
10191,3,5,24399.35831,369,4267,16666.446,56865.913,0,0,0,0,0,0,0,0,0,625.437,11759.97,6987.876,1997.867,0,672.906,169.958,83.714,2257.391,426.44,5751.037,4764.631,15.263,506.85,0,933.533,3228.964,1258.876,7587.177,797.85,2855.377,4184.796
10192,2,4,15244.49051,4876,1343,15727.075,53660.781,0,0,0,0,0,0,0,0,0,0,14270.101,9890.662,3807.428,813.026,362.205,168.947,271.944,0,213.438,7177.541,2652.268,3264.491,1103.296,0,1077.544,3512.162,1856.558,0,0,0,3219.168
10193,2,3,18985.70562,4824,1288,26021.918,88786.783,0,0,0,0,0,0,0,0,0,32564.254,4122.198,12660.889,2445.836,840.473,252.356,515.252,229.534,2918.503,231.417,5918.498,3390.155,610.608,212.016,0,2342.406,0,1155.077,6620.922,0,0,11756.388
10194,2,3,47805.69652,5803,1052,3660.057,12488.115,591.878,60437.947,9816.723,50163.974,0,457.25,0,0,0,0,3537.384,0,1508.766,0,153.357,685.019,55.558,0,130.355,1314.87,1436.339,849.554,164.381,0,64.044,0,0,0,0,0,2588.487
10195,4,10,17609.54828,4980,1008,6621.281,22591.81,0,0,0,0,0,0,0,0,0,5928.242,0,8284.47,1826.531,0,102.534,653.497,0,0,0,1240.305,2428.406,0,0,0,0,0,0,0,0,0,2127.826
10196,4,10,13976.04023,1926,2423,8373.818,28571.468,357.453,36527.164,24304.341,0,8456.541,3766.282,0,0,0,0,0,0,10115.529,0,0,716.698,467.477,0,0,1848.686,3093.23,0,0,8790.535,113.856,0,0,0,0,0,3425.457
10197,2,4,19527.8739,7448,702,29988.971,102322.37,1689.453,158564.733,33442.609,124065.903,0,0,0,0,1056.221,0,2368.242,0,9280.797,2305.098,2939.392,1058.319,456.241,9132.341,768.475,46203.694,10273.7,2829.856,143.022,0,661.132,0,6125.742,0,0,0,7776.319
10198,3,5,18330.3816,32,5416,23843.416,81353.736,0,0,0,0,0,0,0,0,0,1464.338,47114.395,8699.144,2878.433,1599.515,371.481,206.351,110.2,1783.864,131.101,1878.815,1953.294,26.399,2481.143,0,2925.992,0,0,0,0,0,7729.271
10199,2,4,11980.33604,7042,597,2679,9142,247.535,24299.485,10845.865,13453.62,0,0,0,0,0,0,0,0,2050.547,0,894.336,0,0,0,0,1690.619,162.65,113.978,0,0,0,0,0,0,0,0,4228.621
