DOEID,Census Region,Census Division,Final sample weight,"Heating degree days in 2009, base temperature 65F","Cooling degree days in 2009, base temperature 65F","Total Site Electricity usage, in kilowatt-hours, 2009","Total Site Electricity usage, in thousand BTU, 2009","Total Natural Gas usage, in hundred cubic feet, 2009","Total Natural Gas usage, in thousand BTU, 2009","Natural Gas usage for water heating, in thousand BTU, 2009","Natural Gas usage for space heating, in thousand BTU, 2009","Natural gas usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Natural gas usage for clothes dryers, in thousand Btu, 2015","Natural gas usage for swimming pool heaters, in thousand Btu, 2015","Natural gas usage for hot tub heaters, in thousand Btu, 2015","Natural gas usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015","Electricity usage for space heating, main and secondary, in thousand Btu, 2015","Electricity usage for air conditioning (central systems and individual units), in thousand Btu, 2015","Electricity usage for water heating, main and secondary, in thousand Btu, 2015","Electricity usage for all refrigerators, in thousand Btu, 2015","Electricity usage for freezers, in thousand Btu, 2015","Electricity usage for cooking (stoves, cooktops, and ovens), in thousand Btu, 2015","Electricity usage for microwaves, in thousand Btu, 2015","Electricity usage for clothes washers, in thousand Btu, 2015","Electricity usage for clothes dryers, in thousand Btu, 2015","Electricity usage for dishwashers, in thousand Btu, 2015","Electricity usage for indoor and outdoor lighting, in thousand Btu, 2015","Electricity usage for all televisions and related peripherals, in thousand Btu, 2015","Electricity usage for air handlers and boiler pumps used for heating, in thousand Btu, 2015","Electricity usage for air handlers used for cooling, in thousand Btu, 2015","Electricity usage for evaporative coolers, in thousand Btu, 2015","Electricity usage for ceiling fans, in thousand Btu, 2015","Electricity usage for dehumidifiers, in thousand Btu, 2015","Electricity usage for humidifiers, in thousand Btu, 2015","Electricity usage for swimming pool pumps, in thousand Btu, 2015","Electricity usage for hot tub pumps, in thousand Btu, 2015","Electricity usage for hot tub heaters, in thousand Btu, 2015","Electricity usage for other devices and purposes not elsewhere classified, in thousand Btu, 2015"
13699,2,3,20685.81145,5643,958,8871.636,30270.023,499.827,51737.533,9612.149,37395.582,2422.762,2307.04,0,0,0,11973.762,4316.392,0,2062.766,2145.325,0,325.958,137.636,0,325.279,961.31,4496.117,1296.1,216.667,0,175.162,0,0,0,0,0,1837.55
13700,4,10,12372.21576,1941,724,1460.733,4984.022,241.009,24760.348,23019.545,0,1740.804,0,0,0,0,0,0,0,1543.832,0,0,310.738,0,0,0,1399.777,950.395,0,0,0,51.422,0,0,0,0,0,727.858
13701,2,3,21017.7243,4440,1279,7812.992,26657.927,0,0,0,0,0,0,0,0,0,1382.079,2061.382,5184.638,2150.48,805.208,911.267,645.005,173.863,1962.041,672.498,3867.96,2542.432,34.36,101.785,0,693.1,0,0,0,0,0,3469.829
13702,3,5,14095.69771,3269,1634,8458,28857,221.019,22747.625,0,21232.598,1515.028,0,0,0,0,0,3390.484,12894.398,4156.427,0,0,231.842,106.608,1206.78,109.474,2592.318,1305.458,417.322,160.453,0,0,0,0,0,0,0,2287.125
13703,4,8,17454.77347,5559,993,5157.743,17598.22,692.151,62072.729,26993.456,31289.702,0,2738.494,0,0,1051.078,0,4388.435,0,1853.736,1016.902,583.927,69.977,174.381,0,0,1043.977,2069.088,1976.427,198.026,0,0,0,0,0,0,0,4223.346
13704,2,4,19112.22558,4664,1316,15471.337,52788.2,586.965,58806.855,14894.904,43911.951,0,0,0,0,0,11910.19,9184.931,0,2757.602,0,2024.913,339.927,131.957,1689.409,722.691,3956.812,7460.634,1053.401,503.611,0,2365.802,0,2201.024,0,0,0,6485.296
13705,2,4,11559.20211,5481,1153,6953.757,23726.219,757.878,76818.565,26385.82,45796.787,2341.907,2294.052,0,0,0,0,5716.316,0,2115.681,1397.665,0,471.756,216.879,0,421.361,2673.499,2608.585,1101.001,264.851,0,0,2301.82,455.267,0,0,0,3981.538
13706,3,7,25961.27977,1297,3337,13654,46586,369.692,38131.228,10530.833,27600.394,0,0,0,0,0,0,23535.232,0,2572,0,1468.511,338.16,87.129,1123.732,226.403,9956.322,1725.332,640.313,1347.187,0,2021.32,0,0,0,0,0,1545.807
13707,1,2,21706.98405,4456,1640,8673,29591,51.727,5344.326,0,0,5344.326,0,0,0,0,10589.258,2752.092,9591.159,1837.963,0,0,131.833,0,0,0,1308.696,420.038,189.26,0,0,0,0,0,0,0,0,2771.977
13708,4,8,30659.04351,5052,1053,7878.314,26880.806,767.319,68885.79,10214.064,51814.741,0,0,6856.985,0,0,0,0,0,2835.823,1185.287,363.873,169.455,274.906,2800.261,622.495,2576.079,1549.756,1062.504,0,3664.881,0,0,2190.76,4155.463,0,0,3429.262
13709,1,2,24586.05253,4639,1649,3930.182,13409.78,1118.308,116053.606,17015.105,97460.182,194.616,1383.703,0,0,0,0,1157.137,0,3862.47,0,0,798.855,124.048,0,0,1535.063,2204.102,59.057,0,0,42.125,967.046,0,0,0,0,2659.876
13710,1,1,51086.29273,5659,943,8956.941,30561.083,725.61,73725.327,15960.683,55495.824,2268.819,0,0,0,0,0,5369.929,0,2933.101,0,450.106,106.964,410.374,4582.262,683.008,6813.916,2710.083,137.966,299.486,0,3262.81,0,0,0,0,0,2801.077
13711,1,1,37516.17254,6543,573,12309.046,41998.466,573.702,58898.057,31182.074,24089.642,3626.341,0,0,0,0,1604.192,1408.818,0,1612.11,1006.556,0,236.218,0,0,0,1276.872,1264.286,483.489,0,0,61.393,0,0,0,0,0,33044.531
13712,3,7,23078.6025,1921,2914,14834.455,50615.159,349.572,35060.953,11533.079,20272.268,3255.607,0,0,0,0,0,18042.201,0,4062.288,1670.379,0,342.233,451.245,5719.355,544.681,10335.207,4194.515,574.308,863.866,0,1993.193,0,0,0,0,0,1821.687
13713,1,1,34993.03919,5672,933,11601.588,39584.619,2140.811,216812.969,27909.468,182111.623,3841.792,1884.472,0,0,1065.613,0,5956.761,0,3090.557,0,0,483.166,224.131,0,636.217,3197.241,3882.031,3017.685,320.571,0,1921.774,2749.574,2097.707,0,1922.563,6958.418,3126.223
13714,3,5,29495.74001,4651,1356,8715.062,29735.792,0,0,0,0,0,0,0,0,0,14895.671,3257.162,5730.557,1673.82,0,536.405,700.982,0,0,0,111.049,2378.296,0,0,0,0,0,0,0,0,0,451.85
13715,2,3,22201.85501,6270,776,3389.987,11566.634,480.465,47895.356,24852.396,18952.968,4089.993,0,0,0,0,0,1273.947,0,829.963,0,0,235.243,0,0,0,786.004,6304.805,111.106,0,0,64.755,0,0,0,0,0,1960.812
13716,1,2,22509.06149,5600,907,12863.623,43890.682,0,0,0,0,0,0,0,0,0,0,4362.43,13038.04,2294.315,5973.56,832.914,341.139,51.185,592.325,0,1578.099,8073.528,1331.785,0,0,589.532,0,0,0,0,0,4831.831
13717,2,3,48079.19492,6042,851,6061.095,20680.456,967.375,97345.002,29622.429,65119.474,2603.099,0,0,0,0,1174.335,1892.35,0,1790.68,865.044,0,312.803,381.245,4810.983,627.541,1099.297,3305.148,593.652,82.976,0,139.701,2192.792,0,0,0,0,1411.909
13718,1,2,13873.84644,5431,945,9782.95,33379.425,1027.659,104284.989,29334.157,70386.775,0,4564.056,0,0,0,7171.376,5717.987,0,2614.565,0,498.737,1461.336,280.8,0,130.114,1634.34,4658.374,2879.426,367.995,0,1273.845,0,1753.293,0,0,0,2937.238
13719,4,10,11061.79507,787,1713,8079.333,27566.685,209.541,21233.338,8672.639,8818.034,1856.013,1886.651,0,0,0,0,5545.219,0,3533.518,2835.395,0,1005.183,0,0,225.115,2740.224,1240.849,99.198,287.471,0,666,0,298.299,6622.885,0,0,2467.329
13720,2,3,20945.37723,4822,1290,7244.065,24716.748,1025.965,102150.942,9409.78,92741.161,0,0,0,0,0,0,5254.69,0,2694.686,3009.155,1031.836,1312.795,105.087,1085.625,0,3128.423,1230.217,1402.932,325.947,0,0,0,1274.311,0,0,0,2861.044
13721,3,5,25445.37552,3986,1338,5575.935,19025.092,0,0,0,0,0,0,0,0,0,0,0,9336.58,963.59,2471.562,611.37,104.562,96.846,1245.801,0,1403.335,695.673,0,0,0,60.681,0,0,0,0,0,2035.091
13722,1,1,22061.21642,6741,544,13431.679,45828.889,0,0,0,0,0,0,0,0,0,0,1495.748,18226.299,1595.172,0,1226.201,336.301,267.216,5374.11,614.131,2177.643,1066.706,1726.148,0,0,0,6848.676,0,0,0,0,4874.538
13723,3,5,14296.08329,593,3606,12563.55,42866.831,0,0,0,0,0,0,0,0,0,6239.234,13091.91,5765.2,3452.795,897.159,941.735,335.336,370.257,3762.989,126.767,401.764,2275.889,0,984.753,0,1695.781,0,0,0,0,0,2525.26
13724,3,5,18677.87813,3983,1783,6088.154,20772.781,0,0,0,0,0,0,0,0,0,0,0,10704.384,0,0,0,0,0,0,0,260.387,0,0,0,0,0,0,0,0,0,0,9808.009
13725,1,2,22037.51576,6432,657,5160.032,17606.03,1524.765,150438.478,27222.219,123216.259,0,0,0,0,0,0,0,0,1633.88,0,982.959,171.889,45.12,593.267,0,7758.918,1187.686,209.543,0,0,317.821,1207.757,0,0,0,0,3497.191
13726,1,1,10743.81696,7643,433,5205.201,17760.144,0,0,0,0,0,0,0,0,0,0,0,0,1639.794,0,0,477.12,200.707,1138.793,228.272,974.268,345.51,2540.744,0,0,0,0,3209.438,0,0,0,7005.499
13727,1,1,41016.68796,4628,1296,4547.552,15516.246,0,0,0,0,0,0,0,0,0,0,1372.908,3318.429,810.244,997.487,492.788,672.041,117.766,1512.736,0,96.584,3805.074,218.531,0,0,824.224,0,0,0,0,0,1277.436
13728,4,10,9051.498414,1060,2307,12555,42839,618.758,60272.543,18334.09,41291.324,647.129,0,0,0,0,0,17851.437,0,3230.505,0,0,550.942,226.915,2314.07,328.903,8775.449,4628.999,638.191,1074.261,0,198.278,0,0,1030.472,128.564,0,1860.673
13729,3,5,41791.40957,3176,1884,5407.625,18450.816,317.381,32568.489,14218.879,1144.002,0,0,0,0,17205.608,5797.907,2543.404,0,2002.833,0,252.47,653.348,85.836,1107.37,317.129,2089.732,858.828,104.407,116.599,0,0,0,0,0,0,0,2520.953
13730,4,10,36223.56035,857,1207,4059,13850,72.733,7427.349,6247.001,1180.347,0,0,0,0,0,0,973.474,0,2198.317,0,0,230.573,0,0,127.807,7638.687,420.567,9.403,0,0,0,0,603.242,0,0,0,1647.239
13731,2,3,12017.21633,4943,1173,9800.188,33438.24,631.56,62836.186,0,62836.186,0,0,0,0,0,0,3344.664,10454.986,1950.613,0,1532.737,508.766,299.244,2793.683,428.787,2644.92,1947.635,735.053,157.219,0,2266.431,2364.305,0,0,0,0,2009.196
13732,4,10,12526.75944,4069,430,5773.994,19700.867,0,0,0,0,0,0,0,0,0,4068.572,0,8576.849,1773.402,0,34.288,491.994,48.668,564.522,0,389.18,1434.675,66.727,0,0,1029.283,0,0,0,0,0,1222.708
13733,4,9,10058.37255,729,4901,25981.591,88649.189,0,0,0,0,0,0,0,0,0,5601.739,37551.929,8832.5,3541.814,2774.398,975.891,688.097,202.322,4071.035,433.228,6945.104,2426.748,111.755,2406.286,0,2584.385,0,0,5652.209,0,0,3849.748
13734,2,3,20062.00489,6680,516,12359.057,42169.103,534.771,54084.007,0,54084.007,0,0,0,0,0,9145.769,1871.664,14717.367,2636.092,0,934.35,135.176,346.427,4397.199,0,981.487,2116.145,1259.655,0,0,597.928,0,0,0,0,0,3029.844
13735,3,5,41304.30888,476,3519,13750.232,46915.793,0,0,0,0,0,0,0,0,0,2794.537,12435.03,6202.178,5669.717,1658.406,1579.552,234.953,265.91,2709.787,0,1666.862,8439.469,0,587.845,0,493.92,0,0,0,0,0,2177.627
13736,2,3,24080.83934,6682,679,7329.98,25009.893,742.687,73129.093,10172.751,62956.342,0,0,0,0,0,0,7643.86,0,1047.577,2005.127,671.703,360.628,111.994,1269.361,137.529,1879.771,1328.561,0,399.804,0,2004.302,0,0,0,0,0,6149.676
13737,2,3,38280.60052,5473,1137,6729.121,22959.761,1134.168,113803.285,10172.061,101598.415,2032.809,0,0,0,0,7795.091,4859.896,0,833.24,2459.329,0,203.142,0,0,0,1512.676,1369.774,985.735,232.918,0,0,0,0,0,0,0,2707.959
13738,4,10,21435.28556,2292,1680,8489.862,28967.41,301.667,31000.486,14709.881,10620.789,4300.216,1369.599,0,0,0,5374.765,8156.858,0,3393.919,0,0,847.264,131.09,0,0,5805.623,865.475,592.272,502.25,0,913.039,0,0,0,0,0,2384.856
13739,2,3,34340.93604,5726,995,8016.735,27353.101,236.233,23619.561,15828.123,7791.438,0,0,0,0,0,4689.515,928.974,0,941.756,4257.439,786.346,699.116,0,0,0,1214.111,3536.144,131.004,0,0,159.574,0,0,0,0,0,10009.122
13740,2,3,34411.13473,5925,747,8095.41,27621.538,0,0,0,0,0,0,0,0,0,1862.039,1850.778,4221.257,808.689,878.1,1515.806,2148.853,148.727,1909.222,0,3073.271,5612.425,1204.859,0,0,151.573,0,0,0,0,0,2235.939
13741,4,10,11824.13989,2012,1567,3598.642,12278.567,97.911,10088.162,7432.989,2655.173,0,0,0,0,0,0,1154.868,0,1685.111,0,70.034,302.747,0,0,129.755,436.838,5880.348,55.409,47.809,0,0,0,0,0,0,0,2515.65
13742,1,2,46861.97767,4470,1617,9878,33704,229.293,23600.778,20832.143,0,2768.635,0,0,0,0,18209.336,3261.336,0,1953.667,0,0,496.391,69.107,0,0,3481.025,3790.039,64.214,0,0,0,0,0,0,0,0,2378.618
13743,4,10,23954.90648,1986,477,7883,26897,0,0,0,0,0,0,0,0,0,0,383.441,20062.052,3060.707,0,0,55.964,0,0,0,1168.549,929.309,0,0,0,0,0,0,0,0,0,1236.778
13744,4,10,1452.210186,4812,198,6744.526,23012.324,0,0,0,0,0,0,0,0,0,0,0,11653.892,2584.268,0,1077.723,237.792,55.68,1138.107,227.539,959.124,707.723,0,0,0,59.024,0,0,3102.833,0,0,1208.618
13745,3,5,19803.42758,3996,1753,5347,18244,495.761,52623.128,15923.658,36193.082,506.389,0,0,0,0,0,7730.695,0,1529.395,0,0,201.335,117.881,1215.911,0,1394.559,3742.619,272.165,0,0,0,0,0,0,0,0,2039.397
13746,4,10,17860.69419,3512,695,7562.116,25801.941,379.473,38489.396,35532.114,0,0,2957.282,0,0,0,0,4152.661,0,3608.543,1607.542,2446.49,349.388,273.548,0,439.412,3915.627,3665.868,0,237.017,0,1360.154,0,0,0,0,0,3745.691
13747,3,6,11472.69037,1365,2888,33665.774,114867.622,0,0,0,0,0,0,0,0,0,40748.661,32856.908,16205.574,2762.824,1018.986,1803.854,483.695,58.361,1190.137,329.36,6775.103,1741.575,0,1805.714,0,1403.871,0,0,3361.896,0,0,2321.101
13748,4,10,16100.20304,2506,1995,5610,19141,354.384,33179.104,24022.004,4788.618,2085.076,2283.406,0,0,0,0,973.679,0,1467.215,0,0,483.416,209.865,0,219.787,3526.322,2706.081,63.678,44.052,4117.96,0,0,0,0,0,0,5329.261
13749,2,3,27925.27861,5592,1001,5119.946,17469.255,523.176,54158.561,10874.373,41340.86,1943.328,0,0,0,0,0,1519.4,0,4300.846,0,0,113.035,170.954,3446.492,230.9,4675.697,1341.76,403.911,55.692,0,0,0,0,0,0,0,1210.568
13750,3,5,12712.99726,1408,2718,29817.916,101738.729,0,0,0,0,0,0,0,0,0,11065.737,16916.246,14151.387,5039.719,1282.507,834.623,725.663,88.378,1790.966,231.728,747.896,5887.792,222.9,1036.382,0,306.537,0,0,16639.303,0,0,24770.966
13751,3,7,25803.92269,1438,2757,18861.259,64354.617,1340.288,138230.934,10988.93,109025.272,0,0,0,0,18216.732,0,38782.729,0,2577.852,0,1040.122,203.95,139.389,2813.13,327.655,7834.851,2093.821,1128.737,3374.208,0,1632.187,0,0,0,0,0,2405.986
13752,3,7,13765.16033,1376,3444,19339.118,65985.069,559.175,56357.252,0,47754.106,8603.146,0,0,0,0,0,14126.643,17846.379,1000.26,2852.695,0,345.267,298.867,6001.581,0,7513.76,6229.793,379.472,703.558,0,619.88,0,0,3299.923,0,0,4766.992
13753,3,6,25196.41463,3701,1153,7734.487,26390.068,0,0,0,0,0,0,0,0,0,2091.739,1842.752,5065.385,2519.081,0,235.338,65.148,364.532,4630.242,318.238,3232.728,1170.032,59.02,87.365,0,1073.03,1545.457,807.96,0,0,0,1282.023
13754,2,3,21037.56285,6422,616,4592.743,15670.439,867.491,88031.516,22653.059,60073.689,774.384,4530.384,0,0,0,0,0,0,1413.8,0,0,97.959,399.444,0,0,2836.389,5997.415,1321.075,0,0,0,0,0,0,0,0,3604.356
13755,3,5,19185.30271,372,4346,9436.584,32197.625,0,0,0,0,0,0,0,0,0,3751.865,16434.858,3784.42,2270.385,1499.605,132.143,195.971,98.94,0,0,445.049,948.168,50.577,672.953,0,0,0,0,0,0,0,1912.691
13756,3,7,23223.77034,3215,2093,7173.698,24476.658,453.868,45489.47,8132.327,34327.542,3029.601,0,0,0,0,0,6603.345,0,2605.166,0,0,205.564,56.762,1159.767,109.037,5899.93,2887.881,500.312,309.37,0,1799.383,0,647.631,0,0,0,1692.51
13757,3,5,22511.57846,519,3789,11087.93,37832.018,0,0,0,0,0,0,0,0,0,1863.325,14813.629,3895.701,3424.94,904.911,823.653,474.387,43.699,575.529,107.005,1228.983,1382.774,43.04,698.444,0,236.661,0,0,4057.305,0,0,3258.033
13758,3,5,29467.74691,368,4273,6929.832,23644.588,0,0,0,0,0,0,0,0,0,2269.096,8669.17,3570.802,3786.76,0,636.088,0,158.408,1623.793,320.169,1052.834,0,0,470.62,0,165.775,0,0,0,0,0,921.074
13759,3,6,16807.14546,2726,2118,24325.055,82997.087,0,0,0,0,0,0,0,0,0,23927.754,13222.234,0,6397.162,1575.423,0,249.117,220.968,4440.811,784.742,14557.204,3658.074,456.797,697.022,0,3048.643,0,0,5245.98,0,0,4515.158
13760,1,2,36029.26667,4646,1432,3709.425,12656.559,0,0,0,0,0,0,0,0,0,0,424.62,2160.949,2092.81,0,534.764,200.549,123.63,1405.634,264.064,297.679,2765.692,35.061,0,0,198.063,378.668,0,0,0,0,1774.376
13761,3,6,26749.02531,3792,1283,18865.431,64368.852,17.191,1644.413,0,1644.413,0,0,0,0,0,18880.979,2815.124,21498.908,2607.978,0,255.268,415.899,189.873,2415.402,234.666,8031.528,2822.815,369.167,140.659,0,1749.754,0,0,0,0,0,1940.832
13762,3,6,17574.95004,1326,3142,18221.846,62172.938,0,0,0,0,0,0,0,0,0,16424.268,15999.592,8398.206,3966.827,1709.722,404.207,714.106,165.85,1698.383,214.771,2528.459,5080.361,239.165,823.45,0,0,0,0,0,0,0,3805.57
13763,3,6,14274.46962,3139,1922,10328.295,35240.141,170.452,17750.956,0,17750.956,0,0,0,0,0,0,7409.953,8554.664,2687.093,0,930.958,230.294,155.172,1990.379,311.251,4603.547,2543.324,548.216,312.731,0,788.256,0,0,0,0,0,4174.303
13764,4,9,8307.19466,1075,3729,16578,56563,0,0,0,0,0,0,0,0,0,7605.505,20842.642,8320.896,1878.558,1477.43,615.225,237.97,221.818,2263.19,327.344,3893.014,1818.831,150.374,1334.351,0,231.886,0,0,0,783.068,2803.518,1758.518
13765,2,4,22218.19722,4549,1361,3677.159,12546.465,405.75,39739.655,8392.607,30494.32,852.729,0,0,0,0,609.35,1975.886,0,1789.524,0,0,97.403,98.135,1015.953,199.272,2853.91,1472.149,374.082,95.963,0,45.257,0,0,0,0,0,1919.581
13766,3,6,24178.19329,3725,1928,1120.387,3822.761,200.129,20146.39,3093.49,17052.9,0,0,0,0,0,0,490.942,0,758.452,0,143.04,239.732,34.183,441.019,0,200.709,805.032,44.529,28.886,0,0,0,0,0,0,0,636.235
13767,4,10,11505.42668,781,1756,6514.733,22228.27,114.099,11573.851,11573.851,0,0,0,0,0,0,0,0,0,3062.84,0,389.096,1475.644,146.014,1868.068,0,2469.034,4914.333,0,0,0,154.067,0,0,0,0,0,7749.175
13768,1,2,29546.09015,5378,1014,10224.806,34887.039,1041.386,107054.67,31101.007,68526.889,4191.946,3234.828,0,0,0,12046.621,3382.88,0,3061.555,0,0,1630.818,382.036,0,916.254,3356.13,3823.071,1375.344,0,0,1025.274,588.312,234.468,0,0,0,3064.278
13769,4,9,21658.49972,1708,3683,9659.006,32956.529,0,0,0,0,0,0,0,0,0,2151.879,5058.251,14639.245,1622.452,0,1288.774,1648.857,0,0,0,1122.437,4160.816,35.363,226.546,0,0,0,0,0,0,0,1001.908
13770,3,7,16264.79803,3952,1252,10849,37016.788,613.706,62572.004,14915.017,47656.987,0,0,0,0,0,0,9660.833,0,1926.113,2936.654,3099.337,759.811,339.513,3453.653,821.022,534.619,6122.724,1277.086,451.332,0,922.599,0,0,0,0,0,4711.493
13771,2,3,23526.01013,5330,991,7016.658,23940.836,890.752,88729.188,0,86972.893,1756.295,0,0,0,0,0,2951.31,10636.062,1730.037,0,0,325.179,0,0,0,768.484,4761.518,1092.812,128.938,0,0,0,0,0,0,0,1546.496
13772,3,7,20082.29588,3048,2655,12327.165,42060.289,0,0,0,0,0,0,0,0,0,0,21464.31,0,3507.7,0,987.283,696.111,283.135,0,775.321,1993.54,2446.441,1545.299,1310.388,0,3744.483,0,0,0,0,0,3306.277
13773,1,2,22315.71862,5568,883,8985.9,30659.891,1067.916,111511.437,16119.688,91157.769,4233.98,0,0,0,0,0,9065.661,0,2449.482,926.689,0,172.988,104.532,1184.762,221.504,5234.73,2133.689,277.544,473.415,0,0,4216.337,0,0,0,0,4198.56
13774,4,10,14449.18589,2494,2043,5455.538,18614.296,445.513,41714.159,19639.523,15331.251,4032.779,2710.606,0,0,0,0,11371.588,0,1639.601,0,0,681.347,298.814,0,0,227.9,2110.781,806.112,608.495,0,0,0,0,0,0,0,869.658
13775,4,10,30490.49444,2026,430,2066.2,7049.874,505.897,52021.603,26120.537,25321.08,579.986,0,0,0,0,0,0,0,1539.852,0,0,587.201,110.844,1249.951,0,894.932,1258.789,0,0,0,91.454,0,0,0,0,0,1316.852
13776,4,10,8468.748634,3921,525,9220.417,31460.064,0,0,0,0,0,0,0,0,0,0,842.163,13025.984,2961.532,3001.112,761.152,137.136,156.532,1760.95,0,3239.495,323.832,0,0,0,0,0,0,0,0,0,5250.177
13777,2,3,16951.12601,7079,376,5278.65,18010.755,749.171,74447.135,27048.057,44292.224,970.739,2136.114,0,0,0,0,1453.666,0,2386.309,1508.601,0,336.444,135.941,0,224.517,5979.978,523.228,1089.521,75.12,0,578.036,0,0,0,0,0,3719.394
13778,1,2,15028.58682,5365,1025,27353.478,93330.068,0,0,0,0,0,0,0,0,0,45289.258,6927.795,19416.358,2973.351,0,552.394,202.732,109.585,2217.3,127.973,2638.488,5924.353,1034.03,422.195,0,1074.985,0,0,0,0,0,4419.271
13779,4,8,9702.414685,4269,1518,12890.672,43982.971,750.652,66844.889,28989.009,37855.879,0,0,0,0,0,0,7483.269,0,5435.57,1678.064,925.858,662.763,767.041,7772.546,314.595,8557.783,5206.585,1489.061,473.432,0,1301.396,0,0,0,0,0,1915.009
13780,2,4,34977.11094,3759,1365,22404,76442.448,0,0,0,0,0,0,0,0,0,30492.571,3501.761,23187.206,1499.334,0,899.488,867.73,291.539,3698.818,554.656,676.575,4375.628,372.423,107.538,0,672.83,0,0,0,0,0,5244.352
13781,3,5,13535.91346,383,4307,22853.672,77976.728,0,0,0,0,0,0,0,0,0,7720.739,30518.884,9606.87,7150.525,0,685.958,169.029,130.696,1673.671,0,4500.823,1610.966,165.478,2220.256,0,2028.519,0,0,7986.828,0,0,1807.488
13782,1,1,15901.6066,6831,514,5739.12,19581.879,0,0,0,0,0,0,0,0,0,0,1201.362,2277.949,2485.096,0,1517.252,222.026,233.45,2980.421,294.853,1642.426,1959.448,913.583,0,0,470.297,0,0,0,0,0,3383.717
13783,2,3,18759.13954,6104,754,11752.069,40098.06,0,0,0,0,0,0,0,0,0,0,4717.731,0,4456.745,0,423.822,170.219,167.979,3386.356,526.94,4242.202,1513.822,2634.498,254.853,0,1320.275,7353.975,0,0,0,0,8928.645
13784,3,5,19207.34355,2671,1903,9344.011,31881.764,525.73,51572.81,16695.362,30816.604,4060.844,0,0,0,0,8625.238,9149.383,0,2415.108,826.838,0,688.428,153.64,1731.565,326.086,1012.418,1638.017,570.231,487.594,0,0,0,1324.808,0,0,0,2932.409
13785,1,2,36711.61258,5508,906,2094.716,7147.171,1275.332,132835.291,9596.04,123239.251,0,0,0,0,0,0,617.091,0,1499.519,0,465.309,633.11,74.794,496.052,0,823.908,1199.783,101.324,0,0,220.362,0,0,0,0,0,1015.919
13786,1,2,26759.91604,4762,1267,8860.9,30233.391,0,0,0,0,0,0,0,0,0,0,2333.83,10185.237,3699.997,4350.497,0,337.78,161.801,1658.107,0,512.098,420.263,1067.289,0,0,718.792,0,1136.569,0,0,0,3651.129
13787,1,2,29491.56972,5427,970,9156.464,31241.854,0,0,0,0,0,0,0,0,0,2452.023,2010.947,10956.336,1829.3,0,820.07,128.694,124.842,1601.704,415.855,3113.25,4648.151,79.776,98.176,0,283.917,0,0,0,0,0,2678.814
13788,4,10,16259.62291,2039,1463,8799,30022,509.977,52643.308,19571.638,30800.362,2271.308,0,0,0,0,0,5766.959,0,2829.8,0,806.969,1018.335,99.634,1130.481,523.875,14133.592,568.088,538.499,313.013,0,59.475,0,0,0,0,0,2233.461
13789,3,5,10279.92508,3328,1476,14639.818,49951.06,0,0,0,0,0,0,0,0,0,24634.217,6580.504,8687.565,1623.175,0,228.369,325.302,86.875,1120.603,213.548,1270.365,3689.165,450.241,323.51,0,58.347,0,0,0,0,0,659.273
13790,3,6,23612.6329,2776,1994,12091.825,41257.307,0,0,0,0,0,0,0,0,0,13141.003,9281.674,7089.153,2436.862,0,735.553,140.961,0,0,0,964.706,2416.614,0,0,0,2011.706,0,0,0,0,0,3039.075
13791,2,3,30477.07562,5916,709,10028,34216,0,0,0,0,0,0,0,0,0,0,4553.665,16379.412,1996.614,0,976.607,0,139.554,2816.412,424.917,142.731,945.428,1979.083,241.931,0,912.355,0,0,0,0,0,2706.825
13792,4,10,17858.07434,1967,307,7407,25274,773.663,79814.105,38970.733,32011.542,6461.353,2370.478,0,0,0,0,0,0,1655.045,0,0,506.054,217.048,0,715.548,3332.777,334.741,367.039,0,0,58.594,0,0,0,1483.759,5294.649,11307.436
13793,4,10,15081.85874,2876,366,8576.6,29263.359,325.825,33605.702,16020.185,14256.221,1953.92,1375.375,0,0,0,0,1099.76,0,3490.023,0,0,432.546,224.691,0,231.768,907.005,8927.101,383.608,47.572,0,1628.721,0,336.268,0,0,0,11554.296
13794,4,9,8304.426721,3877,1385,8103.861,27650.373,815.609,68865.571,0,66582.876,0,2282.695,0,0,0,0,5935.435,9204.713,2313.067,0,1197.192,708.231,270.343,0,127.833,3944.789,559.589,1280.602,339.66,0,57.976,0,0,0,0,0,1710.944
13795,2,3,18019.66824,6059,768,5588.882,19069.267,689,69252.17,0,69252.17,0,0,0,0,0,0,960.612,3310.204,1457.886,0,553.741,313.696,78.233,1013.276,216.348,2111.21,3013.407,470.279,44.52,0,568.047,2225.447,579.913,0,0,0,2152.446
13796,2,4,18698.74,3679,1518,10126.71,34552.333,0,0,0,0,0,0,0,0,0,8371.171,3594.844,8094.314,1835.148,0,1236.185,1662.993,210.916,2155.376,0,3032.306,1095.649,150.535,161.388,0,208.519,0,0,0,0,0,2742.991
13797,3,5,26552.19332,2885,2132,38026.935,129747.904,0,0,0,0,0,0,0,0,0,20892.738,4934.029,11726.284,3359.749,6891.169,1035.62,427.362,172.343,1762.135,0,6163.449,13946.841,272.547,0,0,1708.953,0,0,0,0,0,56454.685
13798,4,10,19131.21149,2230,1837,5421.538,18498.286,285.941,29366.494,16990.379,5644.074,6732.041,0,0,0,0,0,2034.544,0,2107.614,0,0,0,0,0,430.347,1037.476,2683.365,155.084,103.364,0,0,2810.028,1657.677,0,0,0,5478.789
