Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Light Use (Estimated) in Thousands of BTU 
1993,2,3,0,5,12605,717,6775,3072,10481,689,70848,0,38144,0,26421,7793,6283,0,2688,2607,0,0,0,996
1993,3,6,0,1,12159,1306,4301,16668,56871,0,0,1469,0,11222,0,24458,0,14171,5551,0,3020,0,3314,8107
1993,2,3,0,2,23573,883,6397,6919,23608,2302,236646,0,209596,0,27050,16981,0,2757,3870,0,806,915,2300,4067
1993,3,5,0,2,20679,2242,2615,25758,87886,822,84502,0,60936,0,18723,46121,4843,26306,15459,7226,1269,3000,3622,8408
1993,3,7,3,5,20735,2881,1370,4715,16089,238,24462,3853,0,0,24462,5435,0,3243,3558,0,1793,0,0,614
1993,3,5,0,2,9942,1570,3569,13330,45482,473,48624,0,48624,19436,0,20722,0,0,5324,0,2244,0,0,4338
1993,2,3,0,2,17097,952,5710,8208,28006,0,0,0,0,0,0,22728,0,0,5278,0,1109,517,2523,4440
1993,4,9,0,2,13207,76,5142,9793,33414,982,100950,0,75394,0,25556,29006,0,0,4408,5221,1647,767,3746,6871
1993,3,7,3,2,19645,2711,1585,31930,108945,0,0,20635,0,21209,0,37929,0,19384,9788,0,7504,0,4293,7043
1993,3,5,0,1,3874,2017,2954,14086,48061,0,0,16036,0,3895,0,14652,0,9367,4111,3261,994,463,2261,2266
1993,4,9,2,4,14423,1208,910,5367,18312,588,60403,0,24399,0,26209,9981,9795,3745,4586,0,0,0,0,1988
1993,3,7,0,2,19310,2403,2083,5152,17579,484,49755,0,36073,0,10006,9502,3676,4594,3483,3709,0,0,1857,434
1993,1,2,1,5,13670,1092,4980,4311,14709,21,2159,0,0,0,0,11383,2159,0,3326,0,0,0,1792,2675
1993,1,1,0,2,9348,436,6846,7501,25593,0,0,1406,0,0,0,19947,0,771,3469,0,1360,518,3171,4808
1993,3,7,0,2,6961,2541,1825,25317,86382,0,0,18707,0,11620,0,28298,0,18241,9516,4301,1571,731,3573,6571
1993,2,4,0,2,4481,1219,5530,57200,195166,0,0,50599,0,27216,0,79170,0,26470,11711,0,2126,3180,8787,6729
1993,2,3,0,5,21898,998,5521,3289,11222,299,30737,0,16300,0,11591,5788,2846,2549,2885,0,0,0,0,2402
1993,1,1,0,2,3283,581,6015,5580,19039,0,0,0,0,0,0,16822,0,0,2217,1856,750,247,2007,1885
1993,3,6,0,5,12802,1455,4526,6464,22055,0,0,0,0,3938,0,7169,0,4582,6366,0,920,0,0,2501
1993,2,3,0,5,27999,787,6223,1478,5043,585,60127,0,47074,0,13053,3560,0,321,1162,0,323,0,0,1625
1993,4,8,0,1,6969,1339,3235,5173,17652,432,44405,0,37262,5599,0,5578,7143,3250,3225,1470,0,0,0,1716
1993,4,9,2,2,19571,1267,1232,6918,23604,103,10588,0,0,0,10588,15871,0,0,7733,5276,660,434,2665,1123
1993,1,2,1,5,21891,1216,4925,1420,4845,557,57233,0,24687,0,25454,3516,7092,0,1329,0,0,0,0,907
1993,2,3,0,2,7587,467,7904,5088,17360,1497,153892,0,110851,0,43041,14510,0,0,2850,2285,1117,425,2074,1669
1993,2,4,0,2,9910,413,8751,9195,31373,0,0,0,0,6164,0,17300,0,1794,6115,2273,0,0,2457,4166
1993,4,8,0,2,14582,1834,2933,3232,11028,580,59624,0,41146,0,17879,8106,599,0,2922,0,980,0,0,996
1993,1,2,0,2,5016,909,6099,2606,8892,1384,142275,0,127835,0,14440,5958,0,570,2364,0,401,264,1289,483
1993,2,4,0,2,18604,341,8365,7134,24342,0,0,14934,0,2013,0,5918,0,489,988,1248,743,0,1125,730
1993,3,6,0,2,9382,1388,4564,6649,22686,1172,120482,0,106989,0,12799,12622,694,1971,8093,0,1079,0,0,5644
1993,2,3,0,2,7587,498,7787,5859,19991,782,80390,0,58889,0,21501,17442,0,0,2549,1851,2103,326,1998,2663
1993,1,2,1,2,20321,639,6821,6555,22365,759,78036,0,61573,0,11756,15544,4707,0,6821,0,0,0,0,2276
1993,3,7,3,2,16557,2963,1591,24672,84181,0,0,13253,0,12379,0,30329,0,24230,3990,0,1383,2068,5713,8400
1993,3,7,0,2,9829,2163,3354,7912,26996,1828,187918,0,120900,0,52069,18356,14949,0,8640,3891,0,0,0,2720
1993,2,4,0,2,16528,1564,4905,10074,34372,1457,149780,0,113831,0,28114,18808,7835,11766,3798,6040,0,615,0,1320
1993,3,6,0,2,7630,2056,2982,4171,14231,884,90875,0,66248,0,18399,8498,6228,3110,2623,2470,0,0,1626,1021
1993,2,3,0,2,4156,1175,5334,4966,16944,606,62297,0,39112,0,18615,8691,4570,5756,2497,0,0,321,1569,1315
1993,3,5,0,5,21835,2628,2444,7007,23908,272,27962,0,14063,0,13899,12280,0,8012,3616,0,591,389,1901,3292
1993,3,5,0,1,5255,2187,2537,4577,15617,0,0,770,0,2677,0,2586,0,7779,1805,0,430,0,0,812
1993,4,9,2,4,10406,865,2018,7521,25660,354,36363,7756,0,0,36363,14987,0,0,2917,0,2007,0,2203,3494
1993,2,3,0,2,7817,650,6782,8241,28118,1515,155742,0,109668,0,46074,17717,0,7027,3374,0,2420,335,1638,4556
1993,2,3,0,5,21292,712,6561,4162,14199,815,83778,0,59510,0,17523,8211,6745,2076,3912,0,0,0,0,2119
1993,3,5,4,4,7003,2550,1363,12357,42162,0,0,11161,0,4891,0,15634,0,7257,3219,0,2146,470,2297,3227
1993,3,6,0,2,12570,2821,1460,11794,40241,497,51092,1099,26375,0,18796,25134,5921,9888,4120,3543,1228,404,2478,4377
1993,4,9,2,1,21095,296,4963,4109,14020,869,89295,1075,49783,0,30955,9483,8557,0,3462,0,0,0,0,1800
1993,1,1,0,2,3711,630,6763,11921,40674,2215,227702,0,130791,0,70805,31257,26106,5152,4265,0,0,593,0,6346
1993,1,2,0,2,25801,595,6407,5248,17906,1462,150294,0,150294,5642,0,9319,0,0,2945,0,648,0,1850,1794
1993,2,4,0,2,16528,1115,5897,8557,29199,1094,112476,0,72442,0,31272,13674,8762,9384,6141,0,0,0,0,3179
1993,3,5,4,2,27856,2656,1224,18340,62576,0,0,13780,0,4170,0,19156,0,17142,8328,6070,661,436,2126,4247
1993,2,4,0,5,11808,475,8495,1465,4999,781,80268,0,52087,0,22972,3343,5209,0,1656,0,0,0,0,1193
1993,3,6,0,2,13012,1676,3843,32284,110153,0,0,35535,0,13273,0,37928,0,17111,6306,9891,1170,545,2660,7166
1993,3,6,0,2,6937,2103,2968,5083,17343,627,64456,0,34013,0,24015,14504,6428,0,2839,0,0,0,2677,2975
1993,4,9,2,5,22094,1407,1236,4840,16514,358,36802,2004,0,0,27551,8097,9251,4282,2131,0,0,0,0,3320
1993,3,6,0,2,11667,1167,4832,11158,38071,0,0,15422,0,7345,0,11845,0,0,3459,3149,991,0,0,1433
1993,1,1,0,2,9348,437,6840,9961,33987,0,0,0,0,10645,0,16432,0,3492,3418,2349,807,0,2304,3527
1993,3,5,0,2,25834,2071,2454,6668,22751,0,0,6713,0,1637,0,7035,0,4435,2931,0,264,174,850,858
1993,2,3,0,2,26021,836,6239,10685,36457,953,97968,1652,76297,0,21671,22311,0,4609,7885,3190,1305,608,2966,4988
1993,2,3,0,2,29499,537,7391,2805,9571,1522,156462,0,142810,0,13652,6603,0,393,2575,0,485,0,1561,954
1993,3,7,3,2,17851,1622,3946,6564,22396,1000,102800,0,61447,0,28293,11567,13060,6777,4052,3200,0,781,0,966
1993,2,3,0,2,23530,1002,5750,20461,69813,0,0,34681,0,6798,0,17256,0,5177,5901,0,913,0,2937,3775
1993,1,2,1,4,15298,775,6794,3421,11672,1004,103211,0,77354,0,25857,8970,0,0,2702,0,961,0,0,1896
1993,4,8,0,2,10840,4642,809,13190,45004,635,65278,0,34329,0,27611,26637,3338,13794,4573,0,2049,0,0,5394
1993,4,8,0,5,10262,71,8107,2489,8491,488,50149,1261,22193,0,22747,4946,5209,0,2284,0,0,0,0,1443
1993,3,5,0,2,5092,1721,3263,3397,11591,0,0,0,0,1804,0,4905,0,3763,1119,965,579,0,0,1388
1993,3,5,0,2,10056,1978,3401,9913,33823,519,53353,1336,32801,0,20552,21684,0,3839,6964,3589,3546,0,0,4007
1993,4,9,2,2,20523,361,2646,7431,25355,914,93911,0,67628,0,26283,23061,0,0,2294,0,1495,1073,2699,4483
1993,4,9,2,2,13130,142,7034,9651,32929,0,0,0,0,11187,0,18035,0,0,3707,2036,1141,0,2594,2163
1993,2,4,0,5,11741,1073,5837,18287,62395,0,0,21072,0,18497,0,15638,0,3559,3629,0,4672,0,0,2170
1993,3,5,0,5,11298,1953,4309,6307,21519,906,93168,0,36651,0,44548,17218,11969,0,4301,0,0,0,0,4426
1993,4,8,0,3,10481,35,9251,5910,20165,455,46774,0,46774,7862,0,10273,0,0,2030,0,1638,0,1797,2106
1993,3,6,0,2,16766,2610,1585,32757,111767,0,0,43120,0,10723,0,33334,0,15078,9512,10020,4102,0,0,5095
1993,2,3,0,2,17193,906,5917,6695,22843,377,38725,0,7815,0,30910,15818,0,3359,3666,3503,731,829,1661,2843
1993,4,9,2,2,21095,1469,832,8028,27392,593,60960,0,35579,0,25381,12776,0,6703,7913,0,1683,0,1470,4087
1993,1,1,0,2,7872,886,5743,3920,13375,1399,143817,0,118636,0,19799,9842,5382,1065,2468,0,0,0,0,3145
1993,1,2,1,4,24189,1309,4741,5310,18120,975,100228,0,73241,0,20750,10624,6237,2590,4906,0,0,0,0,3736
1993,2,3,0,2,23573,738,6587,9474,32325,1602,164686,0,110150,0,43087,20857,11449,4958,6510,0,0,0,0,5850
1993,1,1,0,2,7554,558,6058,2929,9994,0,0,0,0,0,0,6707,0,1180,2107,0,465,217,1058,1540
1993,3,6,0,3,19325,2202,3074,17695,60375,0,0,20203,0,7874,0,21561,0,5305,5432,4616,1058,493,2406,4116
1993,2,3,0,2,22924,907,5917,19315,65903,969,99613,1724,99613,10193,0,33404,0,9638,10944,4098,1362,634,3888,4109
1993,3,5,0,1,4990,833,4655,13778,47011,0,0,19026,0,8919,0,10991,0,3586,4489,0,920,0,2959,2047
1993,3,7,3,2,17851,1559,3977,8807,30049,1030,105884,0,69793,0,36091,24151,0,0,5898,0,1564,1256,4190,4713
1993,1,1,0,3,5222,924,6261,6620,22588,1102,113267,0,86441,0,26826,11384,0,8199,3005,0,840,391,1911,1887
1993,2,3,0,4,23420,898,5627,4459,15214,627,64463,0,40094,0,19679,11698,4690,0,3516,2008,0,2307,0,2464
1993,3,7,3,2,16557,2636,1704,23723,80943,0,0,15672,0,8452,0,37052,0,14694,5073,9373,2147,471,2298,4574
1993,3,7,0,2,4422,2528,2043,7438,25378,0,0,0,0,0,0,13078,0,8010,4290,0,0,639,3118,1603
1993,2,4,0,2,4481,1219,5527,26927,91875,2482,255150,0,164049,15937,0,50327,91101,19957,5654,0,1483,2862,3457,5392
1993,2,3,0,5,25401,804,6158,16310,55650,716,73575,0,40900,0,32675,39200,0,7232,9218,5835,2599,988,0,13768
1993,1,1,0,2,8539,640,6642,18406,62801,561,57671,0,57671,21127,0,32397,0,1507,7770,6009,2102,1948,3901,3040
1993,3,7,3,2,17624,2543,1767,20524,70028,0,0,7348,0,17338,0,27278,0,12811,5253,5995,2325,0,0,7590
1993,1,2,0,2,18333,937,5848,7209,24595,0,0,817,0,3900,0,12592,0,3554,3732,0,456,300,1468,3256
1993,3,5,0,2,11400,1869,3523,6731,22966,766,78745,2379,59524,0,19221,10189,0,2770,7628,0,1327,0,0,761
1993,1,2,0,3,29084,1012,5485,7513,25636,136,14026,16700,0,0,10584,5991,3442,590,2355,0,0,0,1474,1927
1993,3,6,0,2,16286,1213,4476,28604,97597,0,0,29593,0,19355,0,30762,0,11482,6405,0,4251,3346,5358,3137
1993,3,5,0,2,6537,1928,3457,7965,27177,672,69082,903,47699,0,21383,17787,0,6363,2124,3378,1855,0,2035,3510
1993,2,3,0,2,19637,750,6481,4714,16084,1865,191722,0,135607,0,41164,13023,14951,0,3061,0,0,0,0,3185
1993,3,6,0,2,3815,1480,4511,9365,31953,773,79464,0,58445,0,21019,21746,0,7956,2251,1792,1541,823,2070,3099
1993,2,3,0,2,4646,603,6631,25552,87183,0,0,42089,0,11669,0,18530,0,10319,4576,3887,1065,0,2420,1543
1993,3,5,4,2,9844,3478,524,23673,80772,0,0,10037,0,12132,0,31236,0,22093,5274,4912,1791,2680,3236,6483
1993,3,7,0,2,3902,2270,2125,17550,59881,366,37625,0,31082,12050,0,22585,6543,14811,10435,3877,0,0,3697,1240
1993,1,1,0,1,7554,501,7699,7518,25651,0,0,0,0,8440,0,15095,0,0,2116,2686,0,0,2070,1245
1993,4,9,2,1,10901,257,5193,3062,10448,660,67812,0,52706,0,10790,7517,4316,0,2931,0,0,0,0,3326
1993,2,3,0,1,19952,704,6828,8042,27439,838,86146,0,62956,0,18272,18205,4918,5199,4035,3201,0,0,3326,1651
1993,4,9,2,2,11658,672,2479,2714,9260,289,29709,0,19088,0,8348,5570,2273,0,3690,0,0,0,0,2869
1993,4,8,0,2,3742,573,5795,22456,76620,0,0,26609,0,15707,0,31832,0,0,2472,3224,1961,1574,3153,4910
1993,4,9,2,2,20792,1318,2648,8524,29084,427,43860,0,28705,0,15155,18264,0,4667,6153,4484,1170,363,2222,2748
1993,4,9,0,2,18447,219,4796,17498,59703,383,39372,29448,0,0,31224,24436,8148,2862,2957,2165,0,2227,3567,1843
1993,3,6,0,2,15573,1972,2798,9901,33782,1106,113697,0,78711,0,27350,16695,7636,13626,3461,3646,0,0,2409,4080
1993,1,1,0,3,12856,323,7692,7107,24249,0,0,0,0,0,0,19482,0,2079,2688,0,2585,977,2456,3699
1993,4,9,2,5,21181,335,4724,4435,15133,159,16380,7584,0,0,12344,5561,4036,0,1988,0,0,0,0,2486
1993,3,5,4,1,10030,3368,420,19601,66879,0,0,6792,0,11352,0,19745,0,23116,5874,0,1782,0,0,5165
1993,1,2,0,2,3606,926,5659,8537,29128,886,91081,0,65952,0,21839,17401,3290,3734,7993,0,2581,975,0,4127
1993,3,6,0,2,11083,1402,4223,15204,51876,1064,109379,1330,109379,4441,0,25877,0,7623,12605,3747,2232,0,2999,5215
1993,3,5,0,2,24401,1688,3330,20680,70560,662,68054,0,68054,13753,0,36948,0,16781,3078,5597,1297,0,4012,6535
1993,3,7,3,2,17814,2858,1424,9492,32387,762,78334,0,49134,0,21637,14186,7563,13540,4661,4444,0,0,0,4842
1993,4,9,2,1,23252,273,5100,3150,10748,685,70396,0,54824,0,11735,5526,3837,2232,2990,0,0,0,0,1787
1993,3,7,3,2,17851,2423,3017,16825,57407,932,95810,1152,49260,0,12593,33924,33957,9358,12973,0,1934,1033,2070,4748
1993,1,1,0,4,3862,713,5768,4380,14945,0,0,1373,0,0,0,10917,0,0,2655,0,766,0,2467,3573
1993,2,3,0,2,23952,993,5687,14399,49129,1879,193161,0,135016,0,56982,42438,1163,0,6691,0,7233,1121,0,13116
1993,3,6,0,2,16286,1490,4069,23268,79390,0,0,29091,0,11235,0,19619,0,13246,6199,3255,1442,548,2677,4229
1993,1,1,0,2,4063,481,6516,9381,32008,0,0,0,0,10697,0,15870,0,592,4849,0,1036,0,2416,3095
1993,3,5,0,2,12800,1267,4358,32513,110934,0,0,42514,0,14566,0,35594,0,14728,3532,4031,3906,0,2957,8219
1993,2,3,0,2,19952,976,6098,8898,30360,2056,211357,0,173789,0,36478,23289,1090,2496,4575,4466,2840,0,0,5637
1993,3,5,0,5,11723,1882,4343,7853,26794,0,0,6663,0,6025,0,7444,0,4013,2649,0,632,416,2034,1069
1993,1,2,1,2,3804,666,6752,6458,22035,971,99819,0,72303,0,27516,18837,0,0,3198,0,2058,1620,1956,5137
1993,3,6,0,2,4074,1204,4548,23533,80295,0,0,0,0,16985,0,41490,0,9790,12030,8671,1577,0,3183,6761
1993,4,8,0,5,3368,1841,2903,9512,32454,0,0,6427,0,7473,0,8330,0,6414,3810,0,938,436,0,3198
1993,1,2,1,5,7342,1305,4744,3736,12747,78,8018,0,0,0,0,9556,8018,943,2248,3300,0,0,0,1549
1993,4,8,0,2,11445,37,9050,11857,40456,0,0,0,0,13830,0,24115,0,0,2511,1549,2644,1699,2721,3738
1993,2,3,0,2,23573,1020,6206,10222,34877,1457,149780,0,120425,0,29355,19035,0,8452,7390,4130,1000,465,2275,4035
1993,1,2,0,2,21099,929,5868,5449,18592,1159,119145,0,98294,0,20139,8398,712,2763,7431,0,929,432,0,907
1993,1,2,0,2,16589,931,5876,5526,18855,1147,117912,1125,104095,0,13817,11581,0,1859,4290,0,1889,0,2022,1316
1993,2,3,0,3,8497,360,8751,16739,57113,1443,148340,0,106051,0,42289,46026,0,4338,6749,4264,3607,559,4545,9063
1993,1,1,0,2,9348,246,7957,7191,24536,0,0,1405,0,5388,0,15564,0,0,2179,2650,2358,0,2524,2075
1993,4,8,0,5,8811,3276,1313,7344,25058,0,0,2782,0,5754,0,4749,0,7689,4084,0,705,328,0,974
1993,2,4,0,2,9910,471,8510,8476,28920,0,0,0,0,0,0,23762,0,3274,1884,2879,979,2317,2229,3128
1993,4,8,0,4,11164,0,9009,4060,13853,791,81315,1152,81315,5618,0,4193,0,0,2890,0,643,0,0,1210
1993,3,6,0,2,13012,1242,4400,15938,54380,0,0,16790,0,6921,0,15150,0,7367,8152,0,983,0,2236,3876
1993,1,2,1,2,18140,913,5803,4571,15596,1077,110716,0,71815,0,28170,12608,10731,0,2988,0,0,2002,0,2310
1993,3,7,3,2,20189,3851,1502,14313,48836,0,0,0,0,12456,0,23705,0,3586,9089,0,0,0,4934,4672
1993,1,1,0,3,12782,1178,5155,4495,15337,1197,123052,0,87331,0,27947,9727,7774,2512,3098,0,0,0,1695,1964
1993,2,4,0,2,4481,1192,5652,6489,22140,1275,131037,0,93943,0,31005,11543,6089,3131,7466,0,590,275,0,2325
1993,3,5,4,2,7067,3217,540,10189,34765,0,0,4057,0,4909,0,16308,0,6834,2657,0,789,0,1794,3786
1993,2,4,0,2,4341,586,7073,8211,28016,651,66923,0,46811,0,20112,13125,0,2206,12685,0,1086,506,2472,1873
1993,4,9,2,5,7019,2135,584,2584,8817,147,15102,1544,0,0,15102,4850,0,841,1582,0,721,0,0,942
1993,2,4,0,2,15098,590,6928,9540,32550,1514,155639,0,123056,0,32583,29281,0,0,3269,1860,1119,899,2998,3677
1993,2,4,0,4,11932,1560,4911,5224,17824,1395,143406,0,85315,0,44939,7854,13152,6104,3866,0,0,0,0,2535
1993,2,3,0,2,19637,761,6322,10866,37075,1980,203544,1690,130224,0,54763,18484,18557,13507,3394,0,0,0,0,2597
1993,2,3,0,2,26021,643,6565,14077,48031,2410,247748,0,194872,0,52876,40566,0,0,7465,0,5218,0,11345,6101
1993,3,6,0,2,8511,1577,4456,13942,47570,1760,180928,0,107730,0,52190,24544,21008,15787,7239,0,0,0,0,8667
1993,4,9,2,5,16130,1328,2424,2734,9328,68,6990,0,4141,0,2849,5408,0,940,2980,0,524,0,0,2913
1993,1,1,0,2,9348,401,7108,7814,26661,0,0,0,0,0,0,22051,0,0,4610,0,0,0,4458,1556
1993,3,5,0,2,4674,1601,3430,15928,54346,0,0,1649,0,8271,0,28411,0,10867,5148,6009,922,607,2962,1996
1993,3,6,0,2,14790,2990,1432,31014,105820,0,0,23102,0,16308,0,38910,0,16460,11040,0,4071,3204,3869,3339
1993,2,4,0,3,7936,1659,4759,19232,65620,0,0,24806,0,7454,0,17671,0,10756,4933,4807,1037,0,3336,1371
1993,3,7,3,5,16132,3016,2334,12744,43483,0,0,7538,0,5623,0,11634,0,11566,7122,0,902,594,2901,1533
1993,1,2,0,3,10475,1628,4319,5758,19646,377,38756,0,0,0,28662,13293,10094,3431,2922,0,0,362,0,2426
1993,1,1,0,4,10851,905,5537,6033,20586,2004,206059,0,130437,0,58731,15047,16891,0,5539,0,0,0,0,3709
1993,1,2,1,2,11970,379,8278,14173,48358,0,0,3294,0,13155,0,28755,0,0,3154,2097,1165,1743,2104,2613
1993,1,2,1,3,21904,1219,4805,5686,19401,867,89128,0,51725,0,27831,13575,9572,1318,4508,0,0,991,0,2129
1993,4,8,0,2,11550,65,8595,7421,25320,760,78128,929,62728,0,15400,18821,0,660,4910,3648,1559,833,2095,4064
1993,2,4,0,2,7914,302,8325,12064,41162,0,0,0,0,14020,0,19352,0,1815,5975,4341,3632,0,0,3799
1993,1,2,0,2,16944,981,5995,28839,98399,0,0,38277,0,16280,0,32698,0,4392,6752,0,2010,662,4059,7747
1993,1,2,0,2,15625,1103,5449,8997,30698,1790,184012,0,143587,0,36125,20637,4300,4620,5441,4043,1219,567,0,3218
1993,3,5,0,5,7546,2074,2453,17001,58007,106,10897,0,10897,13148,0,25678,0,13536,5645,5139,3791,0,0,3405
1993,2,3,0,2,22619,682,6611,4118,14051,851,87483,0,66302,0,16922,8575,4259,2284,3192,0,0,0,1678,3147
1993,3,5,0,2,22741,1436,3784,21947,74883,0,0,26020,0,13312,0,20956,0,9406,5189,0,2803,615,4997,1674
1993,3,5,0,2,18806,1010,4745,19642,67019,0,0,0,0,0,0,37418,0,16375,13226,4914,999,659,3213,7429
1993,2,3,0,2,15412,1084,5540,8638,29473,1240,127472,0,95321,0,32151,20157,0,6092,3224,3675,1165,0,2715,2123
1993,2,3,0,2,20532,1211,5697,31042,105915,0,0,51500,0,8762,0,24843,0,15687,5123,3406,2607,1138,2278,3759
1993,4,8,0,5,16741,3338,1288,9757,33291,0,0,4313,0,7466,0,9405,0,9407,2700,0,1067,497,0,2422
1993,4,8,0,2,14091,3288,1308,11627,39671,0,0,8633,0,8696,0,17333,0,0,5009,0,1223,981,2469,3139
1993,3,6,0,2,3595,1521,3658,7410,25283,647,66512,0,49633,0,16879,12320,0,8162,4801,1490,1435,766,1535,1212
1993,1,2,0,2,21099,898,5971,9340,31868,1261,129631,0,94323,0,27781,17849,7527,10481,3538,3754,0,462,0,4806
1993,4,9,2,2,8993,781,2084,7790,26579,705,72474,0,49872,0,21844,19195,758,0,7384,0,1688,0,0,4537
1993,3,5,0,2,4778,2255,2835,8052,27473,1191,122435,0,76835,0,35800,16595,9800,5752,5126,0,0,978,3262,3673
1993,1,1,0,3,6735,870,5651,5168,17633,1605,165033,0,125777,0,31084,10709,8172,0,6924,0,0,0,0,3501
1993,1,2,0,2,12622,623,6505,6340,21632,0,0,0,0,0,0,17786,0,1960,1886,5474,942,0,2195,1611
1993,3,6,0,1,5011,1004,4615,28074,95788,0,0,41802,0,13146,0,28229,0,7018,5593,0,1906,0,6127,9707
1993,1,1,0,2,8539,624,6789,10568,36058,439,45129,1075,0,0,34207,22978,10922,3847,8158,0,0,395,0,4560
1993,4,9,2,2,8993,724,2130,6108,20840,539,55409,1371,31782,0,18456,14963,5171,0,4506,0,0,0,3092,2834
1993,4,8,0,5,27679,674,5970,3023,10314,641,65921,0,48003,0,17918,7071,0,847,2396,0,696,459,0,1746
1993,1,1,0,4,12759,780,6215,5463,18639,92,9464,0,0,0,0,14947,9464,0,3692,0,0,0,1907,4936
1993,3,6,0,4,9662,1941,3016,2498,8522,1011,103920,0,68556,0,27896,4827,7468,1963,1732,0,0,0,0,1500
1993,3,6,0,2,13012,1601,4060,18045,61570,0,0,21193,0,8764,0,20496,0,6766,4351,0,1110,1028,2588,3777
1993,3,5,0,2,6967,1213,4579,22578,77036,0,0,1950,0,0,0,32825,0,22136,20125,0,1541,1749,3503,6083
1993,2,4,0,5,18413,1331,5262,2538,8659,583,59956,0,34118,0,20672,3663,5166,3294,1702,0,0,0,0,1173
1993,2,4,0,2,16528,1371,4987,16644,56789,2340,240552,1858,212148,0,28404,22361,0,18636,13934,0,3117,1666,3335,5717
1993,2,4,0,2,16381,340,8536,10720,36577,963,98996,0,66799,0,26062,29947,6135,2357,4273,0,0,0,5263,5671
1993,3,7,3,2,17814,3241,1564,6002,20479,485,49858,0,34987,0,10633,11221,4238,0,9258,3157,0,0,1879,1506
1993,4,8,0,2,14125,4623,813,22939,78268,0,0,8977,0,11864,0,27461,0,22655,7311,0,2936,1887,3021,3650
1993,2,3,0,2,17964,308,7358,14005,47785,0,0,4110,0,13314,0,25331,0,1326,3704,1552,2763,1044,2626,2727
1993,3,5,0,2,20031,795,5976,8104,27651,968,99510,0,67642,0,25589,17717,6279,1000,8934,3128,0,0,2725,1262
1993,2,3,0,2,23573,659,6749,11626,39668,2745,282186,0,227533,0,54653,31532,0,4797,3339,0,1777,1426,4757,8193
1993,3,6,0,2,11239,1236,4298,21180,72266,0,0,0,0,20151,0,35127,0,4342,12646,5359,2178,0,5217,6411
1993,4,9,2,5,8277,1618,2181,5618,19169,571,58664,0,16988,0,32670,11474,9006,4328,3367,0,0,0,0,2475
1993,2,3,0,4,14591,1033,5745,3654,12466,814,83659,0,49228,0,27671,9269,6760,0,3197,0,0,0,0,1973
1993,3,6,0,2,8494,1529,4483,7796,26600,1029,105781,0,70007,0,27974,17555,7800,6174,2871,0,0,0,3734,4881
1993,3,6,0,2,3815,1500,4499,13509,46093,894,91903,0,60314,0,27779,21389,3810,15566,9138,0,1383,2069,0,6143
1993,4,8,0,2,11550,75,7794,6910,23577,1053,108248,1163,84807,0,23441,20615,0,0,1799,0,2390,1042,3478,4541
1993,3,6,0,2,16286,1207,4526,34054,116192,0,0,23922,0,17960,0,52022,0,12657,9631,0,2017,1448,3642,5878
1993,2,4,0,4,18125,467,8529,14978,51105,0,0,22184,0,10035,0,15412,0,0,3474,4055,779,0,0,3823
1993,2,3,0,2,21512,520,7489,5441,18565,0,0,0,0,3274,0,10899,0,2048,2344,2541,593,0,1907,1218
1993,4,8,0,2,11445,120,9485,4802,16384,2026,208273,0,195726,4285,0,7581,12547,0,4518,1744,0,0,1685,866
1993,1,2,1,2,21631,627,6846,7709,26303,1771,182059,1760,152072,0,21951,18330,8036,1848,4365,0,0,0,0,8138
1993,3,7,3,2,4668,3147,1573,24209,82601,0,0,17733,0,10787,0,23412,0,24983,5686,0,1762,580,2834,5815
1993,1,2,1,5,7342,1358,4707,1576,5377,391,40162,0,13762,0,20904,3612,5496,475,1290,1399,0,0,0,431
1993,3,7,0,2,9204,2084,3732,12277,41889,1223,125724,0,108075,0,17649,26888,0,4600,10401,0,1316,0,4236,7113
1993,1,1,0,2,13499,1044,6108,3677,12546,0,0,0,0,0,0,9196,0,0,3350,0,747,0,1699,1560
1993,1,2,0,5,9896,923,5899,1179,4021,223,22930,0,15492,0,7438,2332,0,521,1168,0,425,0,0,420
1993,2,3,0,2,43142,762,6461,9904,33792,1526,156873,0,92671,0,47320,29178,16882,0,4614,5683,0,581,0,6458
1993,1,2,0,3,9316,1390,4660,2568,8762,655,67337,0,44247,0,18008,5810,5082,0,2952,0,0,0,0,1362
1993,3,5,4,2,24572,3266,981,11695,39903,0,0,13080,0,5319,0,11543,0,6796,3165,0,729,339,1657,1608
