Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
2001,1,2,1,2,14360,1251,4242,9667,32984,0,0,5016,0,0,3864,5354,0,1596,22170,0,0,0
2001,1,2,0,2,14604,704,5263,14636,49938,1862,191600,0,2122,4199,7300,1794,0,0,40844,59068,27071,105461
2001,1,2,0,2,18255,704,5263,6216,21209,664,68326,0,2332,0,5029,2148,0,1479,12553,2674,30252,35400
2001,1,2,0,2,20157,704,5263,4068,13880,943,97035,0,1702,0,3444,3664,0,0,6772,7793,15560,73682
2001,1,2,0,5,28587,1271,4398,2831,9659,418,43012,0,0,0,3018,1587,0,0,5054,6980,11949,24083
2001,1,2,0,4,28587,1271,4398,3305,11277,641,65959,0,0,0,3272,888,0,0,7117,5262,9006,51691
2001,2,3,0,5,19246,849,5936,2580,8802,482,49625,0,0,0,3352,0,0,0,5450,10096,17721,21808
2001,2,3,0,4,19246,849,5936,4135,14109,963,99093,0,0,0,3719,0,0,0,10390,8787,16940,73366
2001,2,3,0,4,19246,849,5936,4486,15306,1157,119055,0,0,0,4030,0,0,0,11276,8897,15618,94540
2001,2,3,0,2,24058,849,5936,13627,46495,2657,273405,0,0,0,11697,2634,0,0,32164,24430,48556,200419
2001,2,3,0,2,25662,849,5936,6975,23799,1500,154325,2417,0,1936,4541,0,0,0,19258,5003,17026,132296
2001,3,5,4,5,35887,4546,138,11531,39344,0,0,0,0,0,5470,17566,6169,1475,8664,0,0,0
2001,3,5,4,2,26994,4546,138,13860,47290,0,0,3619,0,4921,10126,0,8259,2246,26659,0,0,0
2001,4,8,0,5,14440,5161,1093,10863,37064,0,0,0,0,0,5872,15831,5540,3171,6650,0,0,0
2001,1,1,0,2,11108,777,5312,12500,42649,580,59715,4632,4017,0,5100,4172,0,0,33377,0,21174,38541
2001,1,1,0,2,16107,903,5053,8686,29637,0,0,3507,0,3423,6746,1472,0,0,21419,0,0,0
2001,1,2,1,2,17405,653,6217,14544,49624,0,0,2483,0,2920,1990,0,8870,21995,16769,0,0,0
2001,1,2,1,2,17405,653,6217,13266,45264,0,0,1906,0,0,3792,1343,9794,16833,13502,0,0,0
2001,1,2,1,2,18796,653,6217,6517,22236,981,100945,0,1398,0,2442,3437,0,0,16357,9103,18303,73539
2001,1,2,0,2,16860,714,5631,7272,24812,188,19345,2400,0,0,2922,1867,0,0,20023,4410,14935,0
2001,1,2,0,3,12645,714,5631,17111,58383,45,4631,0,0,2821,3504,2978,18625,0,33276,4631,0,0
2001,1,2,0,3,21465,714,5631,2657,9066,27,2778,809,0,840,1763,1467,0,0,5836,2778,0,0
2001,3,5,4,5,40312,4151,224,14248,48614,0,0,3761,3262,0,4024,15530,10132,849,18079,0,0,0
2001,3,5,0,2,25280,1356,3377,9951,33953,445,45791,3818,1532,0,5984,8305,0,0,19664,0,14308,31483
2001,1,2,1,2,13478,1251,4242,7847,26774,0,0,2039,0,5553,3546,0,5516,0,17712,0,0,0
2001,1,2,1,2,14414,1251,4242,8226,28067,0,0,0,0,0,3606,0,5775,13222,5464,0,0,0
2001,3,5,0,2,22951,1643,2932,12177,41548,0,0,3799,0,6971,8723,1322,7079,0,24424,0,0,0
2001,3,5,0,1,39672,1463,3241,23597,80513,0,0,4787,4152,0,5872,12665,14754,13407,33815,0,0,0
2001,3,5,0,2,22157,1025,4095,6946,23700,0,0,2185,1096,1143,2418,3030,4986,0,13266,0,0,0
2001,3,5,0,2,25566,1025,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,3,5,4,3,50871,3458,416,6861,23410,0,0,1745,0,0,3913,5269,3681,1101,9446,0,0,0
2001,1,1,0,4,10940,820,5247,10437,35611,0,0,0,0,0,2776,1887,6829,14571,9548,0,0,0
2001,1,1,0,4,12685,820,5247,9912,33821,212,21863,2709,1859,0,4376,1942,0,1474,26029,5947,15916,0
2001,4,8,0,5,13077,5161,1093,10684,36454,0,0,0,2766,0,4686,12732,7809,1940,9287,0,0,0
2001,4,8,0,1,19252,5161,1093,11192,38187,0,0,0,0,0,6225,6013,7962,7063,10924,0,0,0
2001,1,1,0,2,11412,903,5053,6164,21032,0,0,3092,0,0,3818,804,4074,1683,10653,0,0,0
2001,1,1,0,2,10336,903,5053,10176,34721,0,0,4727,0,2412,2655,0,10470,1504,20092,0,0,0
2001,3,5,4,2,22833,2628,1061,8733,29797,378,38896,2459,0,0,3397,11731,0,1003,13666,7128,17293,14475
2001,3,5,4,2,39144,2723,1010,8552,29181,400,41189,4860,530,0,3529,10775,0,0,14877,0,26125,15064
2001,3,6,0,2,29810,1315,3649,15900,54251,0,0,3910,0,3842,4056,5700,3824,18966,21705,0,0,0
2001,3,6,0,1,17999,1315,3649,17573,59959,0,0,3157,0,0,3676,10269,11535,12677,21802,0,0,0
2001,3,5,4,4,37844,3458,416,10687,36464,0,0,3613,1450,0,2729,12122,6302,1408,13903,0,0,0
2001,3,5,4,5,33640,3458,416,9195,31373,0,0,0,0,0,6875,3513,4853,3778,12354,0,0,0
2001,3,5,4,5,33640,3458,416,5677,19368,0,0,0,0,0,2568,6985,4374,1333,4108,0,0,0
2001,1,1,0,2,10940,761,6183,6521,22250,1118,115042,0,1201,2643,2094,2579,0,953,16624,4875,21672,88495
2001,1,1,0,4,12685,708,5939,5884,20077,674,69381,1956,0,0,3820,1819,0,0,14438,4908,13998,50475
2001,1,2,1,5,27244,1216,4298,8668,29576,169,17351,0,1302,0,6256,3884,0,10834,8602,6406,10945,0
2001,1,2,0,5,18474,1225,4148,5625,19192,134,13835,5266,0,0,3156,900,0,0,15136,13835,0,0
2001,1,2,0,3,20399,1225,4148,5989,20434,763,78513,2841,0,0,4359,2876,0,0,13199,4447,15777,58289
2001,1,2,0,3,18474,1225,4148,7915,27006,607,62422,0,0,0,7287,0,0,0,19719,6466,11017,44939
2001,2,3,0,4,19246,849,5936,2068,7056,522,53714,0,0,0,847,1596,0,0,4613,6082,11726,35906
2001,2,3,0,3,19246,849,5936,5200,17742,480,49392,2950,0,0,1616,2334,0,0,13792,3522,10914,34956
2001,2,3,0,2,25662,849,5936,13668,46636,2681,275914,0,0,0,11112,7933,0,0,27591,12590,37401,225923
2001,4,8,0,2,11471,4612,1212,23803,81216,0,0,3910,3391,0,6898,27284,0,6403,40631,0,0,0
2001,4,8,0,4,22942,5161,1093,14642,49959,0,0,3722,1279,0,4684,15661,9902,2561,17151,0,0,0
2001,4,8,0,5,22942,5161,1093,23720,80933,0,0,7737,844,0,7594,27834,15755,4667,25083,0,0,0
2001,4,9,2,2,18456,646,1730,4669,15931,456,46922,0,1508,0,6164,0,0,0,9767,3469,15489,27964
2001,4,9,2,2,18456,646,1730,9213,31435,473,48672,2382,1635,3744,6975,1758,0,0,22702,11209,13718,23745
2001,4,9,2,2,18456,646,1730,7073,24133,959,98681,1629,1398,0,3334,1296,0,886,18617,8263,33962,56456
2001,4,9,0,2,12605,106,4670,13137,44823,776,79850,4168,1673,3054,4930,2112,0,1326,36455,0,21725,58125
2001,1,1,0,2,16663,777,5312,5955,20318,1718,176739,0,684,0,2573,1684,0,0,16061,6127,30296,140316
2001,1,1,0,5,17148,903,5053,3415,11652,27,2796,0,0,0,3362,2170,0,0,6120,2796,0,0
2001,2,3,0,2,30414,653,7526,5466,18650,783,80571,0,0,0,1905,0,5967,0,10778,0,0,80571
2001,2,3,0,5,20737,722,7076,1945,6635,486,49974,0,0,0,4170,0,0,0,2465,0,9462,40512
2001,2,3,0,4,25040,722,7076,7708,26300,1483,152601,2894,0,1316,1761,0,8202,0,16337,0,0,152601
2001,2,3,0,2,18780,722,7076,14104,48123,0,0,10303,0,2340,9752,1772,10136,0,26463,0,0,0
2001,2,3,0,2,25040,722,7076,6883,23485,933,96006,1752,627,0,6843,1799,5313,1222,8308,0,0,96006
2001,2,3,0,5,20123,722,7076,2740,9349,0,0,0,0,0,487,800,1600,4576,1886,0,0,0
2001,2,3,0,2,31209,902,5080,3771,12867,540,55582,1998,0,0,3286,1041,0,0,8540,3065,11052,41465
2001,2,3,0,4,23475,902,5080,5233,17855,670,68952,4239,0,0,2723,1305,0,0,13827,0,16019,52933
2001,2,3,0,2,22219,902,5080,23928,81642,0,0,8103,0,5220,5205,0,7317,47483,21637,0,0,0
2001,3,5,4,2,23036,4151,224,10335,35263,0,0,1971,0,0,2383,9369,7898,1259,14354,0,0,0
2001,3,5,4,2,23036,4151,224,11008,37559,0,0,1312,0,0,6987,12557,4467,797,12751,0,0,0
2001,3,5,4,2,23036,4151,224,15833,54022,0,0,5888,1579,0,5426,15513,9357,1363,22363,0,0,0
2001,3,5,0,2,22331,1936,2164,2242,7650,278,28606,0,0,0,3083,508,1783,0,2276,3157,0,25449
2001,3,6,0,5,17947,1315,3649,7208,24592,0,0,3677,0,0,3814,0,4536,6834,9408,0,0,0
2001,3,7,3,5,29651,2947,1376,11577,39501,0,0,0,3235,0,5515,9316,9133,4100,11437,0,0,0
2001,4,9,0,2,16798,357,4195,30319,103448,0,0,4520,2267,3285,8051,6499,11415,38203,39280,0,0,0
2001,1,1,0,2,12002,447,6822,5470,18664,0,0,2885,471,1213,2463,0,5034,0,11167,0,0,0
2001,2,3,0,2,26205,642,6932,9403,32083,797,82011,0,0,11716,3848,4048,0,1354,22833,4629,14549,62833
2001,2,3,0,2,13404,1149,5046,12745,43485,0,0,4197,1685,4297,13784,6314,0,0,23387,0,0,0
2001,2,3,0,2,18780,1149,5046,10280,35075,1869,192320,5176,1734,3539,6139,6463,0,1100,21373,9345,41026,141949
2001,2,3,0,2,20737,1149,5046,3958,13505,811,83452,0,0,0,2017,1823,0,0,9665,7192,14309,61951
2001,2,3,0,2,18780,1149,5046,8719,29749,889,91478,0,0,4734,4121,2800,0,0,22828,14463,25778,51237
2001,2,4,0,2,16119,980,5771,24390,83219,980,100842,4983,4322,4613,7886,14463,12202,3319,45349,4760,0,96082
2001,2,4,0,1,16119,980,5771,10445,35638,981,100945,4921,0,0,4809,6295,0,0,24534,7796,24093,69056
2001,2,4,0,2,17799,980,5771,7718,26334,698,71824,3903,0,4632,4889,3915,0,0,17530,0,18145,53679
2001,2,4,0,1,11287,711,8122,13829,47185,0,0,6192,0,0,8021,5575,10802,1971,20816,0,0,0
2001,2,4,0,2,11287,711,8122,8553,29183,0,0,3201,0,2286,2836,0,8768,0,17579,0,0,0
2001,2,4,0,1,11287,711,8122,5231,17847,0,0,1546,2941,0,2049,2227,0,0,13571,0,0,0
2001,2,4,0,2,11287,711,8122,8783,29968,0,0,0,869,0,4897,3422,0,0,21649,0,0,0
2001,2,4,0,2,15006,711,8122,7379,25177,0,0,0,0,0,5171,0,0,4789,15217,0,0,0
2001,2,4,0,2,15769,711,8122,7128,24321,0,0,2328,0,1945,3666,2081,4912,0,13662,0,0,0
2001,2,4,0,1,11287,711,8122,6644,22668,0,0,0,0,0,3965,2444,0,0,16259,0,0,0
2001,2,4,0,1,12463,711,8122,4187,14286,0,0,3333,0,0,3458,0,0,0,10828,0,0,0
2001,3,5,4,2,31537,3458,416,20357,69458,0,0,3713,0,0,5465,16066,15099,3990,28838,0,0,0
2001,3,5,4,1,33640,3458,416,14301,48795,0,0,0,0,0,5304,6134,16048,3167,18142,0,0,0
2001,3,7,0,2,20963,2604,1718,12318,42029,516,53096,5846,638,2340,3172,14095,0,0,24762,5961,21572,25563
2001,4,8,0,2,10901,538,7594,13058,44553,0,0,2197,2417,4754,4155,0,10578,0,29820,0,0,0
2001,4,8,0,2,14492,538,7594,16596,56626,0,0,4024,0,12273,12811,0,8489,0,35326,0,0,0
2001,4,8,0,2,14492,538,7594,2217,7564,0,0,731,0,1428,1454,0,0,0,6110,0,0,0
2001,4,8,0,2,11466,538,7594,45965,156833,0,0,12442,0,7888,5480,0,35819,58368,57166,0,0,0
2001,1,2,0,3,19058,704,5263,4332,14781,800,82320,2678,0,0,3159,0,0,0,11622,5081,15578,61661
2001,3,5,0,3,98559,1072,4394,3761,12833,675,69458,1539,430,0,1776,2811,0,0,8246,3685,14424,51349
2001,3,7,3,5,21840,2642,2294,19583,66817,0,0,0,0,6848,5064,15808,9639,16118,20188,0,0,0
2001,4,8,0,4,18308,5161,1093,18996,64816,0,0,0,3434,3519,3819,20042,11248,2563,27144,0,0,0
2001,4,8,0,3,11471,4612,1212,7961,27163,0,0,3748,1005,0,5486,0,5311,4148,12218,0,0,0
2001,4,9,2,2,17893,960,1576,5235,17862,994,102252,0,1188,0,3045,0,0,0,14817,19470,38790,43992
2001,4,9,2,2,19757,960,1576,5399,18421,823,84687,0,0,0,3803,926,0,1895,11797,15342,25556,43789
2001,4,9,2,2,17893,960,1576,3879,13235,485,49907,0,0,0,1946,0,0,0,11289,13054,21504,15349
2001,4,9,0,1,25208,106,4670,4932,16828,846,87053,2493,2139,1516,2020,221,0,1357,13230,0,20254,66799
2001,4,9,0,1,25208,106,4670,14936,50962,0,0,1951,1339,2787,2835,416,4614,23052,20045,0,0,0
2001,4,9,0,2,15756,106,4670,15331,52309,0,0,4251,1706,0,4998,1490,9084,15578,21159,0,0,0
2001,4,9,0,2,15756,106,4670,14641,49955,0,0,2547,2185,2765,3144,0,9646,17588,19577,0,0,0
2001,1,1,0,2,13886,777,5312,7110,24259,1555,160010,0,0,0,7874,1860,0,0,14525,15394,34779,109837
2001,1,2,0,2,19320,1027,4940,9339,31865,0,0,3320,0,0,6383,5533,4592,0,15357,0,0,0
2001,2,3,0,4,30414,653,7526,11689,39883,737,75837,0,2249,0,2670,3267,0,1427,32519,1228,17652,56957
2001,2,3,0,2,18780,740,5297,15236,51985,1831,188410,5752,0,0,3501,0,13476,0,35008,0,0,188410
2001,2,3,0,2,17606,902,5080,9087,31005,0,0,2270,0,2419,2493,1556,7651,0,19305,0,0,0
2001,2,3,0,2,20737,1064,5530,7916,27009,821,84481,0,1087,6259,7777,3562,0,0,15670,3701,13586,67194
2001,2,3,0,2,20737,1064,5530,8573,29251,876,90140,2630,735,4232,6681,2217,3465,0,16888,0,0,90140
2001,3,5,4,1,40312,4151,224,10417,35543,0,0,2109,0,0,4389,10424,6872,1192,12666,0,0,0
2001,3,5,4,1,24133,2726,992,18424,62863,0,0,0,0,0,6871,19368,9919,7351,19354,0,0,0
2001,3,5,0,5,28564,1936,2164,17063,58219,0,0,0,0,0,5261,14209,11973,12024,14752,0,0,0
2001,3,5,0,2,22331,1902,2251,7034,24000,408,41983,0,0,6015,4489,6911,0,0,12600,0,10676,31307
2001,3,5,0,4,31646,1902,2251,6334,21612,61,6315,0,0,0,4465,0,4890,5574,6683,6315,0,0
2001,3,5,0,4,24269,1902,2251,20109,68612,394,40570,3916,0,0,10706,14047,13322,0,30537,0,0,40570
2001,3,5,4,2,39144,2723,1010,11572,39483,430,44261,4020,0,0,4371,16070,0,0,19042,0,25491,18770
2001,3,5,4,2,46072,2723,1010,17995,61399,0,0,3448,1730,0,7428,17092,8078,4793,24008,0,0,0
2001,3,6,0,2,11469,1626,3836,10371,35386,776,79850,3162,2034,0,2891,12923,0,0,19572,4713,20366,54771
2001,4,8,0,5,22930,3509,1692,6647,22680,0,0,0,0,0,2037,7765,4113,3241,5524,0,0,0
2001,4,8,0,5,23708,3509,1692,3124,10659,204,21002,0,0,0,2759,0,0,0,7900,5181,9156,6665
2001,4,9,2,2,31255,1522,2427,16068,54824,745,76661,6545,0,9119,9284,0,0,0,45540,10389,26295,39977
2001,4,9,0,1,7458,0,10045,18372,62685,734,75529,8986,0,3244,6313,0,15676,0,40696,0,0,75529
2001,1,1,0,4,9939,447,6822,9704,33110,0,0,0,0,0,2966,0,4286,20755,5103,0,0,0
2001,1,1,0,2,11221,447,6822,10482,35765,0,0,4488,3333,3797,3281,0,0,0,32484,0,0,0
2001,2,3,0,2,31209,1149,5046,7812,26654,663,68242,0,0,0,4492,9112,0,0,13050,3615,6257,58370
2001,2,3,0,2,23475,1149,5046,10275,35058,855,87980,3789,0,0,3216,4230,0,0,27612,6605,17618,63757
2001,2,3,0,2,20123,1149,5046,17368,59260,0,0,5113,0,1958,6065,4237,5707,25299,17952,0,0,0
2001,2,4,0,2,26865,980,5771,7078,24150,821,84481,0,0,4786,5052,1104,0,1645,16349,6995,12721,64765
2001,2,4,0,2,21492,980,5771,10921,37262,383,39411,0,0,0,14223,5200,0,0,17839,0,9253,30158
2001,2,4,0,2,23731,980,5771,8291,28289,505,51965,2361,0,3738,3510,2494,3111,1285,17889,3377,0,48588
2001,2,4,0,2,16119,980,5771,14200,48450,715,73574,4378,0,2773,4944,4078,9614,0,29814,0,0,73574
2001,2,4,0,2,17942,1114,4873,35401,120788,0,0,10517,0,7146,20532,14038,16340,31998,37880,0,0,0
2001,2,4,0,2,16932,777,7988,10657,36362,0,0,5972,2402,0,1945,2195,12880,881,18461,0,0,0
2001,2,4,0,2,13556,711,8122,25255,86170,0,0,2485,2132,7945,9214,2905,5879,42881,25291,0,0,0
2001,2,4,0,1,15814,711,8122,11073,37782,1065,109618,3560,0,3149,3680,7879,0,0,26223,7485,20862,81271
2001,2,4,0,2,11287,711,8122,14248,48614,0,0,0,5477,3084,4492,7401,0,0,36721,0,0,0
2001,2,4,0,2,11287,777,7988,10205,34819,0,0,4712,0,0,3443,2132,9289,1499,18456,0,0,0
2001,2,4,0,2,11861,777,7988,7091,24194,0,0,3887,0,1929,3192,810,5376,0,14816,0,0,0
2001,3,5,0,2,47607,1139,4068,5458,18623,0,0,818,0,747,1779,0,1524,10681,4639,0,0,0
2001,3,5,0,4,29032,1139,4068,7091,24194,0,0,0,0,0,2735,2032,4740,6951,7736,0,0,0
2001,3,5,4,2,32341,3458,416,6748,23024,0,0,2640,0,0,3886,4572,5570,0,8996,0,0,0
2001,3,5,4,2,31537,3458,416,15695,53551,0,0,4540,2630,0,4594,12646,11109,2036,23166,0,0,0
2001,3,7,0,2,23904,2078,3287,13044,44506,705,72545,2978,0,6331,6899,11262,0,1621,24724,7722,23083,41740
2001,4,8,0,4,11466,346,7418,3085,10526,205,21095,0,492,0,893,0,0,6105,3528,0,21095,0
2001,1,2,1,5,16347,1216,4298,4932,16828,0,0,1792,899,0,1413,1619,0,0,13796,0,0,0
2001,2,3,0,1,17248,863,5637,8736,29807,1497,154041,4530,1818,0,3792,4222,0,0,21793,0,30613,123428
2001,2,4,0,2,20249,922,7153,3700,12624,689,70898,0,343,0,2876,1780,0,668,7300,6306,14817,49775
2001,4,9,2,2,23787,446,1539,2009,6855,649,66782,0,0,0,1475,0,0,0,5380,9153,15343,42286
2001,4,9,2,4,17893,446,1539,3953,13487,233,23924,0,0,0,2152,1384,0,0,9951,8672,15252,0
2001,4,9,2,4,17893,1704,1359,4241,14472,622,64004,0,0,0,4456,0,0,0,10016,15313,25132,23559
2001,4,9,0,1,25208,106,4670,10651,36341,460,47334,3403,2336,0,12949,0,0,3876,19516,0,14221,33113
2001,4,9,2,5,18748,1107,2050,4985,17009,51,5218,0,0,0,3262,2998,0,3252,7497,0,5218,0
