Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
1997,4,9,0,2,28985,6157,401,3518,12003,0,0,569,463,0,1021,287,847,1943,3501,4691,0,0,0
1997,2,3,0,2,21248,5636,893,8980,30640,1493,153331,3903,0,0,5663,1297,2275,0,1455,21247,0,29111,124220
1997,4,8,0,2,10407,4078,1440,7527,25682,760,78052,1990,317,1184,5083,0,6371,0,0,14228,5021,18608,54423
1997,2,4,0,3,15759,4955,1349,16795,57305,0,0,3261,2641,0,3989,1229,4651,12851,14193,21621,0,0,0
1997,1,1,0,2,13744,6179,595,15554,53070,0,0,0,0,0,7952,3226,1054,17395,0,26669,0,0,0
1997,2,3,0,5,21861,7638,459,2890,9861,0,0,0,0,0,1419,442,234,1821,3046,3341,0,0,0
1997,1,2,1,5,9045,4874,892,3302,11266,178,18296,0,0,0,2013,652,1064,0,0,8189,0,18296,0
1997,4,8,0,5,12114,6810,347,5814,19837,386,39642,0,2423,0,2649,1929,430,0,0,16758,0,21084,18558
1997,3,7,3,2,17611,4879,1468,10403,35495,1450,148915,3017,0,5715,7725,0,6050,4351,0,17369,5439,0,143476
1997,3,5,0,2,17321,3591,1316,8391,28630,765,78565,2243,1994,0,2811,1513,6500,0,0,19319,0,31222,47343
1997,4,8,0,1,17804,1400,4002,4417,15072,336,34547,0,528,0,8320,0,0,0,0,6752,3249,11774,19524
1997,2,3,0,4,35852,6656,650,10786,36803,1653,169776,0,0,4446,15417,0,0,0,0,21386,9446,28312,132018
1997,1,2,0,3,17237,4594,1132,5453,18606,552,56690,2451,286,0,1448,0,4049,0,0,13109,3149,9920,43621
1997,1,1,0,2,6325,5672,778,5715,19500,616,63263,5372,0,0,2570,0,0,0,0,16930,11814,51449,0
1997,3,7,0,2,18634,1871,2547,3798,12959,594,61004,0,0,0,2767,0,4804,0,0,5388,9433,11966,39605
1997,3,7,3,2,23505,1362,2962,17721,60464,675,69322,6773,2372,0,9113,3179,17770,0,0,33581,0,46607,22715
1997,2,4,0,2,16407,5018,1258,8513,29046,851,87398,0,0,3535,3489,0,9159,0,0,16398,7726,14644,65028
1997,3,5,0,5,10264,2313,1774,8013,27340,609,62552,0,0,0,5048,0,8351,0,0,13941,8190,29283,25079
1997,4,9,2,5,20774,992,1197,5433,18537,367,37691,0,1669,0,3831,835,0,0,3510,11196,6114,31577,0
1997,2,3,0,2,18876,6334,601,4638,15825,0,0,0,0,807,4334,0,505,0,639,10347,0,0,0
1997,4,9,2,5,16010,798,1694,3513,11986,0,0,0,185,0,1576,422,1749,4242,726,3693,0,0,0
1997,1,1,0,2,9466,6322,550,6426,21926,311,31940,0,2301,0,3100,0,706,0,0,18120,7399,24541,0
1997,4,8,0,2,11717,1589,3175,27347,93308,0,0,4504,527,0,5112,1821,18644,10029,20371,39152,0,0,0
1997,3,5,4,2,15529,326,3583,14063,47983,0,0,2384,1940,0,7799,2269,9248,8611,2484,19841,0,0,0
1997,4,9,2,2,32964,795,1647,12445,42462,560,57512,0,589,0,8067,0,8442,0,0,25953,18795,23042,15675
1997,4,8,0,2,12744,6556,718,7838,26743,811,83290,4233,3444,0,2884,994,0,6162,0,17697,0,0,83290
1997,4,9,2,5,9418,1432,2207,16003,54602,0,0,0,3490,0,4371,4173,4950,16670,3300,25311,0,0,0
1997,3,5,0,2,17321,3499,1407,8874,30277,651,66814,4853,0,3368,3276,1898,5230,0,0,21771,0,18837,47977
1997,4,9,2,5,9733,2291,1442,1424,4859,245,25152,0,0,0,1513,0,916,0,0,2430,9066,0,16086
1997,3,6,0,2,21561,2664,1724,20371,69506,0,0,4890,3959,0,5598,2906,9237,14921,15010,24740,0,0,0
1997,1,2,0,3,14980,5548,587,9474,32325,0,0,0,0,0,3085,690,0,4132,20526,4582,0,0,0
1997,2,3,0,2,22305,5901,916,2779,9482,1233,126629,0,0,0,3020,501,0,0,0,6462,8735,11330,106564
1997,3,7,0,2,17953,1710,2915,4018,13709,455,46729,2075,0,0,3108,0,4974,0,0,5627,3826,13949,28954
1997,1,1,0,2,7408,8000,270,2835,9673,0,0,0,0,0,2314,572,0,4218,0,3141,0,0,0
1997,4,9,2,5,22236,1050,1898,1579,5388,261,26849,0,0,0,2153,0,0,0,0,3235,5405,19260,2184
1997,2,3,0,2,19833,6633,391,7973,27204,2516,258419,4863,0,0,4667,1100,691,0,0,21846,16131,70814,171474
1997,4,9,2,5,20774,790,1415,2114,7211,668,68558,0,0,0,1628,0,773,0,0,4810,10730,38294,19534
1997,3,7,3,2,19778,2686,2307,23571,80424,618,63469,0,5416,0,12601,2182,22865,0,1998,42960,3853,22749,36867
1997,3,6,0,2,9684,4324,1204,16441,56097,0,0,0,0,0,5175,1690,5277,10505,25993,9147,0,0,0
1997,1,2,1,2,15524,7517,313,5286,18036,0,0,2896,422,0,3157,680,0,0,0,14879,0,0,0
1997,1,2,1,2,32462,6724,619,4654,15879,1112,114202,2485,291,0,2408,0,633,0,0,12838,4605,18211,91386
1997,4,9,0,2,13920,3815,306,14988,51139,0,0,2562,2084,0,3146,1898,0,9816,20674,17503,0,0,0
1997,4,8,0,2,13009,3849,1535,5869,20025,502,51555,1932,0,0,4527,1147,3650,0,0,11848,0,14924,36631
1997,4,9,2,2,20603,2150,281,4170,14228,1005,103213,2134,1736,0,3338,0,0,0,0,10890,6817,27572,68824
1997,3,6,0,2,12105,3074,1736,23982,81827,0,0,5304,3457,5955,6753,3389,6141,13596,18518,36819,0,0,0
1997,4,8,0,3,15622,6490,417,8561,29210,1947,199957,2319,0,0,1048,756,0,0,16190,11972,0,199957,0
1997,2,4,0,2,12003,8044,620,4029,13747,0,0,0,0,0,4088,0,1043,0,0,8616,0,0,0
1997,3,5,0,2,16308,2470,1690,19276,65770,0,0,4365,511,4930,5517,1162,8260,10053,14430,27510,0,0,0
1997,3,6,0,2,23999,4306,1133,11943,40750,374,38410,5785,0,0,5086,1887,5121,0,0,30543,0,12128,26282
1997,1,2,0,2,13878,5356,763,16626,56728,0,0,2878,0,3469,3426,1280,2639,0,25159,25504,0,0,0
1997,2,3,0,3,19833,6327,859,6072,20718,604,62031,0,1518,1442,2334,1383,3463,0,0,14921,2152,15923,43956
1997,4,8,0,2,24228,7498,234,6930,23645,1587,162985,3215,0,3591,1906,0,0,8650,0,13089,9279,0,153706
1997,3,5,0,2,14546,2902,1324,5559,18967,900,92430,0,0,3323,3820,1405,1497,3277,921,9452,0,0,92430
1997,3,7,0,3,10259,3685,1683,2368,8078,772,79297,0,0,0,3077,0,0,0,0,5001,6581,28205,44511
1997,2,3,0,2,24710,6939,449,7969,27190,1771,181882,2681,2708,0,5864,1656,0,0,999,20327,0,37571,144311
1997,1,2,0,4,15095,6303,459,6421,21908,713,73225,0,0,0,4232,1888,950,0,0,16726,0,15737,57488
1997,3,5,0,2,31141,4033,1114,23715,80916,0,0,3458,2812,4061,4505,1407,4950,13056,30191,28214,0,0,0
1997,2,3,0,2,24791,6384,577,15001,51183,1931,198314,3879,2529,3731,6056,0,1640,0,0,43487,7087,34382,156845
1997,4,9,2,2,22709,1768,1053,3245,11072,313,32184,1562,228,1789,1533,367,869,0,582,8088,0,7268,24916
1997,2,4,0,2,12612,7569,463,8966,30592,0,0,2029,0,2870,6107,986,2049,4177,0,18259,0,0,0
1997,3,6,0,2,15116,4365,1307,6684,22806,830,85241,0,0,0,6381,0,3261,0,0,13164,7605,11801,65835
1997,3,5,4,3,34939,423,3506,11786,40214,0,0,2476,362,0,4152,823,11942,6985,1285,15850,0,0,0
1997,2,3,0,2,21860,6983,436,6227,21247,1661,170585,0,0,1797,4521,1441,1434,0,1506,13786,3514,11223,155848
1997,3,5,4,2,19013,1035,2325,6737,22987,0,0,0,0,2990,2980,1119,3008,5790,0,11209,0,0,0
1997,3,5,0,3,10264,2460,1695,3421,11672,570,58504,0,0,0,1893,0,0,5550,0,4229,8943,0,49561
1997,2,4,0,2,19071,5388,1084,12134,41401,570,58539,3372,2730,6213,3593,0,7938,0,1007,28863,3151,16590,38798
1997,3,6,0,2,11846,3691,1232,5971,20373,505,51864,1650,0,0,2229,0,4714,3760,0,9670,2446,0,49418
1997,4,9,2,2,20846,1016,1171,12852,43851,862,88527,0,0,9429,10504,0,0,0,0,33347,20347,41825,26355
1997,3,5,0,1,22486,2978,1154,7587,25888,0,0,2652,387,0,2980,0,7190,4171,0,11547,0,0,0
1997,1,1,0,2,8640,5904,485,10415,35536,0,0,3644,2376,0,9012,1188,1086,0,0,25438,0,0,0
1997,2,3,0,2,34001,5203,1243,15768,53800,1272,130634,3933,0,11254,5787,2513,5707,0,1174,41132,0,23423,107211
1997,3,5,0,2,13196,2993,1121,6767,23090,218,22343,2841,0,1202,1731,2167,0,8172,0,13187,0,0,22343
1997,1,2,1,5,9159,4682,1089,1379,4705,60,6162,0,0,0,1665,0,0,0,0,3040,6162,0,0
1997,1,1,0,2,10673,6458,518,6436,21960,1429,146758,0,0,0,4587,0,1951,0,1464,13958,8471,13381,124906
1997,2,3,0,2,33714,8077,471,7740,26409,1374,141110,6546,322,4075,2620,0,1314,0,0,22475,7472,29037,104601
1997,3,6,0,2,7191,4769,919,5946,20288,168,17254,0,0,1744,3356,694,0,7167,0,9765,0,0,17254
1997,1,2,1,2,26684,4881,885,5853,19970,1592,163505,0,1278,0,2479,0,2680,0,0,14811,10533,33645,119327
1997,3,5,0,2,44532,4682,1037,19331,65957,825,84727,3923,573,9154,11113,922,5330,0,0,49514,4782,18392,61553
1997,3,7,0,2,12675,3647,1715,5986,20424,0,0,0,0,2322,2715,0,4594,0,953,12162,0,0,0
1997,4,9,2,2,16677,1147,1029,6327,21588,765,78565,0,0,0,3568,1605,2827,0,0,15193,5696,30684,42185
1997,1,2,0,3,28728,4662,1097,20865,71191,0,0,4164,607,0,4620,2775,4154,13802,22751,25864,0,0,0
1997,3,7,3,2,9130,1593,2729,2345,8001,320,32847,0,0,0,2944,843,0,0,0,5057,0,17442,15405
1997,4,9,2,5,18907,567,2366,2851,9729,178,18281,0,0,0,2104,399,2865,0,610,4150,0,9221,0
1997,2,3,0,2,16659,7923,519,7783,26556,0,0,1326,1471,1293,2092,849,0,7934,0,16530,0,0,0
1997,1,2,0,2,21849,4658,993,10574,36078,616,63263,2312,2563,3576,7545,741,2362,0,0,26171,0,11575,51688
1997,1,2,1,5,7828,4862,905,2642,9015,32,3286,1728,252,0,1890,0,0,0,0,7125,3286,0,0
1997,2,4,0,2,30398,8087,471,2376,8107,669,68706,1280,0,0,1026,329,492,0,521,6068,0,13652,55054
1997,1,2,0,2,21745,5510,743,20059,68441,0,0,5648,0,0,6131,1218,1295,15437,16776,28802,0,0,0
1997,1,2,1,2,18936,6820,350,2715,9264,1108,113792,0,0,0,1772,907,0,0,0,7492,11196,42672,59924
1997,3,5,4,5,33310,370,3766,11264,38433,0,0,0,436,4341,5690,703,10216,4190,718,17619,0,0,0
1997,1,1,0,4,25290,6194,590,1195,4077,1112,114232,0,0,0,1136,0,0,0,0,2941,3796,14942,95494
1997,2,4,0,2,13789,4896,1284,17553,59891,1369,140596,0,2902,2966,15557,1186,11641,0,0,32693,4876,19871,115849
1997,1,2,1,2,13900,4778,998,13131,44803,0,0,4313,3493,5460,3820,3478,4896,0,0,36087,0,0,0
1997,4,9,2,5,14294,644,2144,5924,20213,751,77079,0,0,0,8523,0,0,0,0,11690,16382,55089,5608
1997,1,2,1,3,19486,6118,605,9130,31151,0,0,1828,363,0,2554,828,1111,8491,5474,13521,0,0,0
1997,3,5,4,2,66258,893,3040,7441,25389,0,0,1635,239,0,2492,825,6152,5042,2932,8771,0,0,0
1997,3,7,3,2,22036,1543,2547,30729,104847,0,0,5736,837,0,9204,2335,19572,22552,11974,41545,0,0,0
1997,4,9,2,2,21022,1231,2001,9490,32380,544,55883,0,446,0,7283,0,11571,0,0,13526,7572,19344,28967
1997,1,1,0,5,19219,5580,663,5918,20192,60,6181,0,854,0,5334,1374,2116,0,0,12742,6181,0,0
1997,1,1,0,2,6720,7868,307,4250,14501,0,0,0,309,0,2687,2221,374,0,0,11440,0,0,0
1997,4,9,2,3,20603,2212,266,4787,16333,391,40156,0,0,0,4984,1118,0,0,0,11349,0,17334,22822
1997,3,5,0,2,21651,3399,1352,15177,51784,473,48577,9485,3226,7644,4304,3345,7566,0,0,39914,0,23618,24959
1997,2,4,0,2,15256,6755,801,18116,61812,1108,113792,7323,0,0,5093,2671,11479,0,0,45240,0,32099,81693
1997,3,5,0,2,19815,3610,1352,3972,13552,453,46523,0,0,0,977,526,3047,5727,0,3801,0,0,46523
1997,2,3,0,5,20389,6483,739,1243,4241,656,67369,0,0,0,1240,0,0,0,0,3001,9500,15976,41893
1997,3,5,4,2,27608,1021,2701,23161,79025,0,0,3997,467,0,13916,1065,21476,10915,8470,24248,0,0,0
1997,2,3,0,2,26445,7147,400,15417,52603,1097,112662,7741,3367,0,6469,1356,2570,0,0,43564,0,28455,84207
1997,1,2,0,2,24778,5004,975,24956,85150,0,0,5208,1944,2654,4994,2886,7561,16003,19240,37352,0,0,0
1997,4,9,0,1,14493,5298,53,17993,61392,0,0,0,0,3890,3889,1917,0,12307,26414,18782,0,0,0
1997,2,3,0,2,18532,6692,539,9704,33110,1261,129505,0,2874,3677,4080,1174,3446,0,0,25584,6832,33375,89298
1997,4,9,0,1,28999,4293,249,29440,100449,0,0,5003,730,0,11319,1662,0,16372,41298,31460,0,0,0
1997,4,9,2,2,21784,2377,452,7867,26843,410,42104,0,0,1646,4803,2177,0,0,0,22040,2161,17410,22533
1997,3,5,0,2,18475,3478,1185,7938,27084,999,102597,2429,387,0,3572,1338,6283,0,0,17229,0,23809,78788
1997,2,4,0,5,9341,5471,997,15524,52968,0,0,4454,0,0,3995,1453,5166,13211,8350,22246,0,0,0
1997,3,5,0,2,16308,2458,1696,12439,42442,0,0,2143,313,3062,3060,872,6225,8800,6844,17513,0,0,0
1997,1,2,1,2,6819,6640,560,8409,28692,0,0,1289,0,1336,739,677,0,6197,11842,9914,0,0,0
1997,1,2,1,2,19330,5464,716,3866,13192,598,61415,0,0,0,2293,0,988,0,0,9911,2518,8030,50867
1997,3,7,3,2,20059,1451,2829,16496,56284,595,61107,0,0,0,7715,1437,17367,0,10374,20828,9160,51947,0
1997,3,6,0,5,5642,4467,1007,5515,18817,172,17675,0,0,0,1537,0,0,6726,4677,5877,17675,0,0
1997,3,5,0,1,11649,4465,968,10551,36000,0,0,4291,0,0,2664,1486,2054,10149,7831,13302,0,0,0
1997,4,9,0,5,11599,4771,125,10250,34973,0,0,0,516,0,2853,2182,0,13236,7824,11060,0,0,0
1997,1,2,0,2,16192,5939,570,17768,60624,0,0,2814,411,2966,6670,936,5665,9559,18723,20007,0,0,0
1997,1,2,0,2,22364,5234,861,4601,15699,1602,164525,0,0,0,4498,0,1524,0,0,9677,8745,22051,133729
1997,4,9,2,5,16619,1045,1585,8222,28053,163,16771,0,560,0,5494,2845,0,1161,2058,19340,0,16771,0
1997,2,3,0,3,29148,5433,824,4190,14296,595,61107,2289,334,0,2114,0,3294,0,0,8888,3690,14391,43026
1997,3,7,0,2,23359,3704,1805,19690,67182,1086,111532,6087,3608,0,7826,2872,16877,0,0,42479,0,39906,71626
1997,3,5,0,2,19110,2937,1201,6020,20540,971,99722,1612,189,1122,3675,1030,5253,0,0,11612,0,22183,77539
1997,1,2,1,4,9149,4688,1044,4553,15535,299,30718,0,0,0,5095,0,0,0,0,10440,2429,9138,19151
1997,3,6,0,2,11672,3462,1279,16366,55841,0,0,4409,2875,0,5465,2842,6573,15852,1316,26635,0,0,0
1997,1,2,1,2,20013,4811,954,3117,10635,1151,118208,0,251,0,2218,0,868,0,0,7549,4663,17422,96123
1997,4,9,0,5,7372,4734,131,9489,32375,0,0,0,0,0,2661,1606,0,11830,7729,10155,0,0,0
1997,1,1,0,2,13440,10404,104,8508,29029,0,0,7434,2529,0,1459,1785,0,0,0,27570,0,0,0
1997,3,6,0,2,10285,2618,1843,7291,24877,430,44161,3398,0,0,5566,0,1967,8184,0,9160,6828,0,37333
1997,1,2,0,2,10413,5220,873,7625,26017,267,27421,4168,3376,0,4832,0,0,0,0,21185,4134,23287,0
1997,2,4,0,2,11442,7124,626,30079,102630,0,0,12290,5697,13347,19048,5674,3443,0,0,80139,0,0,0
1997,3,7,3,2,27652,2819,2304,29658,101193,1003,103008,4935,3995,9299,16590,2931,21187,0,0,63416,0,28757,74251
1997,1,2,1,2,13900,4619,1079,11515,39289,796,81749,0,1053,4608,10469,0,2784,0,0,26036,5675,10388,65686
1997,4,8,0,1,15142,2120,2186,3723,12704,347,35637,0,0,0,1770,0,0,6319,0,4615,8883,0,26754
1997,2,3,0,5,19449,5958,595,6496,22164,0,0,0,0,0,2523,0,1044,2713,13781,2103,0,0,0
1997,3,7,3,5,11845,1790,2783,11615,39630,0,0,0,0,0,4656,2758,7149,9666,5703,12456,0,0,0
1997,1,1,0,5,6720,8601,257,12350,42138,0,0,0,692,0,5847,3160,0,16783,0,19508,0,0,0
1997,1,2,1,2,14391,4669,1054,5103,17412,0,0,2554,0,2325,2966,833,0,0,0,14446,0,0,0
1997,3,5,0,2,17321,3800,834,10072,34367,1754,180167,3488,509,0,3296,2181,5270,0,0,25801,0,25238,154929
1997,2,4,0,2,27579,4719,1474,8633,29456,1076,110505,2545,372,0,2952,1887,8931,0,0,17573,0,33820,76685
1997,3,5,0,2,17975,4620,850,11401,38900,0,0,2865,0,0,3142,1980,1898,3954,18368,11538,0,0,0
1997,3,5,0,3,12134,4042,1256,9577,32678,975,100132,2454,358,0,5553,998,8942,0,0,18183,12285,27112,60735
1997,1,2,1,1,16090,6896,472,8120,27705,0,0,3425,0,1951,2730,0,2195,0,0,22780,0,0,0
1997,3,6,0,2,24211,3616,1254,32953,112436,0,0,6914,0,10696,8681,2507,9491,14556,33841,45867,0,0,0
1997,2,3,0,2,20199,6421,651,3660,12488,0,0,0,0,0,2542,0,2354,0,0,7592,0,0,0
1997,1,1,0,2,13342,5788,743,6428,21932,1540,158158,0,2605,0,2964,0,1633,0,1194,16141,9515,28830,119813
1997,4,9,0,1,13533,3821,306,15874,54163,0,0,2845,0,0,3630,1822,0,18368,12029,20136,0,0,0
1997,1,1,0,5,6325,5746,756,3220,10987,200,20554,0,0,0,1090,734,513,0,4039,5345,0,20554,0
1997,3,7,0,2,9307,3628,1731,9107,31073,1202,123445,0,0,3966,3795,0,7631,0,0,19647,8839,32388,82218
1997,1,2,0,2,28783,5197,997,13809,47116,1006,103346,4372,639,0,10668,1028,7196,0,0,29252,2850,9031,91465
1997,1,1,0,2,7840,8158,249,11132,37982,0,0,2454,2181,1663,2907,2138,0,12901,0,22174,0,0,0
1997,1,2,1,2,11120,4749,1013,11516,39293,0,0,3881,2530,0,3798,1461,3422,0,0,32073,0,0,0
1997,4,8,0,2,7838,4119,1423,5189,17705,356,36561,0,0,0,5872,0,0,0,0,11833,2163,8218,26180
1997,3,5,0,2,23356,4533,1090,10740,36645,0,0,0,795,0,7004,3368,0,0,0,29641,0,0,0
1997,3,7,3,4,18136,2391,2595,6757,23055,0,0,0,0,0,2673,857,3786,4783,5146,6667,0,0,0
1997,1,1,0,2,9259,6018,438,7893,26931,0,0,2077,413,0,4697,1010,0,0,0,22234,0,0,0
1997,2,3,0,2,22689,7723,429,4007,13672,1052,108040,0,359,0,2413,577,0,4433,0,6826,4052,0,103988
1997,4,8,0,2,11722,6059,710,7439,25382,656,67371,0,0,0,6714,3032,0,0,0,18668,0,20690,46681
1997,2,3,0,5,35852,6505,728,2729,9311,754,77448,0,0,0,1878,0,792,0,0,6641,6204,24545,46699
1997,3,5,4,5,16564,296,3805,5887,20086,0,0,0,0,0,5309,970,3977,4787,585,5428,0,0,0
1997,4,8,0,1,12114,3686,1847,12604,43005,891,91506,10626,0,5298,4567,0,0,0,1333,37105,13265,31715,46526
1997,2,3,0,1,9560,6340,598,7954,27139,0,0,2948,2399,2188,2053,980,1668,5984,0,17434,0,0,0
1997,2,4,0,3,15199,8278,554,3384,11546,1529,157028,0,0,0,2988,687,0,0,1089,7469,21091,22089,113848
1997,1,2,0,5,11984,6235,481,12017,41002,0,0,4368,0,0,5605,1026,0,6284,12419,16694,0,0,0
1997,4,9,2,2,16856,2000,642,21655,73887,0,0,4563,533,0,7697,2438,2604,11631,14332,37623,0,0,0
1997,3,6,0,5,6857,4376,1293,7064,24102,396,40669,0,0,2377,4156,1582,4639,0,0,15307,0,16285,24384
1997,4,9,2,5,16474,6678,205,14584,49761,0,0,0,0,0,3833,3811,0,19212,11462,15254,0,0,0
1997,4,9,2,5,17450,726,1469,3478,11867,323,33215,0,287,0,2595,654,1785,0,1019,6468,0,33215,0
1997,3,5,0,2,19110,2786,1537,22833,77906,726,74560,5980,2601,12437,9841,1210,10125,14812,0,43128,0,0,74560
1997,2,3,0,2,19833,6199,687,5429,18524,1192,122418,2063,241,979,2225,1574,788,0,0,15511,0,38593,83825
1997,3,5,4,5,17632,138,4464,11967,40831,0,0,0,384,0,4491,1754,14808,8350,460,12722,0,0,0
1997,4,9,2,2,13185,653,1954,6199,21151,552,56660,0,0,0,5599,0,0,0,0,15552,14444,35408,6808
1997,4,8,0,5,23445,6031,725,2773,9461,414,42507,0,325,0,2039,1123,884,0,830,5708,0,13864,28643
1997,3,5,4,2,18930,428,3299,9372,31977,133,13648,1612,0,0,3036,1842,8865,5519,1782,12775,13648,0,0
1997,2,3,0,2,28313,5981,857,13665,46625,0,0,0,0,6621,3891,0,5707,0,0,37027,0,0,0
1997,4,8,0,1,14095,1087,4374,8481,28937,116,11913,1719,251,0,5619,404,13846,2193,0,7279,0,0,11913
1997,3,6,0,2,13714,2709,1713,44923,153277,599,61517,10452,657,6342,14204,2590,41533,28153,0,69387,6388,0,55129
1997,4,8,0,5,7659,1760,2425,5069,17295,0,0,0,0,0,2524,990,0,6657,2093,6021,0,0,0
1997,3,5,0,2,17321,2376,1740,14664,50034,431,44264,4108,0,0,5213,2033,6802,12903,0,25116,0,0,44264
1997,4,8,0,2,12114,6745,361,7469,25484,881,90479,2576,1680,742,3325,2162,0,0,0,22159,0,23058,67421
1997,2,3,0,2,19833,5689,788,9618,32816,851,87353,6328,2216,0,2502,1280,2010,0,0,28304,0,25353,62000
1997,3,6,0,3,5918,3435,1235,16314,55663,0,0,5556,3623,0,2908,1480,3647,13952,9844,25312,0,0,0
1997,2,3,0,2,22407,6722,671,9777,33359,2040,209508,0,0,3670,4390,0,6037,0,0,22932,17957,39362,152189
1997,4,9,0,2,13920,4041,279,16317,55674,0,0,5618,1968,0,2547,1137,0,12361,18520,22246,0,0,0
1997,1,1,0,2,7165,5876,496,16177,55194,0,0,2640,386,0,2320,1957,1336,10163,23988,17387,0,0,0
1997,3,7,3,5,11158,2259,2723,10252,34979,0,0,0,0,0,2893,3143,4397,10988,4882,11819,0,0,0
1997,4,9,2,5,14485,1228,942,616,2102,116,11936,0,0,0,741,0,0,0,0,1361,2331,7682,1923
1997,1,1,0,2,13440,5954,464,12409,42338,0,0,1931,0,3467,2049,1878,1216,12963,0,26110,0,0,0
1997,2,4,0,2,15256,8711,525,11224,38296,475,48783,4057,0,6760,5564,1080,1907,7084,0,23741,0,0,48783
1997,3,7,3,5,14103,1285,3139,12520,42718,0,0,0,0,0,4493,1170,11416,10292,2746,13771,0,0,0
1997,3,6,0,2,9414,4383,811,2743,9358,353,36296,0,0,0,0,0,2128,0,0,7230,0,7739,28557
1997,2,3,0,5,20793,6606,676,5954,20315,938,96333,0,0,0,1845,0,799,0,8671,9000,17231,68173,10929
1997,3,6,0,5,5548,3649,1214,9868,33670,0,0,0,0,0,3773,2415,2096,10332,4971,12498,0,0,0
1997,4,9,2,2,32964,6141,48,10616,36222,1350,138645,0,2253,0,6519,2052,0,636,3354,25713,11943,35301,91401
1997,1,2,1,5,22263,4753,1010,2345,8001,22,2273,0,0,0,2804,455,966,0,0,4231,2273,0,0
1997,1,1,0,5,11351,6234,616,2179,7435,320,32847,0,236,0,2195,380,585,0,0,4655,0,10206,22641
1997,4,8,0,2,12114,8099,57,14707,50180,1375,141212,3677,537,2306,10461,2725,0,0,0,39719,0,27981,113231
1997,3,6,0,1,15563,4369,1106,20317,69322,0,0,4403,0,0,6565,2069,11909,19392,1641,29815,0,0,0
1997,3,7,0,2,16288,1790,2875,16360,55820,531,54534,7696,0,0,6317,0,11067,12513,0,25923,7572,0,46962
1997,4,8,0,2,11717,1549,3347,22294,76067,0,0,3940,2569,1622,5047,1050,15101,8773,11672,35474,0,0,0
1997,2,3,0,2,35852,6545,553,3425,11685,892,91580,0,0,0,1868,0,2045,0,607,7165,8962,17350,65268
1997,2,3,0,2,14875,7346,481,12670,43230,0,0,3736,595,2862,3994,2058,1824,14774,0,22638,0,0,0
1997,3,7,3,5,15374,2766,2229,9420,32141,0,0,0,0,0,4620,1267,7778,5524,3777,10442,0,0,0
1997,3,7,3,4,26892,1736,3224,8636,29467,21,2192,0,0,0,2210,0,4862,7037,8305,7053,2192,0,0
1997,3,5,0,2,21481,4353,957,13513,46106,0,0,0,414,3476,8986,1890,4246,9645,0,23229,0,0,0
1997,4,8,0,3,12915,7647,563,3414,11648,0,0,1695,0,0,753,605,0,2492,2755,5648,0,0,0
1997,1,1,0,2,9163,5561,676,5504,18780,0,0,1896,0,1154,1055,618,475,5931,0,11319,0,0,0
1997,2,3,0,2,25990,6692,632,2987,10192,1080,110916,0,0,0,2458,0,1199,0,0,6535,5619,18165,87132
1997,1,2,0,3,14364,6056,545,9101,31053,990,101673,3024,0,5342,5749,0,1706,0,1230,22368,5284,19687,76702
1997,4,9,2,2,16619,1118,1779,12791,43643,647,66447,0,2315,0,8299,1319,5923,0,8123,21298,7651,58796,0
1997,2,4,0,2,14064,4908,1232,15212,51903,0,0,2731,319,1637,2862,1622,2952,9586,12465,24038,0,0,0
1997,2,4,0,2,14064,4959,1171,21919,74788,0,0,4994,583,0,4514,1330,7329,13336,26428,23181,0,0,0
1997,2,3,0,2,23139,7800,426,6503,22188,1681,172639,3946,1382,1752,1942,798,372,0,634,19240,0,35973,136666
1997,1,1,0,2,8642,6849,359,5710,19484,0,0,3039,1982,0,2309,572,0,4365,0,12810,0,0,0
1997,1,1,0,5,11351,5988,676,1760,6005,216,22161,0,0,0,1832,360,551,0,571,3051,0,5716,16445
1997,4,8,0,1,9050,6834,342,1083,3695,114,11722,0,0,0,1438,0,0,0,0,2257,2362,9360,0
1997,2,3,0,2,15866,6199,665,8238,28108,854,87706,2912,425,0,3447,2158,2211,0,1085,21365,0,21151,66555
1997,3,7,3,2,17629,1099,3565,9720,33165,465,47756,0,0,0,2884,0,14284,0,0,15997,7287,24835,15634
1997,4,8,0,3,12114,6866,335,3690,12591,1204,123677,1855,1509,0,1790,0,0,0,0,10801,13180,36146,74351
