Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric Cooking or Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
1997,3,7,0,1,21130,1806,2235,13153,44878,0,0,3879,566,0,3329,912,8545,5871,10438,16695,0,0,0
1997,3,7,0,2,16288,3681,1768,12066,41169,1286,132072,7563,3290,0,4569,0,9402,0,0,27198,0,41683,90389
1997,3,5,4,2,13216,799,2997,7838,26742,0,0,0,0,0,5714,919,0,7749,0,13279,0,0,0
1997,1,1,0,2,16863,6248,597,10648,36331,1500,154050,0,356,0,10242,0,865,0,0,25224,19371,34166,100513
1997,3,5,0,4,16308,3218,1318,8296,28305,0,0,0,0,0,2864,714,1353,6861,9871,7356,0,0,0
1997,3,7,3,2,15822,2933,2191,24706,84297,1060,108862,4702,3807,15527,10504,0,18162,0,1405,54226,10474,49124,49264
1997,3,7,3,3,32270,2498,2572,16726,57069,0,0,0,644,0,6638,1037,13391,10979,12263,13798,0,0,0
1997,4,9,0,2,12022,6068,647,17850,60904,0,0,0,401,9117,3342,913,1997,9691,23861,22013,0,0,0
1997,4,9,0,2,24774,3484,570,6091,20782,356,36561,1704,0,4735,1974,546,0,3273,0,15535,0,0,36561
1997,4,8,0,2,12787,965,4933,38400,131021,0,0,4804,562,3801,14872,1567,44218,14630,9934,47367,0,0,0
1997,2,3,0,5,22689,8066,360,1754,5985,303,31134,0,0,0,1309,358,283,0,0,4393,0,13591,17543
1997,3,6,0,2,10826,1656,2408,14415,49184,2516,258393,0,3132,8130,3322,0,9703,0,1435,34724,51669,98352,108372
1997,3,5,0,3,38222,4490,1128,5207,17766,250,25675,2344,342,0,1726,0,3754,0,0,12286,4792,20883,0
1997,3,6,0,3,9404,4291,1403,22324,76169,4235,434934,6751,0,8064,27811,0,6672,0,0,41686,29547,109569,295818
1997,4,8,0,3,6699,6078,701,3074,10488,665,68295,0,0,0,2361,0,0,0,0,8127,3333,13105,51857
1997,1,1,0,3,14199,5520,822,4386,14965,166,17048,0,2477,0,3391,0,1503,0,0,10071,8839,8209,0
1997,2,4,0,5,17617,5343,1131,16724,57062,0,0,0,0,8043,5712,2687,5794,12438,11954,21164,0,0,0
1997,1,2,1,2,16231,7722,177,12315,42019,1906,195746,0,3670,2348,3799,1479,0,0,1354,36866,15183,45732,134831
1997,3,5,4,5,15529,79,5235,21181,72270,0,0,3773,0,0,7647,1773,26830,14331,640,22822,0,0,0
1997,3,5,0,4,12244,4361,951,1874,6394,0,0,0,0,0,2379,0,0,0,0,4015,0,0,0
1997,1,1,0,2,8064,7586,291,9553,32595,0,0,3716,0,0,4571,1234,0,13063,0,14961,0,0,0
1997,4,9,0,2,18033,6706,254,30848,105253,0,0,5052,4091,0,3822,1345,1668,18397,50359,31007,0,0,0
1997,2,3,0,4,18532,6859,478,3172,10824,1092,112149,0,0,0,2120,1414,786,0,0,7918,0,32810,79339
1997,1,1,0,2,10317,6053,423,7393,25225,0,0,2079,1682,0,1130,1339,864,6164,0,17067,0,0,0
1997,2,4,0,2,25427,7304,560,6227,21247,1068,109684,0,0,0,6022,0,2354,0,0,12871,9463,20769,79452
1997,3,5,0,4,31141,3868,1355,14510,49508,0,0,3322,2166,0,3564,885,4341,8405,16900,16298,0,0,0
1997,3,5,4,2,13297,1083,2189,6759,23062,0,0,0,0,0,9630,0,6205,0,0,7227,0,0,0
1997,4,8,0,2,24305,5947,514,13765,46966,0,0,2343,2082,0,3050,2200,4448,13070,0,26398,0,0,0
1997,3,7,0,1,16917,1619,2630,11419,38962,0,0,4310,0,0,5974,0,15214,5190,0,12584,0,0,0
1997,2,3,0,2,14444,5842,960,11136,37996,0,0,2746,438,3326,7087,2515,2357,0,1118,27434,0,0,0
1997,4,9,0,1,13175,5225,69,9554,32598,0,0,3013,0,1881,1936,1001,0,10080,2876,17706,0,0,0
1997,1,2,0,3,11491,5084,881,2346,8004,296,30365,0,0,0,2287,0,0,0,0,5717,5650,24715,0
1997,1,2,0,3,10872,6562,377,13798,47079,0,0,0,0,0,6271,2465,0,16239,12067,12502,0,0,0
1997,3,5,0,5,23321,2811,2101,5731,19554,0,0,2139,312,0,2587,1217,2010,3369,2491,9097,0,0,0
1997,3,6,0,5,10285,2707,1633,2523,8608,366,37610,0,0,0,1426,0,1883,0,0,5299,5119,19026,13465
1997,3,5,0,2,33975,2375,1740,15700,53568,0,0,0,0,0,3957,1466,0,13779,22004,13828,0,0,0
1997,1,2,0,2,22228,5692,676,9421,32144,0,0,0,0,0,3687,575,0,2360,22144,3953,0,0,0
1997,3,5,4,5,20171,196,4192,4649,15862,0,0,0,0,0,3781,800,0,4431,342,7308,0,0,0
1997,3,5,0,2,21665,3491,1271,2451,8361,39,4025,0,0,0,4027,0,0,0,0,4334,4025,0,0
1997,2,3,0,2,25673,6727,582,10480,35758,0,0,3220,0,4278,2641,858,1418,8894,0,22805,0,0,0
1997,1,1,0,2,16863,6586,488,6481,22113,53,5443,0,2128,0,5044,0,686,0,0,16383,5443,0,0
1997,3,7,3,2,15978,2280,2555,6813,23246,565,58026,0,0,0,5630,0,4001,0,0,13615,6427,23012,28587
1997,3,5,0,1,18121,4269,1116,17353,59208,0,0,4075,0,0,6932,2974,0,12457,19045,20774,0,0,0
1997,3,5,4,5,10784,34,5939,2678,9139,191,19618,0,0,0,1834,0,3100,0,0,4205,4464,15154,0
1997,2,3,0,2,19833,8019,372,11690,39886,888,91198,4058,2646,0,3763,1528,2293,0,1212,32618,0,33908,57290
1997,2,4,0,1,22422,7213,594,5243,17889,970,99619,2701,0,0,1973,0,3311,0,1099,11506,4510,14716,80393
1997,3,5,0,2,10909,3330,1497,4552,15530,587,60285,0,0,0,2692,457,3456,2615,0,6767,0,0,60285
1997,1,2,1,2,11120,4631,1073,12672,43237,0,0,0,683,2986,5980,0,0,0,0,37257,0,0,0
1997,3,5,0,3,21799,4627,1094,20513,69990,0,0,4582,536,0,4184,1220,8895,12169,23412,21330,0,0,0
1997,4,8,0,2,17575,7676,186,14916,50893,0,0,2733,0,1303,4314,1563,0,9902,19687,16990,0,0,0
1997,2,4,0,4,11635,7239,584,4037,13774,965,99105,0,0,0,3714,641,1032,0,0,9028,4549,18166,76390
1997,4,8,0,2,18346,7616,93,11130,37976,2448,251410,0,2888,0,6310,0,0,0,0,31666,28365,47864,175181
1997,3,7,3,2,12782,1558,2745,12867,43902,399,40977,0,0,0,5762,0,16017,0,0,22123,8095,15846,17036
1997,3,7,0,2,9307,3567,1808,9250,31561,1207,123959,0,0,3388,4513,0,0,0,1574,25474,18030,26906,79023
1997,2,3,0,1,30886,6281,670,4805,16395,979,100543,0,0,0,2742,1871,1216,0,0,12437,5428,27639,67476
1997,4,9,2,5,20603,875,1589,3389,11563,266,27355,0,0,0,5110,0,0,0,0,6453,5167,18295,3893
1997,3,6,0,2,16284,2700,1715,9923,33857,374,38410,0,0,4308,4461,0,4859,0,0,24537,2168,7468,28774
1997,3,5,0,2,18869,3095,1551,9867,33665,0,0,7148,0,0,4674,1936,2978,0,897,25116,0,0,0
1997,4,8,0,2,24228,2815,2380,1882,6421,220,22594,0,0,0,1038,0,0,0,1522,3861,2236,8435,11923
1997,3,6,0,2,9684,3529,1226,22380,76361,0,0,3547,2313,1860,5363,2107,6102,10775,21073,33048,0,0,0
1997,3,7,3,2,17629,1378,2925,16418,56018,975,100132,4276,3462,0,3959,2117,16587,0,7527,27945,0,100132,0
1997,4,9,2,3,15662,5248,223,17919,61140,0,0,4147,3357,0,5805,3344,0,17671,10312,27352,0,0,0
1997,3,5,0,2,22469,3387,1376,13607,46426,0,0,2774,405,3322,5380,651,1852,3728,21467,13999,0,0,0
1997,2,4,0,2,18385,7880,629,6030,20574,909,93354,3194,0,0,2902,851,1379,0,954,15339,5480,22037,65837
1997,3,5,0,2,19946,4372,942,20337,69390,0,0,4263,3452,2803,9295,3580,7979,15201,1273,35642,0,0,0
1997,2,3,0,2,22689,6249,524,8994,30688,1127,115743,0,0,4833,10589,2924,0,0,0,20099,0,10648,105095
1997,3,5,4,5,19434,186,4125,6874,23454,0,0,0,360,0,2475,880,7291,5907,497,7284,0,0,0
1997,2,3,0,2,21201,6892,466,6377,21758,830,85241,0,503,0,3531,0,3021,0,0,15206,6985,13713,64543
1997,1,1,0,3,11359,5867,720,3338,11389,816,83792,0,0,0,2436,0,883,0,0,8070,7495,27075,49222
1997,1,2,0,2,11491,4886,1089,2175,7421,1008,103522,1051,123,538,930,0,855,0,0,5636,2377,9198,91947
1997,2,4,0,1,26155,5578,877,21918,74784,0,0,4003,0,0,3930,2757,1749,16824,20878,31403,0,0,0
1997,2,3,0,5,24791,7363,353,5502,18773,386,39645,0,395,0,2310,2007,1824,0,0,14639,0,16039,23606
1997,4,8,0,5,6699,6241,617,3881,13242,293,30077,0,0,0,4482,1260,740,0,0,8020,0,14105,15972
1997,4,9,2,2,16482,1144,594,4280,14603,298,30605,1520,991,0,1372,0,0,4326,0,8905,7667,0,22938
1997,4,8,0,2,15622,7762,182,16951,57837,0,0,3348,489,0,3538,1113,0,8516,21516,24267,0,0,0
1997,2,3,0,2,17926,6146,538,7938,27085,1555,159676,2622,0,0,1798,0,3353,0,0,21934,11115,40795,107766
1997,1,2,0,2,14982,5155,876,6562,22390,0,0,2182,0,3303,3204,699,1679,4169,0,13338,0,0,0
1997,4,8,0,3,15622,5182,754,16158,55131,0,0,3125,0,0,4313,2730,1573,15072,15966,18207,0,0,0
1997,3,7,0,1,19418,3087,1889,12579,42920,719,73841,4061,0,8192,4608,0,12632,0,0,25680,5816,21836,46189
1997,1,1,0,2,10094,5826,702,5372,18329,440,45188,0,300,0,3743,0,0,0,0,14586,6807,14407,23974
1997,3,7,3,2,18467,1872,2811,15171,51763,0,0,6614,0,0,2979,1282,9271,12813,7106,19594,0,0,0
1997,4,9,2,2,20603,1356,1787,3794,12945,314,32248,0,0,0,1442,0,4248,0,0,7255,4288,14576,13384
1997,3,5,4,2,15529,116,4648,19832,67667,0,0,3109,2517,0,15368,1558,20106,7522,0,24671,0,0,0
1997,4,9,2,1,6961,6737,196,3642,12427,0,0,2039,0,0,2457,0,0,0,0,9970,0,0,0
1997,2,4,0,2,11442,6904,781,13303,45389,0,0,2914,0,5147,4599,2122,2006,10928,3040,24816,0,0,0
1997,4,9,2,5,31689,1165,1010,907,3093,262,26905,0,0,0,1181,0,0,0,0,1912,8558,14674,3673
1997,4,8,0,5,9724,1038,4598,13596,46390,0,0,3070,2002,0,4247,817,14583,7489,1364,18707,0,0,0
1997,3,6,0,2,7077,1697,2341,3840,13102,335,34405,2119,0,0,2704,0,2411,0,0,7987,3178,11520,19707
1997,2,3,0,1,12955,7630,423,7466,25474,1042,107013,5660,0,0,5707,0,2556,0,0,17211,4039,13218,89756
1997,4,9,2,4,9497,1089,1507,3517,12001,202,20775,0,0,0,4210,736,1171,0,1885,4735,0,20775,0
1997,2,3,0,2,29740,5818,978,4908,16746,1307,134229,2240,262,2181,1931,422,2038,0,0,12777,0,17793,116436
1997,3,5,4,2,12063,343,3902,16252,55452,0,0,3597,525,0,11125,845,15490,5039,2449,21349,0,0,0
1997,2,4,0,2,5605,7432,513,3259,11120,0,0,1537,0,0,1539,0,688,2322,572,5999,0,0,0
1997,1,2,0,3,42258,5376,706,3866,13191,598,61415,2092,306,0,2885,0,2246,0,0,8060,3484,11080,46851
1997,3,6,0,5,6455,4712,935,6070,20712,0,0,0,0,0,2481,515,1168,2993,7053,7017,0,0,0
1997,2,4,0,2,15256,7993,666,14444,49283,863,88630,7558,0,2668,7840,2789,6258,0,0,35185,0,21526,67104
1997,1,1,0,5,9768,5669,778,2256,7697,410,42107,0,0,0,3211,0,0,0,0,4486,0,10708,31399
1997,3,5,0,2,9898,3684,999,4267,14559,839,86165,1396,0,0,1529,931,660,4369,0,8001,0,0,86165
1997,1,2,0,1,11666,6272,508,6020,20539,0,0,2921,0,0,2561,0,1649,5122,0,11207,0,0,0
1997,1,2,1,5,19212,4801,967,4302,14678,124,12735,0,0,0,5625,0,905,0,873,7275,12735,0,0
1997,3,7,3,2,18132,2013,2688,4932,16828,0,0,2384,0,0,1709,0,5734,0,0,9385,0,0,0
1997,1,2,1,3,21922,5968,648,7750,26443,0,0,3205,3236,0,3911,2686,1737,0,0,20795,0,0,0
1997,4,9,2,2,27699,1008,1179,4286,14624,586,60182,0,211,0,2698,0,0,0,0,11926,9951,20972,29259
1997,3,7,3,2,15978,1792,2765,2548,8694,260,26702,0,0,0,2038,585,2046,0,0,4610,0,10991,15711
1997,3,6,0,5,6725,4434,1217,8010,27330,0,0,0,264,0,2106,2180,3361,9257,672,11934,0,0,0
1997,1,1,0,2,15795,5944,468,10130,34564,0,0,0,0,0,3146,748,0,5552,19484,6382,0,0,0
1997,1,2,0,2,33546,5299,759,7908,26982,2762,283701,0,361,1502,3089,0,2308,8311,0,13274,37189,0,246512
1997,3,5,4,1,12707,320,3521,6096,20800,0,0,0,0,0,1324,998,8518,4870,0,6088,0,0,0
1997,2,3,0,5,21076,6060,952,6287,21451,0,0,0,0,0,3039,755,1473,4595,5978,6366,0,0,0
1997,3,5,4,5,33740,411,3348,24066,82113,0,0,0,0,0,15093,6356,14925,26924,2232,22939,0,0,0
1997,3,5,0,2,16308,4439,988,29297,99961,0,0,9242,0,6321,7901,2962,9635,15078,21095,46252,0,0,0
1997,1,2,1,2,13900,4641,1068,3798,12957,177,18140,0,275,0,2303,0,0,0,0,10654,18140,0,0
1997,3,5,0,2,32438,4773,995,9770,33335,536,55047,3190,0,0,8362,1201,4161,0,953,19859,0,18358,36689
1997,1,2,1,3,30642,4675,1050,3820,13034,482,49501,0,0,0,3925,637,1155,0,0,7954,2816,10861,35824
1997,3,6,0,2,12741,1587,2521,25259,86184,0,0,4874,570,5308,8564,3142,11322,16553,10666,39079,0,0,0
1997,2,3,0,2,19833,6740,360,9179,31319,1711,175720,0,3135,0,3065,0,1178,0,1156,25920,20228,41596,113896
1997,2,4,0,2,10890,8973,489,8140,27774,0,0,3675,0,1645,1639,1592,0,9388,0,16747,0,0,0
1997,3,5,0,2,9898,3701,974,10664,36386,986,101236,0,0,2830,2910,4223,7557,0,0,25919,0,30116,71120
1997,2,3,0,2,15366,6354,448,1738,5930,1826,187530,597,0,1112,1088,0,0,0,0,4842,11704,26606,149220
1997,2,3,0,2,23800,7695,447,19592,66848,1884,193487,3113,3435,3459,11782,2100,7417,0,0,47649,0,35263,158224
1997,3,7,3,5,12765,2529,2460,6969,23778,0,0,0,0,0,2946,1815,5528,4084,2795,8425,0,0,0
1997,3,5,0,2,18121,4493,947,31265,106676,0,0,6960,4538,0,6780,2271,2750,21274,37109,38763,0,0,0
1997,1,1,0,2,9563,5992,448,24846,84775,0,0,4124,602,4226,4544,2348,5611,11501,34464,28655,0,0,0
1997,2,3,0,2,14341,6383,626,10749,36676,1588,163088,0,0,9610,8784,0,0,0,0,27892,6701,25591,130796
1997,2,4,0,3,12055,4875,1464,6279,21424,1507,154769,0,0,2704,4519,0,2666,0,0,14239,5353,16918,132498
1997,3,6,0,2,15132,2857,1675,11873,40511,0,0,2357,0,0,3366,0,2063,9907,10890,14285,0,0,0
1997,2,4,0,2,16816,6141,883,6140,20950,852,87500,3639,0,4010,2584,855,2206,0,0,16160,0,10362,77138
1997,4,9,2,3,16482,1013,659,4585,15644,408,41902,0,318,0,2566,886,1135,0,0,11943,12748,23862,5292
1997,1,1,0,2,8196,7604,290,2328,7943,0,0,0,0,0,2396,905,0,0,0,5547,0,0,0
1997,2,4,0,3,17237,8196,500,6527,22270,2582,265171,0,2407,0,4037,1205,796,0,0,17437,15542,46966,202663
1997,1,1,0,5,10395,6033,665,3722,12699,0,0,0,0,0,2734,0,0,3416,3508,3041,0,0,0
1997,1,1,0,5,17686,6030,642,3710,12659,495,50837,0,0,0,3421,0,771,0,0,8467,4093,15168,31576
1997,3,6,0,3,10285,4350,1326,9802,33444,597,61312,0,0,0,9704,3243,5749,0,1441,16550,0,13884,47428
1997,2,3,0,1,24791,6268,850,5356,18275,704,72301,0,0,842,2973,0,1513,7321,0,6468,3662,0,68639
1997,1,2,1,2,12808,4774,972,3173,10827,71,7292,0,0,0,2842,0,783,0,0,7202,7292,0,0
1997,4,8,0,5,25842,6097,691,2848,9717,699,71810,0,260,0,3586,636,450,0,0,5681,0,14412,57398
1997,3,7,0,5,10259,3559,1811,3642,12427,328,33686,0,0,0,4767,0,1905,0,0,5755,4209,15955,13522
1997,2,4,0,2,15256,4496,1103,11310,38590,1209,124164,0,2322,915,4102,2312,2850,10661,0,20977,5102,0,119062
1997,1,1,0,2,8094,5746,668,10220,34871,0,0,0,1818,4394,3801,1547,0,9414,670,20986,0,0,0
1997,3,5,0,5,38052,2573,1634,6865,23423,0,0,0,1710,0,1675,699,3080,7597,2339,8732,0,0,0
1997,2,4,0,2,11769,5683,824,22161,75613,0,0,4224,3419,2596,4201,2957,1315,20822,0,49275,0,0,0
1997,1,1,0,1,18517,8503,231,6621,22591,0,0,2598,379,0,2857,610,1278,3928,0,14528,0,0,0
1997,3,7,3,2,13185,2080,2898,10686,36461,735,75484,4109,0,0,5438,0,5239,0,0,25784,9019,30878,35587
1997,2,3,0,2,20538,6598,611,6160,21018,1782,183011,1848,269,3492,3147,0,1828,0,0,16043,6901,27325,148785
1997,3,6,0,2,21538,2653,1727,7784,26559,429,44058,1823,0,4504,3918,0,6523,0,0,16118,1691,5154,37213
1997,1,2,0,2,23482,5452,653,7355,25095,2058,211357,0,266,2276,3697,0,5536,0,0,15862,31464,38114,141779
1997,3,7,0,2,19418,3197,1952,14290,48757,1087,111635,0,0,0,12003,0,10331,0,0,26423,10420,41780,59435
1997,1,1,0,2,8400,6046,426,3649,12451,0,0,1411,206,0,1671,1046,664,0,0,10116,0,0,0
1997,3,6,0,2,6669,2653,1759,13230,45141,0,0,4989,0,5099,5409,0,7967,0,0,31765,0,0,0
1997,2,3,0,2,22407,6706,679,5295,18067,1418,145629,2181,0,0,3000,724,1947,4451,0,8669,0,0,145629
1997,3,6,0,2,7844,3029,1631,6847,23362,1533,157439,0,0,0,9641,0,0,0,0,13721,0,60628,96811
1997,3,7,3,2,15978,1780,2863,21667,73928,433,44469,0,4031,3538,5913,3183,30098,0,0,37917,10002,18172,16295
1997,1,1,0,3,16863,5917,678,13312,45421,0,0,2644,1724,0,2526,2220,0,9183,15004,18708,0,0,0
1997,3,5,0,2,25213,4240,1043,5227,17835,0,0,1606,0,0,3611,378,3498,0,598,10128,0,0,0
1997,3,6,0,2,10674,3686,1210,26147,89214,0,0,3272,3305,3811,7156,1167,10490,9534,26523,35511,0,0,0
1997,1,2,1,2,17537,5555,686,7430,25351,1242,127553,0,3181,0,3270,0,3482,0,1173,17426,13210,35623,78720
1997,2,3,0,5,16406,5453,809,1800,6142,210,21553,0,0,0,2128,0,0,0,0,4014,2150,8384,11019
1997,2,3,0,1,11333,7491,325,7023,23962,1409,144704,5459,1912,0,2060,0,939,0,0,20963,9047,41350,94307
1997,4,8,0,4,9288,1062,4490,3659,12485,122,12555,0,0,0,3252,509,0,0,3591,5642,2750,9805,0
1997,2,4,0,2,17579,4823,1539,9365,31953,620,63674,0,1811,3034,5420,0,7231,0,829,18473,10178,12970,40526
1997,3,7,3,2,20198,5320,847,12281,41903,225,23108,6759,2940,3708,3197,1940,1855,0,2778,34073,0,23108,0
1997,1,1,0,5,7067,6162,618,1644,5608,442,45428,0,0,0,1649,0,0,0,0,3959,3779,14860,26789
1997,3,5,0,1,19795,5408,706,7800,26614,1226,125946,3515,411,0,1994,0,5944,0,0,18676,9519,35691,80736
1997,4,9,0,2,12022,6195,389,37444,127759,0,0,6347,927,6350,10283,2109,2293,15735,54842,44606,0,0,0
1997,3,5,4,2,16564,320,3522,11430,38999,0,0,0,0,0,2590,1084,14536,9602,1249,11022,0,0,0
1997,3,6,0,2,6918,3316,1450,25356,86515,2167,222551,5600,480,7157,3968,2689,12969,0,29523,40055,0,131190,91361
1997,4,9,0,2,15460,7692,184,20118,68643,0,0,0,0,4772,6255,1802,1862,9024,30442,21060,0,0,0
1997,3,7,3,2,18279,5212,1334,6126,20902,660,67782,3907,0,0,3451,0,0,5624,1456,10371,4794,0,62988
1997,2,3,0,2,28313,6028,935,5313,18128,0,0,0,0,0,2797,0,3336,0,965,11030,0,0,0
1997,4,9,0,3,20290,5205,73,19880,67831,0,0,5127,0,0,4205,2739,0,13751,25965,23910,0,0,0
1997,1,2,1,2,16447,4774,1000,10421,35556,0,0,2101,1867,2971,2931,1206,0,10230,0,22395,0,0,0
1997,3,5,0,5,38052,2501,1673,6190,21120,0,0,0,282,0,2312,641,4320,6022,1913,6553,0,0,0
1997,1,2,0,2,10872,6572,374,11615,39630,0,0,0,0,0,4588,883,1025,9128,13959,10930,0,0,0
1997,3,6,0,2,23344,2995,1640,1996,6810,0,0,0,0,0,1096,480,1851,0,0,3863,0,0,0
1997,3,5,4,2,15419,368,3469,13066,44581,0,0,1754,349,3936,6787,1205,11810,6006,0,19978,0,0,0
1997,3,6,0,2,16284,2514,1762,22105,75422,1177,120878,5658,3689,0,9078,3646,22733,0,0,43611,0,44942,75936
1997,3,6,0,5,12187,4403,1025,8073,27545,0,0,0,1773,0,2835,1362,2893,8216,3880,9721,0,0,0
1997,1,2,0,1,17120,6693,309,4034,13764,0,0,1853,0,0,2810,593,1073,0,941,8940,0,0,0
1997,1,2,0,2,13878,6015,531,13454,45905,0,0,2554,373,0,2611,849,0,8674,16123,18497,0,0,0
1997,3,5,0,5,20385,2758,1470,4986,17013,0,0,0,229,0,2123,521,2816,4944,2880,4250,0,0,0
1997,1,2,0,4,11491,4792,1189,4903,16729,2018,207249,0,2219,0,2142,0,4513,0,0,10074,12440,41272,153537
1997,3,5,0,2,10872,2393,1731,17327,59120,0,0,2091,0,0,4493,947,8101,8611,21330,16585,0,0,0
1997,1,2,0,2,13878,6088,494,15653,53408,0,0,0,0,4361,7112,1309,0,14095,3070,29131,0,0,0
1997,2,4,0,2,13789,5312,1245,10821,36921,2979,305943,3280,383,1379,3935,1236,8451,0,0,24535,0,87204,218739
1997,1,2,1,2,18936,6703,381,9205,31407,1103,113278,0,1426,0,3693,824,0,10725,0,16989,12546,0,100732
1997,4,8,0,1,9050,6838,341,2740,9349,846,86884,0,0,0,2090,898,1076,0,0,6183,3367,10900,72617
1997,2,4,0,2,15256,7505,487,13666,46628,1169,120056,0,2634,0,9661,2604,5081,0,0,31886,4511,33173,82372
1997,2,4,0,2,15693,5150,1332,32728,111668,0,0,3685,3275,3396,11422,1338,8831,9066,50011,32338,0,0,0
1997,2,3,0,2,19833,6171,900,7275,24822,995,102186,2363,276,0,3733,2143,3941,0,0,17148,0,25990,76196
1997,4,9,0,2,13251,7417,203,17656,60242,0,0,0,0,0,3734,1890,597,14644,29611,11656,0,0,0
1997,3,5,0,1,19027,3724,1095,22335,76207,0,0,7901,497,2555,2557,2736,7592,18610,14579,32869,0,0,0
1997,2,3,0,2,17926,6823,355,41185,140523,0,0,9639,3377,0,6592,2961,1196,25495,50982,56258,0,0,0
1997,3,6,0,5,10366,4309,1380,3923,13386,350,35927,0,0,1182,2974,0,2483,0,0,7929,8688,27239,0
1997,4,8,0,1,16690,1892,2426,4582,15632,197,20239,0,0,0,4320,0,0,4125,0,7187,2471,0,17768
1997,4,9,2,2,32964,1043,2027,5073,17309,655,67268,0,0,0,2694,0,0,0,0,14615,20276,30327,16665
1997,2,4,0,2,19071,5948,909,12202,41633,1754,180136,4986,4037,5020,5089,1626,5332,0,0,31212,0,49221,130915
1997,4,8,0,2,11140,7712,341,14447,49293,423,43442,5784,2515,2432,9121,828,0,9407,0,30765,0,0,43442
1997,2,3,0,2,17926,6215,508,9149,31216,1629,167298,2904,0,3101,3906,1174,691,0,0,26619,0,21062,146236
1997,2,3,0,2,26445,6644,628,9138,31179,2121,217827,0,3313,0,4139,3415,0,0,0,27040,19743,29707,168377
1997,1,1,0,2,16863,6253,596,4916,16773,0,0,0,370,0,3421,1686,1592,0,943,10817,0,0,0
1997,3,5,0,2,15724,3175,1400,20055,68428,0,0,4394,2097,1989,6587,1967,7391,14564,0,39886,0,0,0
1997,1,1,0,4,6100,5998,651,2278,7773,715,73430,0,0,0,3070,0,0,0,0,4703,2906,11378,59146
1997,2,3,0,4,16857,8008,492,5184,17688,0,0,1866,0,0,2218,941,0,6574,0,8896,0,0,0
1997,1,2,1,3,16231,7077,284,3776,12885,1626,166959,1455,0,2586,3065,0,0,0,0,9820,7230,32422,127307
1997,3,7,3,1,23310,1805,2659,32254,110051,0,0,6112,0,8540,8169,0,23433,24048,7402,46999,0,0,0
1997,4,9,2,2,19779,1447,2188,9101,31054,833,85591,0,2260,0,5710,0,7914,0,0,17430,14958,42420,28213
1997,4,8,0,1,8719,3715,1590,3969,13542,0,0,2910,0,0,2654,0,0,0,636,10252,0,0,0
1997,1,1,0,4,16863,6275,561,5190,17708,216,22183,0,0,0,3933,2535,955,0,0,12820,0,22183,0
1997,3,7,0,2,9307,3595,1759,9101,31052,1287,132201,3909,0,0,3117,2415,6414,0,0,21521,0,41220,90981
1997,2,3,0,2,22689,7994,378,4764,16255,753,77333,2937,0,0,3854,0,0,0,1095,11306,2566,8426,66341
1997,4,9,2,5,11839,874,1151,3246,11075,155,15919,0,1286,0,2045,643,1801,0,625,6604,0,15919,0
1997,1,1,0,3,15145,6397,570,2644,9021,490,50323,0,0,0,1582,0,490,0,0,6949,5831,13369,31123
1997,1,1,0,4,10763,8368,273,3644,12433,0,0,2150,0,0,2307,1224,0,0,0,10126,0,0,0
1997,1,1,0,5,14165,6094,635,3239,11051,60,6162,0,0,0,1976,0,0,0,0,9075,6162,0,0
1997,3,7,0,2,32576,3577,1912,12894,43994,1352,138850,0,0,14004,4431,0,4679,0,0,34884,28821,40541,69488
1997,4,9,0,2,11430,5952,704,22356,76279,0,0,7430,2603,12107,3892,2750,0,18451,3054,50882,0,0,0
1997,1,2,1,5,9962,4691,1080,2293,7824,27,2773,0,228,1929,987,0,0,0,0,6837,2773,0,0
1997,4,8,0,2,12114,5801,551,19761,67425,564,57923,4912,3202,7294,8089,1985,2912,13838,0,42586,0,0,57923
1997,3,6,0,5,10193,1568,2553,13612,46445,0,0,0,604,0,7078,0,11444,12507,3577,11839,0,0,0
1997,2,4,0,4,15759,5022,1253,25263,86195,0,0,2988,594,0,5626,4918,8413,20436,20482,31238,0,0,0
1997,3,7,3,2,18805,1786,2801,23960,81752,0,0,5330,624,0,7567,1419,16370,13592,12916,31307,0,0,0
1997,4,9,2,2,17033,2074,1583,14602,49822,598,61415,9421,463,0,7998,2263,8525,0,0,33299,0,31380,30035
1997,2,4,0,2,15256,5713,940,5287,18039,857,88014,1815,0,2726,3027,1247,2333,0,0,12679,0,16591,71423
1997,4,8,0,4,13404,7749,125,7903,26965,0,0,0,0,0,2502,1659,0,6699,11580,6184,0,0,0
