Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
2005,4,8,0,2,21978.58347,6799,228,3871,13208,848,87259,0,367,3187,1873,0,0,0,11335,6386,19351,61522
2005,4,8,0,1,5211.383314,2392,2222,2428,8284,294,30271,0,0,0,1619,3156,0,690,2819,3572,6793,19906
2005,4,8,0,2,25292.66418,1147,5059,18782,64084,999999,9999999,4807,440,0,5736,24811,7396,2149,23992,9999999,9999999,9999999
2005,2,3,0,2,27565.84223,7244,802,7923,27033,433,44556,0,654,5680,3836,2221,0,0,20976,6666,12843,25047
2005,1,2,0,3,4560.390542,4296,1692,4068,13880,971,99869,0,0,0,4041,0,0,0,9839,5894,24209,69766
2005,3,5,0,5,27528.82928,5094,999,6832,23309,999999,9999999,0,784,0,4292,7503,0,0,11514,9999999,9999999,9999999
2005,1,1,0,2,19917.48696,7214,563,3439,11734,884,90964,0,364,0,1578,307,0,0,9849,4188,13737,73039
2005,3,7,3,2,30598.54152,1737,3843,35418,120847,754,77614,4544,759,0,13699,44187,0,0,62961,0,43579,34035
2005,1,2,0,2,30189.5777,5727,735,4855,16565,293,30150,2197,367,2512,2009,0,0,0,14556,0,16129,14021
2005,4,9,2,5,23370.75284,2338,104,2087,7121,274,28195,0,0,0,2771,0,0,0,4350,0,8698,19497
2005,4,9,0,2,26216.8437,4396,376,3179,10847,244,25108,1724,288,1972,1773,501,0,0,8573,0,9205,15903
2005,1,2,0,2,30722.83015,5600,1195,2598,8864,999999,9999999,0,0,0,3251,0,0,0,5613,9999999,9999999,9999999
2005,2,3,0,2,36912.03751,5986,1158,5563,18981,644,66268,1734,507,0,2974,2940,0,0,13067,3853,18893,43522
2005,2,4,0,2,22667.16224,4929,1516,22297,76077,1243,127905,3775,631,4316,7507,20177,0,2071,46322,0,45757,82148
2005,4,9,0,2,22845.65806,6062,433,15983,54534,999999,9999999,4778,0,0,3455,0,14120,13118,23841,9999999,9999999,9999999
2005,3,6,0,2,38653.92256,1644,2482,3630,12386,999999,9999999,1596,0,0,1198,2704,2460,2201,3823,9999999,9999999,9999999
2005,4,8,0,2,20008.08978,7226,325,14753,50336,1130,116277,2130,623,5408,3836,1242,0,0,45258,0,31331,84946
2005,1,2,1,2,37178.37937,5503,1125,3818,13027,1665,171329,0,392,0,2416,1616,0,0,8995,16244,31296,123789
2005,4,9,2,2,37871.10238,2626,1403,20047,68400,1397,143751,4805,803,5494,13315,10408,0,0,44677,42276,38857,62618
2005,2,3,0,2,31806.29502,5220,1286,11010,37566,976,100430,0,713,0,6612,8125,0,2425,20404,10636,20491,69303
2005,2,4,0,1,24217.72857,5872,1312,7431,25355,632,65033,3628,0,0,3552,5650,0,0,16153,4482,18408,42143
2005,4,9,2,3,38455.31159,1312,403,9363,31947,479,49251,0,582,3986,6202,1106,0,0,24639,4568,26240,18443
2005,3,5,0,3,33550.31623,5066,1210,13691,46714,999999,9999999,4606,769,0,4211,3391,7098,10975,21039,9999999,9999999,9999999
2005,4,9,0,2,8236.705814,9518,19,12024,41026,1704,175342,0,600,10422,2730,0,0,0,38296,15875,30511,128956
2005,3,5,0,5,26711.66332,3564,1319,17594,60031,999999,9999999,5524,923,0,5051,9195,14745,10658,20382,9999999,9999999,9999999
2005,2,3,0,2,28060.19485,6957,912,5141,17541,460,47334,1734,507,3473,1361,2488,0,0,13692,0,16539,30795
2005,1,1,0,5,11106.21254,6824,690,3858,13164,999999,9999999,0,0,0,3144,1714,0,0,8306,9999999,9999999,9999999
2005,3,7,3,2,31113.30235,1264,3170,8056,27487,177,18213,2938,491,0,4876,10872,0,0,11739,0,11853,6360
2005,3,5,4,1,48626.03041,119,4301,4600,15696,999999,9999999,0,0,0,2317,7029,2407,890,3053,9999999,9999999,9999999
2005,4,8,0,5,20342.11239,5044,1110,16359,55816,999999,9999999,7105,650,0,3157,6267,12480,10544,23368,9999999,9999999,9999999
2005,3,6,0,2,21223.43662,3982,1507,19592,66848,567,58344,5095,851,0,3870,19070,0,2540,41368,0,27798,30546
2005,4,9,0,5,20773.44248,6469,232,6360,21700,354,36427,2957,494,0,2895,0,0,0,18805,0,16285,20142
2005,3,5,4,2,34586.19274,1266,2301,7659,26133,999999,9999999,2109,352,0,4673,6039,4183,1371,9867,9999999,9999999,9999999
2005,2,3,0,2,5675.96865,4738,1604,11629,39678,1053,108354,5086,0,0,4087,7821,0,2697,25073,7357,27238,73759
2005,1,1,0,2,14399.16864,6339,784,10443,35632,999999,9999999,2184,639,0,8535,4018,0,2413,20666,9999999,9999999,9999999
2005,2,3,0,2,28060.19485,6838,992,5961,20339,733,75426,1954,326,0,5154,3290,0,1281,10614,0,19715,55711
2005,3,7,3,2,28531.0725,2074,2961,7364,25126,260,26754,0,0,0,2292,13590,0,0,9244,3624,6892,16238
2005,1,2,0,2,23926.93263,5418,1108,16176,55193,999999,9999999,3852,643,5583,6980,9094,11888,0,27231,9999999,9999999,9999999
2005,2,3,0,2,27001.22973,5650,1073,9792,33410,999999,9999999,3042,0,3478,2978,1382,6630,0,22420,9999999,9999999,9999999
2005,3,5,4,2,43326.60886,663,3316,9082,30988,296,30458,2315,0,0,4034,16037,0,0,10917,0,19092,11366
2005,1,2,0,3,5063.481354,5646,1151,7016,23939,1282,131918,2651,0,3031,1131,1334,0,0,21474,10425,32116,89377
2005,3,5,0,2,40353.58768,5708,658,5791,19758,999999,9999999,3138,524,3588,1339,590,3351,0,14478,9999999,9999999,9999999
2005,2,4,0,2,26330.60119,7423,692,3867,13194,1060,109074,0,345,2364,2025,2301,0,0,8868,14106,27176,67792
2005,1,2,0,3,4560.390542,4395,1700,13096,44685,853,87790,0,0,0,9658,14713,0,0,20314,8721,22137,56932
2005,4,8,0,2,20596.56301,7321,524,10909,37222,1187,122142,2909,851,5826,4341,2621,0,0,30260,0,38528,83614
2005,2,3,0,5,29817.44055,5081,1326,8673,29592,999999,9999999,0,449,0,2457,1806,10156,6384,8789,9999999,9999999,9999999
2005,3,7,3,2,30598.54152,1867,2627,17505,59727,710,73059,4450,0,0,4274,14536,0,6328,34589,0,73059,0
2005,2,3,0,1,6830.708699,4433,1402,4988,17019,770,79233,0,0,0,3292,3465,5183,0,5079,6061,0,73172
2005,3,5,4,2,40131.30798,168,4302,24152,82408,999999,9999999,2977,497,3403,4939,31546,9174,1815,34934,9999999,9999999,9999999
2005,2,3,0,2,26110.40969,6210,1074,6411,21873,429,44144,0,0,4526,1332,5018,0,0,15523,2021,8298,33825
2005,3,7,3,2,32971.42282,826,4010,15870,54148,999999,9999999,2240,374,3248,2304,17974,10579,2582,20709,9999999,9999999,9999999
2005,3,7,3,1,33529.93318,1062,2905,29042,99091,999999,9999999,3152,922,6313,13132,23574,14739,6736,40910,9999999,9999999,9999999
2005,2,4,0,2,5278.546598,5027,1494,16016,54647,624,64210,8210,0,6518,7837,10051,0,0,36759,0,20812,43398
2005,1,1,0,5,19360.17346,7395,532,1521,5190,678,69796,0,0,0,2230,484,0,0,2476,3369,0,66427
2005,3,7,0,5,29867.96807,3106,2132,10775,36764,999999,9999999,0,639,0,3072,7217,8333,6897,11245,9999999,9999999,9999999
2005,1,1,0,4,19747.78288,6644,789,5672,19353,1039,106939,0,0,0,6156,0,0,0,13197,0,9847,97092
2005,4,9,2,2,19968.53869,3527,0,5618,19169,619,63695,2941,491,0,1255,0,0,0,17914,5077,24894,33724
2005,1,1,0,5,5940.619803,6383,866,39515,134825,243,24969,0,0,0,34243,0,76335,0,24247,1735,0,23234
2005,4,9,0,5,22807.33834,4404,188,6452,22014,999999,9999999,0,502,0,2941,0,6547,6780,5746,9999999,9999999,9999999
2005,1,1,0,2,12745.11799,6444,742,14127,48201,1186,122039,7991,731,0,8570,3554,0,0,36077,11556,42236,68247
2005,3,7,0,2,24311.47568,4082,1473,17013,58048,330,33984,4315,721,6255,3501,13697,0,9003,31847,0,33984,0
2005,3,6,0,2,27844.67778,3512,1884,8997,30698,999999,9999999,2720,0,0,2796,7989,5936,5617,8360,9999999,9999999,9999999
2005,1,1,0,2,11185.78514,7320,440,3549,12109,999999,9999999,2260,377,0,2066,399,0,0,9644,9999999,9999999,9999999
2005,2,3,0,2,43778.20209,5424,1034,5956,20322,678,69766,3529,0,5116,2552,1284,0,0,16486,3394,17039,49333
2005,1,1,0,4,17198.8568,5786,1105,4930,16821,944,97138,0,532,0,2302,2469,0,0,12050,10122,30674,56342
2005,3,7,0,2,27419.36487,2551,2354,24287,82868,342,35160,4893,817,0,7965,24488,10664,0,39751,0,0,35160
2005,3,5,0,3,29887.0675,4077,1925,11093,37849,707,72750,2854,0,0,4857,10099,0,1447,21446,6433,22264,44053
2005,4,9,0,2,22807.33834,4277,211,10064,34338,999999,9999999,2823,0,4092,5022,0,7930,5052,16334,9999999,9999999,9999999
2005,1,1,0,2,3323.507977,9106,226,10983,37474,999999,9999999,4559,0,5212,3035,0,12169,0,22270,9999999,9999999,9999999
2005,4,9,0,2,13438.94868,0,3228,8430,28763,999999,9999999,3185,0,0,3059,0,9817,0,15887,9999999,9999999,9999999
2005,1,2,0,2,31999.11357,5499,1054,13812,47127,714,73471,5084,849,5813,8437,8892,0,0,29798,0,17445,56026
2005,4,9,2,2,25955.15655,1325,1312,17510,59744,933,96006,0,729,4987,7343,4914,0,6786,40701,45840,50166,0
2005,4,8,0,2,25292.66418,1731,3304,9618,32817,504,51862,0,476,0,6176,16646,0,0,9995,8164,24741,18957
2005,3,5,0,2,35127.78104,4979,1324,19722,67291,999999,9999999,4279,715,0,7660,11444,12019,14072,22096,9999999,9999999,9999999
2005,1,1,0,5,13199.48223,6148,835,3549,12109,999999,9999999,0,490,0,4037,1337,0,0,6735,9999999,9999999,9999999
2005,1,2,1,2,36527.79117,7158,321,6733,22973,999999,9999999,0,658,5708,4049,0,0,0,18924,9999999,9999999,9999999
2005,2,3,0,2,24174.15847,5083,1815,27877,95117,999999,9999999,4065,679,0,10596,10110,8859,26278,39274,9999999,9999999,9999999
2005,1,2,1,4,26505.27441,4832,1532,2751,9386,103,10599,0,0,0,2805,1804,0,0,4777,2376,8223,0
2005,4,9,0,4,7968.576596,9248,12,5933,20243,2576,265070,0,0,5869,1727,0,0,3068,15448,22167,36291,206612
2005,4,9,2,5,24273.85086,1220,1143,5948,20295,475,48878,0,491,0,4782,4200,0,811,10502,10534,25960,12384
2005,4,9,0,3,8056.343351,9110,34,4285,14620,791,81394,0,528,4581,2400,0,0,0,12220,11300,18235,51859
2005,3,6,0,2,27840.99236,1485,2654,16754,57165,999999,9999999,4274,714,4886,6956,17274,4564,4006,24365,9999999,9999999,9999999
2005,3,5,0,2,34107.2403,3119,1397,12661,43201,774,79598,3028,506,4390,4373,7927,0,8278,22623,15844,63754,0
2005,1,2,0,3,37930.99391,5759,711,3821,13037,867,89214,0,0,2331,1864,1912,0,0,9261,11448,18047,59719
2005,3,7,3,2,31113.30235,1182,3446,10285,35091,453,46614,3013,503,0,3098,17693,0,0,14300,0,28026,18588
2005,4,8,0,1,19295.21138,770,4307,6827,23292,999999,9999999,0,0,0,7910,0,0,3910,11472,9999999,9999999,9999999
2005,2,3,0,5,6656.431988,6193,887,4002,13655,2252,231731,0,0,0,3360,0,0,2002,8293,26221,49863,155647
2005,1,2,0,2,32187.37706,5136,1255,13796,47072,1314,135206,5339,0,0,5227,11132,0,7495,23218,0,32279,102927
2005,2,3,0,5,29553.20306,5749,1351,5555,18954,1140,117279,0,0,0,4682,0,0,0,14272,14223,27047,76009
2005,4,9,0,2,13438.94868,0,3351,5077,17323,999999,9999999,0,0,3418,5962,0,0,0,11361,9999999,9999999,9999999
2005,3,5,0,2,28195.31865,2143,2219,25589,87310,999999,9999999,4279,715,6202,6964,26263,9325,5295,39463,9999999,9999999,9999999
2005,3,6,0,1,25212.2743,2083,2244,8308,28347,999999,9999999,0,0,0,5714,4273,6233,0,12127,9999999,9999999,9999999
2005,4,9,0,2,13438.94868,7,2908,9678,33021,999999,9999999,2787,0,0,4319,7137,9602,0,11963,9999999,9999999,9999999
2005,2,3,0,2,27167.25961,5572,1151,19048,64992,1829,188204,7039,644,5589,3775,12077,11883,0,37257,0,0,188204
2005,4,9,2,4,36348.98195,1101,583,1687,5756,238,24446,0,0,0,2416,0,0,0,3340,4002,7610,12834
2005,3,6,0,2,24091.237,3491,1913,19561,66742,999999,9999999,0,0,0,7795,7300,18605,17405,15637,9999999,9999999,9999999
2005,4,9,0,5,23311.9099,4619,965,5613,19152,999999,9999999,0,340,0,1635,2273,5429,4476,5339,9999999,9999999,9999999
2005,1,1,0,2,24493.11117,6685,882,5495,18749,1210,124509,3625,0,0,5618,1161,0,0,11970,0,25814,98695
2005,4,8,0,2,21978.58347,6717,250,4894,16698,851,87568,2266,378,5181,2072,0,0,0,14626,5567,27297,54704
2005,3,7,0,1,60236.32274,1311,3128,15985,54541,999999,9999999,5030,0,0,4599,18296,7752,6239,17655,9999999,9999999,9999999
2005,1,2,0,3,5573.093897,5579,1215,5502,18773,999999,9999999,2584,432,0,4626,2957,0,0,11190,9999999,9999999,9999999
2005,4,9,2,5,26007.69735,2241,122,6539,22311,242,24902,2644,0,3832,1185,0,5761,0,15365,0,0,24902
2005,1,1,0,1,11923.73059,6362,941,6295,21479,999999,9999999,3057,0,0,2993,2075,0,0,16411,9999999,9999999,9999999
2005,4,8,0,1,25945.19777,5629,722,6016,20527,639,65753,3712,620,5381,3634,0,0,0,16893,2998,18427,44328
2005,2,3,0,2,28481.16939,6225,968,9798,33430,796,81911,0,819,0,9282,5010,0,3026,16112,8144,15689,58078
2005,1,1,0,4,3984.848803,6245,779,5813,19835,1250,128639,0,0,0,2386,0,0,0,17449,10593,20143,97903
2005,3,5,0,2,36937.63478,2775,1793,17263,58901,999999,9999999,5118,855,7418,3886,10842,5465,14414,24294,9999999,9999999,9999999
2005,1,2,0,3,34073.76946,4073,2141,10249,34970,999999,9999999,0,0,0,3359,10709,8720,0,12182,9999999,9999999,9999999
2005,4,9,0,5,18179.20179,0,4903,7765,26494,999999,9999999,3348,559,0,3278,5663,7306,0,10247,9999999,9999999,9999999
2005,3,6,0,1,20419.94196,3509,1781,6634,22635,654,67327,0,0,6595,4678,3326,0,0,14631,5902,11223,50202
2005,2,3,0,2,37932.36691,4596,1706,10176,34721,999999,9999999,2747,0,3140,4787,7143,4154,1479,17158,9999999,9999999,9999999
2005,4,9,0,2,5606.182035,5408,706,14334,48908,999999,9999999,0,0,0,6964,12318,0,0,29626,9999999,9999999,9999999
2005,2,3,0,1,30420.68793,7004,802,7215,24618,1030,105987,4178,0,0,3820,2144,0,0,18654,6418,23763,75806
2005,1,2,1,4,30842.50113,4570,1702,6501,22181,1016,104563,0,0,0,3650,8756,0,0,9775,9641,18335,76587
2005,1,2,1,5,5030.040304,4954,1371,5442,18568,460,47340,0,0,0,5416,3841,0,0,9311,5030,9565,32745
2005,1,2,1,4,42408.43905,4700,1548,15680,53500,1691,174004,0,1444,0,14072,12463,0,0,26965,20897,40259,112848
2005,1,2,0,5,5232.329293,5729,733,8275,28234,999999,9999999,0,0,0,3739,3367,5604,8773,6751,9999999,9999999,9999999
2005,2,4,0,4,24696.01473,4956,1501,11456,39087,723,74386,0,0,0,9478,3670,16388,0,9551,6107,0,68279
2005,1,2,1,5,30842.50113,4838,1398,10854,37033,999999,9999999,0,0,0,1511,5348,9936,8097,12141,9999999,9999999,9999999
2005,1,2,0,2,23926.93263,5103,1230,6411,21874,999999,9999999,3188,0,0,3121,7958,0,0,10795,9999999,9999999,9999999
2005,3,5,0,2,4762.185145,2458,2290,26332,89845,999999,9999999,0,0,0,8269,16368,23767,16585,24856,9999999,9999999,9999999
2005,3,5,0,2,30293.06477,3169,1667,9179,31319,514,52891,2780,0,0,2542,11511,0,3061,14205,4870,19999,28022
2005,3,6,0,5,15812.6797,5243,1288,14466,49358,999999,9999999,0,898,0,5264,8895,11717,12477,11005,9999999,9999999,9999999
2005,3,5,0,2,42424.01939,3071,1992,14163,48324,355,36541,4335,724,4956,7554,7161,0,0,33609,0,13334,23207
2005,3,5,0,4,29463.5402,3157,1647,5372,18330,439,45124,2975,497,0,2233,3141,0,0,12956,0,21518,23606
2005,3,5,4,2,42964.10619,114,4381,15902,54260,255,26259,0,597,0,3433,33297,0,763,16767,6957,18494,808
2005,3,6,0,5,18907.97849,4868,1331,4617,15753,548,56389,0,722,0,3952,4321,0,0,7480,0,8510,47879
2005,2,3,0,5,29553.20306,5918,1269,1162,3965,875,90070,0,0,0,954,0,0,0,3011,6540,12436,71094
2005,2,3,0,2,26110.40969,5874,1293,7060,24089,1071,110233,0,593,0,3026,5575,0,0,15488,15131,33559,61543
2005,3,6,0,2,22977.31132,1686,2178,19768,67448,999999,9999999,3981,0,11542,3898,5199,10028,7792,40531,9999999,9999999,9999999
2005,3,7,3,2,30598.54152,1825,2910,16519,56363,266,27371,3550,593,0,5778,24164,0,0,26421,0,14934,12437
2005,3,6,0,2,22431.16131,3579,1762,24976,85218,999999,9999999,7966,729,4988,3313,17639,11645,14000,38621,9999999,9999999,9999999
2005,3,6,0,2,19827.83893,4334,1600,18996,64814,698,71824,0,965,8378,4389,19671,0,0,40754,10199,19629,41996
2005,2,3,0,2,38604.67186,7837,613,7467,25477,487,50112,2733,0,3125,2676,2219,4212,1911,14459,0,0,50112
2005,1,1,0,2,12268.984,6985,637,8429,28760,999999,9999999,3628,606,0,3551,1189,0,6001,18019,9999999,9999999,9999999
2005,2,3,0,2,25946.93009,5241,1374,42578,145276,73,7512,0,0,24576,3798,6749,18475,20706,95548,7512,0,0
2005,2,3,0,2,5675.96865,6142,1010,9410,32107,848,87270,3478,0,0,3266,2133,0,2060,24648,0,24980,62290
2005,2,3,0,2,37854.52327,5902,1132,9713,33141,2177,224013,0,0,0,8885,0,0,0,24256,31086,51830,141097
2005,4,9,0,2,22818.00097,6606,201,22570,77009,999999,9999999,4816,804,5506,3907,0,18204,15291,39607,9999999,9999999,9999999
2005,3,5,4,2,38474.79995,1159,2757,15662,53439,115,11807,5261,0,4177,1291,14457,9929,0,27762,11807,0,0
2005,1,2,1,2,26873.50248,5506,1060,18940,64623,1157,119055,0,0,0,8628,6995,0,0,49000,18039,30076,70940
2005,2,4,0,3,25405.50356,5847,1319,5460,18630,715,73574,0,420,0,2585,2664,3875,0,9506,4062,0,69512
2005,3,6,0,2,21796.15266,2952,2280,17407,59393,141,14501,2672,446,6110,5607,10492,0,0,43294,0,0,14501
2005,3,5,4,5,60169.21985,116,4482,7366,25133,999999,9999999,2734,457,0,2500,8037,4213,846,9537,9999999,9999999,9999999
2005,3,5,0,2,45109.68946,4558,1427,6710,22895,359,36941,2259,377,0,4387,4696,0,0,13812,1249,10145,25547
2005,4,9,0,2,13438.94868,0,3088,10056,34311,999999,9999999,2393,0,0,7381,7980,4746,0,14204,9999999,9999999,9999999
2005,2,4,0,2,27969.12134,6515,912,14321,48863,902,92816,6207,568,4928,8292,4432,0,0,36139,0,26599,66217
2005,2,4,0,5,26019.00406,4593,1833,7195,24550,739,76043,0,0,0,2808,9282,0,0,12460,0,16944,59099
2005,3,7,0,2,34488.41988,3286,2393,12027,41036,709,72956,3378,564,0,3306,17649,0,0,20081,7883,31722,33351
2005,1,2,1,2,26873.50248,6745,802,2385,8138,1228,126361,0,0,0,4499,0,0,0,3639,5726,23514,97121
2005,4,8,0,2,20537.72788,5467,835,3591,12252,721,74191,1784,298,0,2577,1759,0,0,7916,4598,18886,50707
2005,4,9,2,5,28659.31708,2272,146,4024,13730,999999,9999999,0,388,0,1865,0,3576,3457,4832,9999999,9999999,9999999
2005,1,2,1,4,40880.17954,6686,909,1178,4019,264,27166,0,0,0,1550,0,0,0,2469,1016,1932,24218
2005,1,2,1,4,42408.43905,4678,1623,11869,40497,21,2161,0,0,5046,4309,4937,0,0,31251,2161,0,0
2005,4,9,2,2,33936.33905,623,4728,40340,137640,829,85304,0,864,0,11337,52170,15959,0,58174,55465,0,29839
2005,4,9,2,4,21344.70111,896,704,4653,15876,999999,9999999,0,380,0,970,0,7014,1985,5907,9999999,9999999,9999999
2005,3,6,0,2,29722.42965,4290,971,14541,49614,609,62666,0,1246,0,10261,19245,0,0,20108,11236,21683,29747
2005,4,8,0,3,20838.38821,5404,1131,5670,19346,488,50215,3201,535,0,3134,0,0,1846,14366,0,16942,33273
2005,1,2,0,5,5232.329293,5833,657,7221,24638,999999,9999999,0,0,0,3534,2405,5562,9160,3977,9999999,9999999,9999999
2005,4,9,0,2,26216.8437,4592,327,12876,43932,1175,120908,3476,557,4835,3430,909,0,0,39593,0,55295,65613
2005,4,9,0,2,26058.71875,7607,77,13789,47048,1154,118795,3669,613,10636,8633,0,5548,2604,30263,0,0,118795
2005,1,2,1,2,41206.03713,5840,1076,14862,50709,1858,191165,0,1599,0,4084,8993,0,0,37632,17157,33054,140954
2005,3,5,4,4,34114.86592,1156,2771,14674,50068,999999,9999999,4034,674,0,4148,15981,8792,4351,16796,9999999,9999999,9999999
2005,3,7,0,2,33599.59503,3832,1807,2931,10001,709,72976,2425,0,0,2329,0,0,0,7672,3942,19789,49245
2005,2,3,0,2,30280.66002,7480,732,9958,33977,1034,106399,3911,0,0,6719,6261,0,0,20997,0,20603,85796
2005,4,9,2,2,22464.60603,2142,1323,22344,76238,816,83966,9235,845,0,7110,18122,0,0,51006,0,56111,27855
2005,3,6,0,1,21251.141,2255,2166,19519,66598,999999,9999999,7041,0,4409,3965,13305,12370,6489,30469,9999999,9999999,9999999
2005,1,1,0,4,14100.99454,6772,719,4479,15282,999999,9999999,0,0,0,3638,1542,0,0,10102,9999999,9999999,9999999
2005,4,8,0,2,21414.53531,5486,683,11868,40494,0,0,0,835,0,8710,0,0,14824,16960,0,0,0
2005,3,5,4,2,51470.68045,426,3717,25224,86063,999999,9999999,5797,0,0,19721,32595,6190,5322,22235,9999999,9999999,9999999
2005,3,6,0,2,3830.428091,3905,1725,5195,17725,999999,9999999,2768,0,3164,2245,1997,2956,0,10527,9999999,9999999,9999999
2005,3,5,4,4,32850.69149,448,3402,15302,52208,999999,9999999,3674,0,0,5306,19326,13888,0,13688,9999999,9999999,9999999
2005,4,8,0,1,22447.80541,5439,849,7032,23993,358,36838,4583,765,0,6302,5335,0,0,12356,0,12717,24121
2005,4,8,0,2,4807.343146,5148,727,10679,36437,999999,9999999,2379,0,0,3810,1330,9083,5910,16304,9999999,9999999,9999999
2005,3,5,0,3,26418.2146,3104,1862,8477,28924,999999,9999999,1243,364,0,2132,7039,6436,4333,8984,9999999,9999999,9999999
2005,3,7,0,2,34488.41988,3206,2658,16487,56254,569,58550,7621,0,0,7275,17093,0,0,31886,5390,22972,30188
2005,1,1,0,2,17036.81121,5922,880,12549,42817,999999,9999999,6290,575,4994,3373,1494,7508,0,30442,9999999,9999999,9999999
2005,2,3,0,2,31904.90999,6722,842,7935,27074,1201,123583,0,525,0,4872,1329,0,0,20873,18286,35231,70066
2005,1,2,0,4,33238.40824,4795,1429,4871,16620,57,5865,0,0,0,4940,3042,0,0,8638,2021,3844,0
2005,2,3,0,4,37125.61378,5300,1263,2604,8885,1161,119484,0,0,0,2064,2945,0,0,3876,7601,14454,97429
2005,1,1,0,2,11921.69206,6734,739,6552,22355,999999,9999999,2060,603,4127,2741,1066,0,0,18548,9999999,9999999,9999999
2005,4,9,0,2,13438.94868,8,3723,6519,22243,999999,9999999,1184,0,0,1768,0,7149,0,13326,9999999,9999999,9999999
2005,4,8,0,1,4161.59197,5366,906,1811,6179,354,36427,0,0,0,1655,1436,0,0,3088,2002,3807,30618
2005,4,9,2,1,21344.70111,986,572,2570,8768,999999,9999999,0,0,0,2958,0,0,0,5810,9999999,9999999,9999999
2005,4,9,2,5,28659.31708,2374,413,3043,10383,999999,9999999,0,0,0,1793,0,2822,2441,3327,9999999,9999999,9999999
2005,2,3,0,3,31068.59336,5552,917,20655,70475,999999,9999999,3985,666,4556,7924,9668,12299,15102,25482,9999999,9999999,9999999
2005,3,5,0,5,32195.42752,5729,654,1639,5594,912,93834,0,0,0,2424,0,0,0,3170,0,9847,83987
2005,3,5,0,1,31001.20533,2295,2594,11912,40644,999999,9999999,3439,0,0,1467,8964,9660,5343,15210,9999999,9999999,9999999
2005,2,3,0,4,36250.63654,5538,930,8727,29777,999999,9999999,2768,462,0,2710,3218,4265,7883,11701,9999999,9999999,9999999
2005,1,2,0,4,30199.03548,5034,1774,7803,26623,1652,169999,0,555,0,10091,4937,0,0,11595,20665,39772,109562
2005,3,5,0,5,25889.86094,2706,1903,14058,47964,590,60713,5439,0,6219,4082,12759,0,0,31123,8006,29641,23066
2005,2,3,0,2,27075.05749,4685,1689,36405,124214,999999,9999999,2704,791,5415,14549,30700,16320,14019,48626,9999999,9999999,9999999
2005,3,6,0,2,26612.24598,3854,1748,20494,69926,999999,9999999,8650,1445,9889,7908,9863,9237,4266,38652,9999999,9999999,9999999
2005,1,2,0,3,26852.17436,5329,1166,1890,6449,999999,9999999,784,0,0,768,982,837,2054,1808,9999999,9999999,9999999
2005,2,3,0,2,27167.25961,5750,974,10743,36655,1432,147353,0,0,9679,3434,9445,0,0,23776,9492,18051,119810
2005,1,2,0,4,27242.64085,5929,879,424,1447,999999,9999999,0,0,0,290,179,589,0,389,9999999,9999999,9999999
2005,4,9,2,2,19637.12502,602,1640,5284,18029,203,20889,0,382,0,3718,1383,0,0,12928,6458,12441,1990
2005,4,8,0,2,20183.59934,5517,664,10363,35359,729,74976,0,905,6193,5569,0,0,0,29790,2714,24999,47263
2005,4,8,0,2,57893.93263,1519,3250,24040,82023,179,18419,4546,759,0,9704,33552,0,1385,37382,0,12354,6065
2005,1,2,0,3,4560.390542,4469,1630,8972,30612,1114,114631,2499,0,0,1868,10748,0,0,17996,9114,37431,68086
2005,1,1,0,2,14399.16864,6362,779,18302,62446,999999,9999999,4635,774,0,9665,3958,0,0,48823,9999999,9999999,9999999
2005,3,5,0,5,26711.66332,2653,1988,15501,52888,999999,9999999,0,684,0,3933,14277,11488,8127,15063,9999999,9999999,9999999
2005,2,3,0,2,25950.83864,5824,1348,11137,37999,999999,9999999,3043,508,4411,1363,2521,11502,0,22613,9999999,9999999,9999999
2005,2,4,0,5,18458.13528,4616,1786,11902,40610,41,4219,0,0,0,2944,10882,10664,8694,7426,4219,0,0
2005,3,5,0,2,39548.73691,4904,1242,17232,58795,999999,9999999,2038,596,8165,5157,8767,5503,11486,27882,9999999,9999999,9999999
2005,3,5,4,2,41890.04624,521,3491,14914,50887,999999,9999999,3634,0,0,5820,13530,9627,5812,16098,9999999,9999999,9999999
2005,3,5,0,2,29638.01571,3117,1840,23052,78653,999999,9999999,2903,485,4208,10117,16594,8959,11569,31414,9999999,9999999,9999999
2005,2,3,0,2,34330.98761,5712,1277,16361,55824,1038,106810,0,1628,0,4367,16662,0,0,34795,12637,19920,74253
