Survey Year,Census Region,Census Division,Four Largest States,Type of Home  (Respondent answer),The Final Weight,Heat Deg-Days: Base65 01 TO 12-2005 (Inoculated),Cool Deg-Days: Base65 01 TO 12-2005 (Inoculated),Kilowatt Hours Of Electricity Used,Electric Annual Use In Thousands of BTU,CCFS (Hundred Cubic Feet) Of Natural Gas,Natural Gas Annual Use In Thousands Of BTU,Electric Dryer Use (Estimated) in Thousands of BTU,Electric Dishwasher Use (Estimated) in Thousands of BTU,Electric Freezer Use (Estimated) in Thousands of BTU,Electric Refrigerator Use (Estimated) in Thousands of BTU,Electric AC Use (Estimated) in Thousands of BTU,Electric Water Heat Use (Estimated) in Thousands of BTU,Electric Space Heat Use (Estimated) in Thousands of BTU,Electric Appliance Use (Estimated) in Thousands of BTU,Natural Gas Appliance Use (Estimated) in Thousands of BTU,Natural Gas Water Heat Use (Estimated) in Thousands of BTU,Natural Gas Space Heat Use (Estimated) in Thousands of BTU
2005,2,3,0,3,7032.626493,5472,1075,16457,56151,1112,114425,10087,923,0,4196,9113,0,0,42842,0,37917,76508
2005,3,7,3,2,28252.94115,2024,3118,22230,75849,705,72545,0,730,4996,3996,37298,0,1548,33007,17589,33790,21166
2005,2,3,0,2,25504.18284,8201,542,9317,31790,999999,9999999,3490,0,0,2831,0,9314,0,19645,9999999,9999999,9999999
2005,2,3,0,2,28481.16939,6182,990,6640,22656,982,101068,2323,0,0,4549,4703,0,0,13404,0,26327,74741
2005,3,6,0,5,20806.22382,4487,1333,14641,49955,999999,9999999,0,911,0,5340,9460,8406,12250,14499,9999999,9999999,9999999
2005,3,6,0,2,18258.83621,4638,1358,10309,35174,724,74500,2749,459,3985,2088,5453,9044,0,18589,0,0,74500
2005,3,5,4,2,44532.47298,463,3414,9282,31670,999999,9999999,0,0,0,6214,6811,5537,2562,10546,9999999,9999999,9999999
2005,2,3,0,1,4845.77138,5271,1338,12698,43326,999999,9999999,0,0,0,2951,4663,10893,10064,14755,9999999,9999999,9999999
2005,1,2,1,3,4679.780079,6632,844,7900,26955,1796,184808,0,0,0,4839,2642,0,0,19474,8793,25806,150209
2005,2,4,0,2,23022.8644,4992,1515,34999,119417,1246,128213,7448,1244,0,20271,28979,0,4150,66017,0,36771,91442
2005,3,5,0,2,36167.07201,2856,1665,9333,31844,999999,9999999,3692,0,4221,3796,8000,3942,0,16106,9999999,9999999,9999999
2005,3,6,0,2,19117.75104,3957,1484,15599,53224,971,99916,0,721,6258,4226,9775,0,0,39223,4226,31008,64682
2005,3,5,4,2,35917.15347,1226,2470,8857,30221,999999,9999999,1990,0,2275,2736,8845,4336,1114,13190,9999999,9999999,9999999
2005,4,8,0,5,20342.11239,4936,1215,9232,31500,543,55827,3843,642,0,2919,7174,0,0,21407,0,22372,33455
2005,1,2,0,2,26641.8656,4359,1792,26675,91016,999999,9999999,5471,914,7931,10916,4283,0,0,75817,9999999,9999999,9999999
2005,3,6,0,1,3517.118512,4085,1684,14154,48293,999999,9999999,3658,0,5303,3345,3739,15968,4728,20513,9999999,9999999,9999999
2005,1,2,0,2,7207.709306,5878,932,9294,31711,999999,9999999,3937,0,0,3193,0,6067,2409,20042,9999999,9999999,9999999
2005,2,3,0,2,28333.53711,6106,1128,16834,57438,1220,125538,0,605,5251,6344,12255,0,2221,36618,19603,37699,68236
2005,3,5,0,2,34964.03733,4166,1881,15889,54213,999999,9999999,0,0,4813,7234,10923,10922,1722,23412,9999999,9999999,9999999
2005,4,9,2,2,24788.53079,2480,46,3118,10639,385,39617,1553,0,0,2453,0,0,0,8186,5403,18699,15515
2005,1,2,0,5,29902.39565,5010,1340,4298,14665,697,71740,2624,438,0,2569,2222,0,0,9874,6330,31036,34374
2005,4,9,2,2,22696.53218,1042,963,6276,21414,444,45688,0,0,2922,4242,0,0,0,17172,8230,25185,12273
2005,4,9,2,3,38455.31159,1286,449,8913,30411,177,18223,0,527,0,10866,784,0,5413,13348,4218,9693,4312
2005,3,7,3,1,32830.4591,827,3864,18236,62220,999999,9999999,4700,430,3731,6544,19629,7945,1527,26575,9999999,9999999,9999999
2005,1,2,0,3,5063.481354,5951,857,8265,28200,1543,158775,3418,0,4954,3514,3596,0,0,21090,8768,30348,119659
2005,2,3,0,2,30185.84401,5189,1438,18421,62852,695,71490,7323,0,5814,1797,13745,0,2302,45008,0,18877,52613
2005,3,5,0,2,35127.78104,5212,1052,14100,48111,999999,9999999,3222,538,0,6625,5051,9943,8396,18096,9999999,9999999,9999999
2005,3,7,3,4,24543.6,1029,3125,10507,35850,999999,9999999,2633,0,0,2116,10989,7029,2852,12864,9999999,9999999,9999999
2005,3,5,0,2,33310.82685,4447,1476,19686,67169,999999,9999999,5714,0,8283,3805,0,16049,16410,30905,9999999,9999999,9999999
2005,2,3,0,2,28295.27986,5494,1229,30377,103646,999999,9999999,10315,0,11792,4400,3101,11015,29225,55905,9999999,9999999,9999999
2005,4,8,0,3,21744.40509,5713,586,5628,19203,495,50936,2374,397,0,1803,1117,0,0,16283,0,17105,33831
2005,3,5,0,5,5310.149287,4229,1751,2642,9015,515,52994,0,0,0,4112,0,0,0,4903,5783,10996,36215
2005,4,8,0,1,19712.45814,7280,563,18395,62764,999999,9999999,4538,758,6578,3022,0,12113,15466,32163,9999999,9999999,9999999
2005,1,2,0,2,44319.82158,5457,1011,4394,14992,1261,129757,0,584,0,3196,2021,0,0,9775,14706,23183,91868
2005,2,3,0,2,22831.14704,7544,723,3881,13242,999999,9999999,0,481,0,2312,0,0,0,10930,9999999,9999999,9999999
2005,2,4,0,2,29467.61184,4626,1473,18455,62969,999999,9999999,3826,0,4374,2906,12489,11808,9652,26114,9999999,9999999,9999999
2005,2,3,0,2,30280.66002,7404,747,24196,82557,1808,186043,4205,702,6096,14220,7986,12979,2861,44511,0,0,186043
2005,4,9,0,2,22845.65806,5538,674,25294,86303,999999,9999999,5266,879,7633,8738,6587,19905,12757,38316,9999999,9999999,9999999
2005,1,2,1,5,37119.39627,4823,1547,1490,5085,219,22548,0,0,0,1700,1310,0,0,2075,3745,18803,0
2005,3,7,3,2,37075.43275,1823,2927,11549,39407,559,57539,4262,712,0,4093,16532,0,0,18782,8381,26008,23150
2005,3,7,3,2,25500.61351,1177,2618,21355,72862,199,20477,4349,726,4972,3145,24656,0,2918,42143,0,13968,6509
2005,1,2,0,1,23931.02397,5270,1211,6277,21417,999999,9999999,0,0,0,4950,2101,6502,0,7864,9999999,9999999,9999999
2005,1,2,0,3,4560.390542,4420,1390,6169,21049,1244,128035,1217,0,0,3792,1690,0,0,15567,11036,36381,80618
2005,2,4,0,2,52136.91426,7246,488,20148,68745,57,5823,0,911,6235,12485,5090,11902,0,39268,5823,0,0
2005,3,5,0,1,28364.57848,3960,1727,11412,38937,999999,9999999,2065,0,0,7688,6020,8401,1824,15004,9999999,9999999,9999999
2005,2,3,0,2,28327.50696,7228,806,3461,11809,13,1290,2448,0,0,2086,544,2615,0,6564,1290,0,0
2005,4,8,0,2,20537.72788,5418,865,10407,35509,1429,147044,4115,0,4704,4028,0,8161,2392,20928,0,0,147044
2005,1,2,0,3,30043.02217,4965,1306,8796,30012,432,44402,0,548,0,2796,9283,0,0,17933,0,12891,31511
2005,3,6,0,2,20091.91163,4496,1317,26326,89824,999999,9999999,4954,827,0,5094,15445,15289,12585,41411,9999999,9999999,9999999
2005,1,2,0,3,27912.60579,5343,1092,7432,25358,999999,9999999,3393,0,0,3489,2340,3623,8938,6968,9999999,9999999,9999999
2005,1,2,0,2,26340.58306,5322,1175,12162,41497,381,39205,0,0,0,10196,5206,0,0,26095,3492,11799,23914
2005,1,2,0,3,31166.4429,4865,1246,2348,8010,1247,128303,0,0,0,2308,1109,0,0,4593,5066,25432,97805
2005,1,2,0,2,30307.03354,5445,940,22505,76787,1327,136548,0,1012,0,9394,9523,0,0,57870,17399,38520,80629
2005,1,1,0,2,3323.507977,8831,263,6695,22845,999999,9999999,0,0,0,5052,0,10321,0,7472,9999999,9999999,9999999
2005,2,3,0,1,5602.965822,5693,1030,7206,24587,999999,9999999,3337,0,0,3267,0,7273,0,14047,9999999,9999999,9999999
2005,1,2,0,2,28107.32949,5352,1252,16587,56595,1964,202096,0,1151,0,6746,19534,0,0,30315,22424,43156,136516
2005,3,5,0,2,32639.77191,4586,1417,669,2283,999999,9999999,147,0,0,229,0,720,410,924,9999999,9999999,9999999
2005,2,4,0,2,20472.23559,4430,1440,21211,72372,999999,9999999,6420,587,4020,3442,12376,13292,10669,32593,9999999,9999999,9999999
2005,4,9,2,2,24261.81026,952,1330,6052,20649,579,59579,0,360,0,2069,6693,0,0,11887,10345,34102,15132
2005,3,7,0,5,28772.34603,2645,2172,4317,14730,999999,9999999,0,0,0,2149,2394,2509,4671,3007,9999999,9999999,9999999
2005,1,2,0,5,31075.53795,5674,773,4394,14992,999999,9999999,0,0,0,1795,1438,2826,4441,4492,9999999,9999999,9999999
2005,4,8,0,3,4034.900597,4571,966,4755,16224,481,49495,3346,306,0,1884,0,3635,0,10705,0,0,49495
2005,3,6,0,2,19093.4045,4425,1191,13044,44506,999999,9999999,3190,0,0,2423,7508,9845,8644,16086,9999999,9999999,9999999
2005,3,6,0,2,19882.61932,3443,1981,29346,100129,999999,9999999,5261,0,0,5409,21906,14042,16018,42754,9999999,9999999,9999999
2005,1,2,0,5,44095.92638,5726,735,2837,9680,324,33348,0,620,0,3396,0,0,0,6284,0,5192,28156
2005,3,5,4,2,34586.19274,449,3299,29934,102136,999999,9999999,0,736,0,7152,34990,9607,4605,45782,9999999,9999999,9999999
2005,3,6,0,2,27844.67778,3509,1888,14309,48822,999999,9999999,3617,604,0,5606,9442,7895,7329,18550,9999999,9999999,9999999
2005,3,6,0,2,29566.46706,1620,2489,17813,60780,0,0,3346,559,3825,8889,15950,7291,1056,27594,0,0,0
2005,1,1,0,2,11921.69206,6810,698,16507,56322,999999,9999999,0,698,4778,3022,3906,0,0,49394,9999999,9999999,9999999
2005,3,6,0,5,2759.332571,2868,2164,7808,26641,999999,9999999,0,0,0,1610,6536,6781,4706,7008,9999999,9999999,9999999
2005,3,5,0,2,31433.23266,3167,1642,23424,79923,999999,9999999,2809,822,0,4500,16139,16958,10831,31495,9999999,9999999,9999999
2005,2,3,0,2,30628.71359,6888,847,9272,31636,1000,102900,4020,671,0,2907,1803,0,0,26926,0,34476,68424
2005,1,2,0,2,27805.30627,5940,908,12350,42138,999999,9999999,2619,437,3796,2394,5158,7356,0,27230,9999999,9999999,9999999
2005,3,6,0,1,27276.35809,3783,1548,5466,18650,301,30973,0,0,3011,2708,4088,4059,1257,6538,3119,0,27854
2005,1,1,0,2,20694.4875,6772,665,4156,14180,533,54846,0,607,0,3556,0,0,0,10624,0,12893,41953
2005,2,3,0,2,36912.03751,5976,1160,5801,19793,503,51759,0,0,0,1340,5914,0,0,12539,7991,15060,28708
2005,4,8,0,2,19849.29541,5227,933,19364,66069,1016,104541,8532,780,6774,7242,6046,0,0,52781,7733,35825,60983
2005,3,6,0,5,19379.37809,1570,2497,3084,10521,243,25020,1912,0,0,1536,2589,0,0,6396,4336,15008,5676
2005,3,5,0,5,34855.61186,3076,1431,2440,8325,592,60878,0,0,0,1846,2782,0,0,3697,13843,21821,25214
2005,3,6,0,2,3228.624538,3612,1745,18530,63224,999999,9999999,3204,0,0,7705,11972,6984,8288,28275,9999999,9999999,9999999
2005,3,5,0,2,33658.96086,3027,1470,10500,35824,633,65136,3973,664,5759,6467,4626,0,0,24731,5387,26414,33335
2005,3,6,0,5,17171.48139,4386,1509,11378,38822,999999,9999999,0,0,0,3229,6221,8674,8986,11712,9999999,9999999,9999999
2005,1,1,0,2,17182.13785,6221,984,14467,49361,999999,9999999,0,1078,0,4669,9354,14092,0,21246,9999999,9999999,9999999
2005,1,2,0,3,4560.390542,4752,1506,8720,29753,1083,111441,4240,0,0,1900,3788,0,0,24065,8751,28846,73844
2005,2,3,0,2,27397.37645,7973,587,22025,75149,999999,9999999,12232,1119,7660,6889,2773,17883,0,47604,9999999,9999999,9999999
2005,1,2,0,2,31999.11357,5909,978,13667,46632,811,83452,0,779,5331,6476,11510,0,0,28646,13451,25887,44114
2005,2,3,0,3,7032.626493,5931,973,11839,40395,120,12348,0,0,4426,7185,0,0,1835,31375,2117,4063,6168
2005,2,3,0,3,19753.27873,7344,782,4151,14163,999999,9999999,1621,271,0,692,534,0,5857,7080,9999999,9999999,9999999
2005,2,4,0,2,27969.12134,6189,1214,10832,36959,675,69458,4255,711,0,4375,10254,0,0,22330,0,23562,45896
2005,4,9,0,2,22747.14531,4538,1055,18852,64323,741,76212,6951,0,5519,1624,10445,18580,0,33674,0,0,76212
2005,2,4,0,2,5278.546598,4658,1595,10442,35628,1339,137783,5138,0,0,7962,9026,0,0,18640,8227,30457,99099
2005,3,7,0,2,34488.41988,3315,2297,7931,27061,888,91375,2915,0,0,1941,11609,0,0,13511,12557,32431,46387
2005,1,2,1,3,24280.23589,6510,958,7705,26289,853,87774,0,517,3537,7727,3373,0,0,15189,6921,21927,58926
2005,1,1,0,2,13247.75215,6028,839,12332,42077,999999,9999999,3245,0,0,1384,1270,12267,0,27156,9999999,9999999,9999999
2005,4,8,0,2,20600.42194,2945,1796,9353,31912,508,52273,3034,507,3469,5288,9706,0,1183,15735,4662,22856,24755
2005,3,5,4,2,34586.19274,995,2831,7278,24831,999999,9999999,1156,338,0,1983,9647,4016,1419,7766,9999999,9999999,9999999
2005,4,9,2,2,36348.98195,1201,1515,3522,12017,155,15950,0,357,0,1732,2900,0,0,7385,2667,5072,8211
2005,1,1,0,2,3323.507977,7046,624,10442,35629,999999,9999999,3954,660,0,5492,1365,0,2659,26113,9999999,9999999,9999999
2005,4,9,2,2,24261.81026,682,3875,5096,17388,501,51553,0,242,0,1322,8958,0,1535,5573,14092,37461,0
2005,4,9,2,3,29892.2549,1888,1604,8661,29551,697,71721,3690,616,0,3612,4269,0,1268,20402,5130,31527,35064
2005,4,8,0,2,20183.59934,7121,134,8215,28030,704,72442,3427,572,3918,8149,0,0,0,19881,0,19387,53055
2005,1,1,0,2,11577.28762,6299,920,14556,49666,999999,9999999,4095,684,4681,12173,7475,0,0,30018,9999999,9999999,9999999
2005,4,9,0,5,35740.13504,4070,449,4929,16818,999999,9999999,0,718,0,3929,0,6622,0,6267,9999999,9999999,9999999
2005,2,3,0,2,45682.31159,6499,912,1684,5745,697,71732,0,0,0,1806,0,0,0,3939,2628,4998,64106
2005,2,3,0,2,34509.86968,6128,1017,2464,8407,1139,117231,0,0,0,2050,1402,0,0,4955,14149,22303,80779
2005,3,5,0,5,27895.46591,4884,1268,4120,14058,451,46404,0,453,0,2790,2518,0,0,8750,3876,10455,32073
2005,1,2,0,3,5288.412798,5021,1289,3881,13242,724,74491,0,402,0,842,2462,0,0,9938,0,23814,50677
2005,4,8,0,2,21978.58347,6464,279,5295,18068,1574,161965,2804,468,0,6621,0,0,0,11447,0,37097,124868
2005,1,1,0,2,11921.69206,6831,687,13155,44885,999999,9999999,5041,842,5763,2150,2425,0,0,40310,9999999,9999999,9999999
2005,4,9,2,2,22696.53218,1043,959,11638,39709,554,57007,0,714,4885,4668,3690,0,0,31351,14458,27826,14723
2005,3,6,0,5,22852.75043,4513,1063,7088,24184,999999,9999999,0,0,0,3003,1705,5760,7711,6005,9999999,9999999,9999999
2005,2,3,0,2,6912.143621,6418,932,3556,12132,1372,141179,0,0,0,2809,0,0,0,9323,18429,30728,92022
2005,2,3,0,4,41321.15124,6849,855,5691,19418,467,48054,0,0,0,5538,3169,0,0,10711,0,3658,44396
2005,1,1,0,5,13199.48223,6251,805,5871,20030,999999,9999999,0,0,0,1085,0,6791,6145,6009,9999999,9999999,9999999
2005,3,5,0,2,41326.07582,4542,1596,11917,40660,396,40748,1972,0,0,9405,9556,0,0,21699,2614,10734,27400
2005,2,4,0,2,26850.52536,6301,965,7210,24601,999999,9999999,0,0,5010,4007,1915,0,0,18679,9999999,9999999,9999999
2005,1,2,1,2,37178.37937,5469,1158,9105,31066,1794,184603,0,476,0,5406,4688,0,0,20972,16950,50116,117537
2005,1,1,0,2,12266.43717,7498,456,6831,23307,999999,9999999,2552,0,0,4377,1478,0,0,17452,9999999,9999999,9999999
2005,4,8,0,2,23520.97453,7083,142,23516,80237,999999,9999999,5835,975,0,16168,0,12716,9820,41533,9999999,9999999,9999999
2005,1,2,0,5,9156.576263,5691,761,1270,4333,287,29505,0,0,0,1498,0,0,0,2835,0,0,29505
2005,3,5,4,2,59791.75936,1078,2643,27667,94401,999999,9999999,4992,834,0,4050,28687,16012,3497,42155,9999999,9999999,9999999
2005,2,4,0,2,25632.51454,4215,2022,8006,27316,1428,146941,0,543,4712,3342,8197,0,0,15777,16543,26077,104321
2005,2,3,0,2,36912.03751,6285,1106,10158,34659,906,93227,3742,625,0,2841,9531,0,0,22287,4665,19157,69405
2005,3,5,4,4,40131.30798,93,4472,8264,28197,999999,9999999,0,0,0,2624,6941,10267,0,8365,9999999,9999999,9999999
2005,2,3,0,2,43872.59316,6147,1102,4830,16480,742,76312,0,359,0,1964,3275,0,0,11241,11355,18783,46174
2005,2,4,0,2,27969.12134,6358,1057,9361,31940,871,89626,0,614,4204,2793,9733,0,0,19414,6576,20870,62180
2005,3,7,3,2,29678.90035,1103,2828,21295,72659,597,61431,4631,0,6713,3757,25683,0,0,43219,0,41610,19821
2005,3,6,0,2,20700.75743,3051,2166,12470,42548,547,56286,3336,557,0,1423,14234,0,7431,19460,0,56286,0
2005,2,3,0,2,30971.35536,7126,513,11820,40330,771,79336,4784,0,5469,9277,1239,0,0,29814,0,20234,59102
2005,4,8,0,2,20537.72788,5179,1052,11715,39972,1040,107016,4158,695,0,7247,3205,0,0,29520,0,41697,65319
2005,2,3,0,2,43872.59316,5941,1206,8070,27535,1411,145192,0,724,0,4460,10506,0,2629,9940,18616,30043,96533
2005,2,3,0,2,23352.23708,5747,977,26441,90217,81,8335,5370,897,0,9613,16074,15084,14801,34645,0,0,8335
2005,3,6,0,2,19621.2974,4109,1287,16824,57403,1034,106399,3992,667,0,7755,14137,0,1990,33521,0,33431,72968
2005,3,5,4,2,35917.15347,1180,2666,19495,66518,999999,9999999,3989,666,0,3906,21960,8694,2876,29082,9999999,9999999,9999999
2005,4,9,0,2,13438.94868,0,4839,1381,4712,73,7512,0,0,0,1164,0,0,0,3548,0,7512,0
2005,2,3,0,4,51209.89252,6059,1172,6671,22761,1075,110618,0,644,4410,3776,4332,0,0,14653,13559,21374,75685
2005,2,3,0,1,35665.67143,5499,966,6411,21874,999999,9999999,2364,0,0,2431,3907,5152,0,10384,9999999,9999999,9999999
2005,4,9,2,2,24788.53079,2471,52,5423,18503,433,44556,0,375,2564,3776,0,0,0,14727,11338,21805,11413
2005,3,6,0,2,19018.00625,4138,1633,11159,38075,633,65136,4200,701,4801,3189,9405,0,0,25481,0,19218,45918
2005,3,5,4,5,56202.01854,164,4151,15635,53345,999999,9999999,4914,0,0,4493,24414,7572,2103,14763,9999999,9999999,9999999
2005,1,1,0,2,16007.59518,6012,918,12678,43257,1281,131815,4532,757,0,9319,0,0,0,33938,10147,40832,80836
2005,2,3,0,2,28481.16939,5962,1101,9363,31947,866,89159,3589,599,0,3282,2372,0,0,26293,0,28914,60245
2005,1,1,0,2,11921.69206,6928,634,10535,35945,999999,9999999,3759,628,4298,3610,2183,7456,0,22696,9999999,9999999,9999999
2005,3,7,3,5,27299.99681,1925,2760,9206,31410,999999,9999999,0,0,0,3351,8574,6366,6171,6948,9999999,9999999,9999999
2005,1,2,1,5,26505.27441,4699,1754,5650,19278,104,10726,0,0,0,4150,4305,0,0,10823,10726,0,0
2005,3,5,0,2,31433.23266,3223,1673,21253,72515,999999,9999999,4595,767,6660,7121,8825,9113,8552,38904,9999999,9999999,9999999
2005,2,3,0,2,31113.9095,6134,790,19569,66769,999999,9999999,0,1440,0,6233,3050,24212,0,33274,9999999,9999999,9999999
2005,3,7,3,2,30598.54152,1896,2433,16722,57055,686,70589,0,693,0,7236,21436,0,0,28383,18533,30341,21715
2005,4,9,0,5,12980.94205,0,5518,5370,18322,999999,9999999,2649,442,0,3826,0,7441,0,7055,9999999,9999999,9999999
2005,2,4,0,5,31119.29613,6789,1029,3517,12000,36,3704,1789,299,0,1751,1641,3904,0,4704,0,0,3704
2005,2,4,0,2,22667.16224,4966,1505,14623,49894,778,80056,9211,843,0,8792,13022,0,2767,25313,0,28675,51381
2005,3,5,0,5,27528.82928,4407,1367,4434,15129,377,38824,0,0,0,2266,1379,5845,0,5639,6506,0,32318
2005,1,2,1,4,30842.50113,4619,1552,2608,8898,52,5351,0,0,0,1107,2687,0,0,5104,5351,0,0
2005,3,6,0,2,18968.2361,3448,1832,13736,46867,999999,9999999,3094,517,3538,3029,9562,9551,3598,21127,9999999,9999999,9999999
2005,2,4,0,2,37228.60171,7227,494,13870,47324,,,3693,617,0,6420,0,10373,0,30531,,,
2005,3,5,0,2,36937.63478,2848,1677,16775,57236,999999,9999999,5281,0,6038,9674,7883,7987,10295,21397,9999999,9999999,9999999
2005,4,8,0,2,20160.6027,4568,967,6609,22550,911,93742,0,0,0,1536,0,0,0,21014,0,32207,61535
2005,3,5,0,5,26971.01393,5151,1128,8151,27811,664,68349,6196,0,0,5027,6010,0,0,16774,0,23518,44831
2005,4,9,2,2,27814.12991,1946,1912,12464,42527,484,49804,4503,752,0,6192,8210,0,0,28125,0,28762,21042
2005,4,9,2,2,25862.80232,949,715,8246,28135,224,23050,0,838,5738,8328,0,0,0,19807,3988,13079,5983
2005,3,5,0,2,27824.74098,2008,2680,7038,24014,302,31050,0,0,0,5412,3169,6469,0,8964,0,0,31050
2005,4,9,2,2,24261.81026,1512,1329,2308,7875,383,39411,0,0,0,889,1284,0,1368,4334,14716,24695,0
2005,3,5,0,4,28955.11797,2223,2351,13782,47024,999999,9999999,3388,566,0,2887,12206,9044,5807,17080,9999999,9999999,9999999
2005,3,5,4,4,42964.10619,119,4467,9232,31498,280,28862,0,0,0,3783,19035,0,1477,7203,9947,18915,0
2005,2,3,0,2,28123.45715,5360,1199,10625,36253,638,65650,4522,755,0,1929,9320,0,2613,22391,0,14313,51337
2005,2,4,0,2,26330.60119,7445,686,19740,67353,1018,104752,3501,561,3840,8538,6077,16391,5824,30523,0,0,104752
2005,1,1,0,2,17036.81121,6273,763,6599,22516,999999,9999999,0,0,3762,1403,1896,0,0,19217,9999999,9999999,9999999
2005,1,2,0,3,37930.99391,5607,822,9277,31654,1286,132329,0,986,0,2644,4539,9093,0,15378,0,0,132329
2005,4,8,0,2,3807.483265,8715,14,14017,47826,488,50215,3572,0,10355,3266,0,11455,0,33105,0,0,50215
2005,4,9,2,3,24273.85086,894,1175,2132,7274,375,38588,0,0,0,1243,0,0,0,6031,13298,25290,0
2005,4,9,0,2,24134.42411,4639,943,31077,106035,999999,9999999,6489,1084,0,10561,6157,30638,16215,42464,9999999,9999999,9999999
2005,4,9,2,4,24273.85086,930,1472,4586,15647,748,76954,0,0,0,1063,0,0,2038,12546,20832,56122,0
2005,3,7,0,2,48242.75184,1305,3166,4300,14671,390,40168,2210,0,2526,943,3854,0,0,9874,5259,21601,13308
2005,4,9,2,2,26007.69735,3162,14,4264,14549,436,44864,0,0,0,4704,0,0,2052,7793,10637,17736,16491
2005,2,3,0,2,30813.52697,6377,1066,15881,54186,1836,188924,3718,621,4251,8192,4160,10443,0,31391,9702,0,179222
2005,3,5,0,5,42795.30983,3992,1926,7209,24599,306,31509,0,0,0,3612,6362,0,9391,5234,0,9448,22061
2005,4,9,2,2,22132.61678,2064,1820,2715,9264,472,48569,0,0,0,1750,1894,0,0,5620,8857,29197,10515
2005,3,6,0,2,20079.8056,3044,2191,11864,40479,460,47334,0,0,0,1559,11388,11266,0,16266,8021,0,39313
2005,2,3,0,2,32092.94502,5736,1154,13704,46758,999999,9999999,0,0,0,6059,4568,6609,15654,13868,9999999,9999999,9999999
2005,3,5,0,2,29248.47633,3029,2135,18121,61829,1266,130271,3773,630,0,9297,20840,0,1645,30047,12075,52555,65641
2005,2,3,0,2,25059.85657,7726,668,11676,39839,1436,147764,4798,801,0,11625,0,0,0,28214,0,34403,113361
2005,1,1,0,4,16758.71286,5140,1114,7473,25498,652,67091,4320,722,4939,1936,2953,0,0,20609,4079,17753,45259
2005,3,7,3,2,51827.96938,1998,3189,25289,86286,592,60917,3388,991,0,4507,43475,0,0,38304,7496,32626,20795
2005,2,3,0,2,28060.19485,6984,893,20160,68786,1019,104855,7578,1266,0,13207,5029,0,0,50550,7076,30795,66984
2005,4,9,2,5,22696.53218,936,684,4404,15026,203,20889,0,530,0,3046,2043,0,0,9937,6789,10957,3143
2005,3,6,0,2,18258.83621,4708,1350,17577,59973,1376,141590,3214,0,0,5789,11384,0,3200,39600,7082,29085,105423
2005,3,6,0,2,19271.29337,4164,1608,18305,62457,999999,9999999,4930,823,5636,4827,7936,15216,10549,23929,9999999,9999999,9999999
2005,1,1,0,3,2970.153671,7639,473,7385,25198,300,30870,2431,406,0,2222,513,0,1649,20814,0,30870,0
2005,3,5,4,2,5562.687087,675,3304,21424,73099,35,3625,3663,612,4187,7283,25046,9776,3305,27689,3625,0,0
2005,2,4,0,2,5278.546598,4989,1491,8127,27729,516,53096,0,0,5583,3521,3812,0,0,20396,4334,12719,36043
2005,4,8,0,2,25292.66418,3145,2379,19099,65166,585,60197,6768,619,5374,5745,8234,0,0,51187,17677,21324,21196
2005,1,2,0,2,28781.9054,5054,1310,19497,66522,1246,128179,0,1014,8797,6240,4058,15286,0,40938,23314,0,104865
2005,3,7,3,2,25513.79483,3015,2124,5408,18452,999999,9999999,4256,0,3379,2282,2624,0,0,13546,9999999,9999999,9999999
2005,1,2,1,2,27063.52211,6832,749,10529,35925,999999,9999999,3617,604,5244,6305,1786,0,0,27834,9999999,9999999,9999999
2005,1,2,0,3,4560.390542,4491,1404,9011,30746,933,96027,0,0,0,5531,5485,0,0,19730,7471,14207,74349
2005,4,8,0,5,25292.66418,1186,4498,11242,38358,180,18522,1849,541,0,2628,17874,7060,0,10796,8035,0,10487
2005,1,1,0,2,12918.96094,7862,433,5546,18922,999999,9999999,1438,0,2881,3905,0,0,0,15017,9999999,9999999,9999999
2005,1,1,0,3,13470.02625,5874,894,8764,29903,726,74697,3068,512,0,3003,2484,0,0,24416,0,19791,54906
2005,4,9,2,2,24788.53079,1296,350,5617,19165,191,19668,0,0,0,6592,0,0,0,12573,3702,10820,5146
2005,4,8,0,2,22742.43616,1174,3584,18156,61948,999999,9999999,4387,733,6359,7183,9564,13521,5894,25786,9999999,9999999,9999999
2005,3,5,0,2,33658.96086,3165,1361,15984,54537,1140,117306,0,844,7325,10143,6677,0,0,37717,6458,51239,59609
2005,4,9,2,2,25955.15655,3199,934,7044,24033,347,35706,0,0,0,5154,5466,0,0,13413,4256,14730,16720
2005,2,3,0,2,30280.66002,7295,769,6726,22949,510,52479,0,574,0,3365,6432,0,0,13152,4183,13275,35021
2005,4,9,0,1,20608.18116,5376,715,16688,56939,999999,9999999,0,956,0,5236,0,14425,15228,22050,9999999,9999999,9999999
2005,4,8,0,2,22796.9892,3796,1534,7410,25283,603,62049,4981,456,0,4440,0,0,0,20843,6022,23993,32034
2005,4,9,2,2,24273.85086,1037,1035,3866,13191,404,41572,0,0,0,1153,0,0,0,12038,12446,29126,0
2005,2,3,0,2,30813.52697,5830,1066,6048,20636,68,6997,3712,0,4243,1583,0,0,0,19053,0,1485,5512
2005,4,9,0,1,22607.90098,8291,0,12878,43940,999999,9999999,5387,900,6159,4925,69,11740,3707,23499,9999999,9999999,9999999
2005,1,1,0,2,14168.66118,5791,834,6422,21912,169,17390,3411,570,0,5945,3789,0,0,12178,2946,14444,0
